date,subdomain,qtype,count,ratio
2025-04-01,mics,65,25,0.0191
2025-04-01,mics,99,1,0.0008
2025-04-01,modernlc,1,1176,0.6629
2025-04-01,modernlc,15,4,0.0023
2025-04-01,modernlc,16,2,0.0011
2025-04-01,modernlc,2,31,0.0175
2025-04-01,modernlc,28,389,0.2193
2025-04-01,modernlc,5,6,0.0034
2025-04-01,modernlc,6,11,0.0062
2025-04-01,modernlc,65,155,0.0874
2025-04-01,moodle,1,41,0.1647
2025-04-01,moodle,15,169,0.6787
2025-04-01,moodle,2,3,0.0120
2025-04-01,moodle,28,23,0.0924
2025-04-01,moodle,6,8,0.0321
2025-04-01,moodle,65,5,0.0201
2025-04-01,mountain-studies,1,1305,0.5318
2025-04-01,mountain-studies,12,1,0.0004
2025-04-01,mountain-studies,15,23,0.0094
2025-04-01,mountain-studies,16,5,0.0020
2025-04-01,mountain-studies,2,155,0.0632
2025-04-01,mountain-studies,255,10,0.0041
2025-04-01,mountain-studies,257,2,0.0008
2025-04-01,mountain-studies,28,789,0.3215
2025-04-01,mountain-studies,33,1,0.0004
2025-04-01,mountain-studies,43,3,0.0012
2025-04-01,mountain-studies,48,2,0.0008
2025-04-01,mountain-studies,5,5,0.0020
2025-04-01,mountain-studies,6,1,0.0004
2025-04-01,mountain-studies,65,152,0.0619
2025-04-01,msc,1,9505,0.5453
2025-04-01,msc,12,4,0.0002
2025-04-01,msc,15,320,0.0184
2025-04-01,msc,16,35,0.0020
2025-04-01,msc,2,324,0.0186
2025-04-01,msc,255,10,0.0006
2025-04-01,msc,257,3,0.0002
2025-04-01,msc,28,6845,0.3927
2025-04-01,msc,33,3,0.0002
2025-04-01,msc,43,11,0.0006
2025-04-01,msc,48,1,0.0001
2025-04-01,msc,5,17,0.0010
2025-04-01,msc,6,23,0.0013
2025-04-01,msc,65,329,0.0189
2025-04-01,msc,99,1,0.0001
2025-04-01,namagaku,1,279,0.6159
2025-04-01,namagaku,15,2,0.0044
2025-04-01,namagaku,16,2,0.0044
2025-04-01,namagaku,2,10,0.0221
2025-04-01,namagaku,28,109,0.2406
2025-04-01,namagaku,5,3,0.0066
2025-04-01,namagaku,6,11,0.0243
2025-04-01,namagaku,65,37,0.0817
2025-04-01,nature,1,496,0.3311
2025-04-01,nature,12,2,0.0013
2025-04-01,nature,15,662,0.4419
2025-04-01,nature,16,3,0.0020
2025-04-01,nature,2,36,0.0240
2025-04-01,nature,257,2,0.0013
2025-04-01,nature,28,257,0.1716
2025-04-01,nature,33,2,0.0013
2025-04-01,nature,43,1,0.0007
2025-04-01,nature,48,2,0.0013
2025-04-01,nature,5,5,0.0033
2025-04-01,nature,6,21,0.0140
2025-04-01,nature,65,9,0.0060
2025-04-01,nc-bsys,1,386,0.7798
2025-04-01,nc-bsys,15,2,0.0040
2025-04-01,nc-bsys,16,1,0.0020
2025-04-01,nc-bsys,2,6,0.0121
2025-04-01,nc-bsys,28,62,0.1253
2025-04-01,nc-bsys,5,4,0.0081
2025-04-01,nc-bsys,6,11,0.0222
2025-04-01,nc-bsys,65,23,0.0465
2025-04-01,neurosci,1,2472,0.5981
2025-04-01,neurosci,15,30,0.0073
2025-04-01,neurosci,16,7,0.0017
2025-04-01,neurosci,2,56,0.0135
2025-04-01,neurosci,255,4,0.0010
2025-04-01,neurosci,28,1274,0.3083
2025-04-01,neurosci,35,1,0.0002
2025-04-01,neurosci,43,3,0.0007
2025-04-01,neurosci,5,4,0.0010
2025-04-01,neurosci,6,5,0.0012
2025-04-01,neurosci,65,277,0.0670
2025-04-01,nourin,1,2077,0.4782
2025-04-01,nourin,15,439,0.1011
2025-04-01,nourin,16,119,0.0274
2025-04-01,nourin,2,74,0.0170
2025-04-01,nourin,28,1604,0.3693
2025-04-01,nourin,43,4,0.0009
2025-04-01,nourin,5,8,0.0018
2025-04-01,nourin,6,2,0.0005
2025-04-01,nourin,65,16,0.0037
2025-04-01,nsfb,1,5350,0.4407
2025-04-01,nsfb,13,2,0.0002
2025-04-01,nsfb,15,2341,0.1928
2025-04-01,nsfb,16,191,0.0157
2025-04-01,nsfb,2,300,0.0247
2025-04-01,nsfb,28,3542,0.2917
2025-04-01,nsfb,43,1,0.0001
2025-04-01,nsfb,5,5,0.0004
2025-04-01,nsfb,6,3,0.0002
2025-04-01,nsfb,65,396,0.0326
2025-04-01,nsfb,99,10,0.0008
2025-04-01,ocw,1,4352,0.5799
2025-04-01,ocw,12,2,0.0003
2025-04-01,ocw,15,13,0.0017
2025-04-01,ocw,16,8,0.0011
2025-04-01,ocw,2,87,0.0116
2025-04-01,ocw,255,1,0.0001
2025-04-01,ocw,257,2,0.0003
2025-04-01,ocw,28,2367,0.3154
2025-04-01,ocw,33,2,0.0003
2025-04-01,ocw,43,4,0.0005
2025-04-01,ocw,48,2,0.0003
2025-04-01,ocw,5,13,0.0017
2025-04-01,ocw,6,14,0.0019
2025-04-01,ocw,65,638,0.0850
2025-04-01,oii,1,817,0.4970
2025-04-01,oii,15,222,0.1350
2025-04-01,oii,16,36,0.0219
2025-04-01,oii,2,101,0.0614
2025-04-01,oii,28,386,0.2348
2025-04-01,oii,5,4,0.0024
2025-04-01,oii,6,11,0.0067
2025-04-01,oii,65,67,0.0408
2025-04-01,oiso,1,1445,0.6765
2025-04-01,oiso,12,2,0.0009
2025-04-01,oiso,15,5,0.0023
2025-04-01,oiso,16,4,0.0019
2025-04-01,oiso,2,12,0.0056
2025-04-01,oiso,255,5,0.0023
2025-04-01,oiso,257,2,0.0009
2025-04-01,oiso,28,622,0.2912
2025-04-01,oiso,33,2,0.0009
2025-04-01,oiso,48,2,0.0009
2025-04-01,oiso,5,6,0.0028
2025-04-01,oiso,6,12,0.0056
2025-04-01,oiso,65,16,0.0075
2025-04-01,oiso,99,1,0.0005
2025-04-01,ole,1,26,0.4727
2025-04-01,ole,15,3,0.0545
2025-04-01,ole,2,4,0.0727
2025-04-01,ole,28,12,0.2182
2025-04-01,ole,5,1,0.0182
2025-04-01,ole,6,9,0.1636
2025-04-01,opera,1,228,0.6746
2025-04-01,opera,15,1,0.0030
2025-04-01,opera,16,1,0.0030
2025-04-01,opera,2,8,0.0237
2025-04-01,opera,28,79,0.2337
2025-04-01,opera,35,1,0.0030
2025-04-01,opera,5,2,0.0059
2025-04-01,opera,6,10,0.0296
2025-04-01,opera,65,8,0.0237
2025-04-01,opop,1,1265,0.6812
2025-04-01,opop,12,1,0.0005
2025-04-01,opop,15,3,0.0016
2025-04-01,opop,16,4,0.0022
2025-04-01,opop,2,13,0.0070
2025-04-01,opop,257,1,0.0005
2025-04-01,opop,28,509,0.2741
2025-04-01,opop,33,1,0.0005
2025-04-01,opop,48,1,0.0005
2025-04-01,opop,5,4,0.0022
2025-04-01,opop,6,10,0.0054
2025-04-01,opop,65,45,0.0242
2025-04-01,osi,1,2376,0.6587
2025-04-01,osi,12,2,0.0006
2025-04-01,osi,15,50,0.0139
2025-04-01,osi,16,7,0.0019
2025-04-01,osi,2,149,0.0413
2025-04-01,osi,255,5,0.0014
2025-04-01,osi,257,4,0.0011
2025-04-01,osi,28,884,0.2451
2025-04-01,osi,33,2,0.0006
2025-04-01,osi,35,1,0.0003
2025-04-01,osi,43,2,0.0006
2025-04-01,osi,48,2,0.0006
2025-04-01,osi,5,5,0.0014
2025-04-01,osi,6,13,0.0036
2025-04-01,osi,65,103,0.0286
2025-04-01,osi,99,2,0.0006
2025-04-01,otsuka,1,14949,0.5405
2025-04-01,otsuka,12,7,0.0003
2025-04-01,otsuka,13,2,0.0001
2025-04-01,otsuka,15,1238,0.0448
2025-04-01,otsuka,16,226,0.0082
2025-04-01,otsuka,2,1793,0.0648
2025-04-01,otsuka,255,1,0.0000
2025-04-01,otsuka,257,8,0.0003
2025-04-01,otsuka,28,7206,0.2605
2025-04-01,otsuka,33,6,0.0002
2025-04-01,otsuka,35,1,0.0000
2025-04-01,otsuka,43,397,0.0144
2025-04-01,otsuka,48,285,0.0103
2025-04-01,otsuka,5,40,0.0014
2025-04-01,otsuka,6,36,0.0013
2025-04-01,otsuka,65,1464,0.0529
2025-04-01,otsuka,99,1,0.0000
2025-04-01,otsuka-s,1,1342,0.4349
2025-04-01,otsuka-s,15,584,0.1892
2025-04-01,otsuka-s,16,43,0.0139
2025-04-01,otsuka-s,2,60,0.0194
2025-04-01,otsuka-s,255,4,0.0013
2025-04-01,otsuka-s,257,2,0.0006
2025-04-01,otsuka-s,28,922,0.2988
2025-04-01,otsuka-s,35,1,0.0003
2025-04-01,otsuka-s,5,8,0.0026
2025-04-01,otsuka-s,6,2,0.0006
2025-04-01,otsuka-s,65,116,0.0376
2025-04-01,otsuka-s,99,2,0.0006
2025-04-01,oyoriko,1,1037,0.5438
2025-04-01,oyoriko,12,2,0.0010
2025-04-01,oyoriko,15,18,0.0094
2025-04-01,oyoriko,16,3,0.0016
2025-04-01,oyoriko,2,50,0.0262
2025-04-01,oyoriko,255,3,0.0016
2025-04-01,oyoriko,257,2,0.0010
2025-04-01,oyoriko,28,538,0.2821
2025-04-01,oyoriko,33,2,0.0010
2025-04-01,oyoriko,43,1,0.0005
2025-04-01,oyoriko,48,2,0.0010
2025-04-01,oyoriko,5,5,0.0026
2025-04-01,oyoriko,6,13,0.0068
2025-04-01,oyoriko,65,231,0.1211
2025-04-01,pas,1,5495,0.5181
2025-04-01,pas,12,3,0.0003
2025-04-01,pas,15,229,0.0216
2025-04-01,pas,16,20,0.0019
2025-04-01,pas,2,288,0.0272
2025-04-01,pas,257,2,0.0002
2025-04-01,pas,28,3989,0.3761
2025-04-01,pas,33,4,0.0004
2025-04-01,pas,43,67,0.0063
2025-04-01,pas,48,4,0.0004
2025-04-01,pas,5,10,0.0009
2025-04-01,pas,6,7,0.0007
2025-04-01,pas,65,488,0.0460
2025-04-01,person,1,608,0.5241
2025-04-01,person,15,4,0.0034
2025-04-01,person,16,3,0.0026
2025-04-01,person,2,16,0.0138
2025-04-01,person,28,269,0.2319
2025-04-01,person,35,1,0.0009
2025-04-01,person,5,1,0.0009
2025-04-01,person,6,11,0.0095
2025-04-01,person,65,247,0.2129
2025-04-01,ph,0,1,0.0001
2025-04-01,ph,1,5697,0.5376
2025-04-01,ph,15,1139,0.1075
2025-04-01,ph,16,357,0.0337
2025-04-01,ph,2,377,0.0356
2025-04-01,ph,257,1,0.0001
2025-04-01,ph,28,2623,0.2475
2025-04-01,ph,35,2,0.0002
2025-04-01,ph,43,30,0.0028
2025-04-01,ph,5,22,0.0021
2025-04-01,ph,6,16,0.0015
2025-04-01,ph,65,257,0.0243
2025-04-01,ph,99,75,0.0071
2025-04-01,phd-humanics,1,4115,0.4529
2025-04-01,phd-humanics,12,4,0.0004
2025-04-01,phd-humanics,15,54,0.0059
2025-04-01,phd-humanics,16,41,0.0045
2025-04-01,phd-humanics,2,247,0.0272
2025-04-01,phd-humanics,255,2,0.0002
2025-04-01,phd-humanics,257,4,0.0004
2025-04-01,phd-humanics,28,2503,0.2755
2025-04-01,phd-humanics,33,4,0.0004
2025-04-01,phd-humanics,43,2,0.0002
2025-04-01,phd-humanics,5,26,0.0029
2025-04-01,phd-humanics,6,1843,0.2029
2025-04-01,phd-humanics,65,240,0.0264
2025-04-01,physics,1,500,0.6935
2025-04-01,physics,12,1,0.0014
2025-04-01,physics,15,1,0.0014
2025-04-01,physics,16,1,0.0014
2025-04-01,physics,2,43,0.0596
2025-04-01,physics,257,1,0.0014
2025-04-01,physics,28,112,0.1553
2025-04-01,physics,33,1,0.0014
2025-04-01,physics,43,2,0.0028
2025-04-01,physics,48,1,0.0014
2025-04-01,physics,5,3,0.0042
2025-04-01,physics,6,10,0.0139
2025-04-01,physics,65,45,0.0624
2025-04-01,pmrc,1,6247,0.4404
2025-04-01,pmrc,12,2,0.0001
2025-04-01,pmrc,13,2,0.0001
2025-04-01,pmrc,15,2962,0.2088
2025-04-01,pmrc,16,307,0.0216
2025-04-01,pmrc,2,358,0.0252
2025-04-01,pmrc,28,3875,0.2732
2025-04-01,pmrc,43,4,0.0003
2025-04-01,pmrc,5,12,0.0008
2025-04-01,pmrc,6,8,0.0006
2025-04-01,pmrc,65,389,0.0274
2025-04-01,pmrc,99,19,0.0013
2025-04-01,prc,1,4439,0.4682
2025-04-01,prc,12,1,0.0001
2025-04-01,prc,15,1312,0.1384
2025-04-01,prc,16,141,0.0149
2025-04-01,prc,2,240,0.0253
2025-04-01,prc,255,1,0.0001
2025-04-01,prc,257,2,0.0002
2025-04-01,prc,28,2987,0.3150
2025-04-01,prc,33,2,0.0002
2025-04-01,prc,43,10,0.0011
2025-04-01,prc,5,39,0.0041
2025-04-01,prc,6,29,0.0031
2025-04-01,prc,65,276,0.0291
2025-04-01,prc,99,3,0.0003
2025-04-01,press,1,908,0.5700
2025-04-01,press,12,1,0.0006
2025-04-01,press,15,126,0.0791
2025-04-01,press,16,40,0.0251
2025-04-01,press,2,54,0.0339
2025-04-01,press,257,1,0.0006
2025-04-01,press,28,420,0.2637
2025-04-01,press,33,1,0.0006
2025-04-01,press,48,1,0.0006
2025-04-01,press,5,4,0.0025
2025-04-01,press,6,11,0.0069
2025-04-01,press,65,26,0.0163
2025-04-01,projects,1,843,0.5794
2025-04-01,projects,12,5,0.0034
2025-04-01,projects,15,19,0.0131
2025-04-01,projects,16,11,0.0076
2025-04-01,projects,2,98,0.0674
2025-04-01,projects,257,3,0.0021
2025-04-01,projects,28,366,0.2515
2025-04-01,projects,33,3,0.0021
2025-04-01,projects,48,3,0.0021
2025-04-01,projects,5,11,0.0076
2025-04-01,projects,6,21,0.0144
2025-04-01,projects,65,72,0.0495
2025-04-01,px,1,8982,0.5684
2025-04-01,px,15,909,0.0575
2025-04-01,px,16,125,0.0079
2025-04-01,px,2,445,0.0282
2025-04-01,px,28,4680,0.2961
2025-04-01,px,35,1,0.0001
2025-04-01,px,43,73,0.0046
2025-04-01,px,5,40,0.0025
2025-04-01,px,6,29,0.0018
2025-04-01,px,65,477,0.0302
2025-04-01,px,99,42,0.0027
2025-04-01,qils,1,62,0.5299
2025-04-01,qils,15,2,0.0171
2025-04-01,qils,16,1,0.0085
2025-04-01,qils,2,8,0.0684
2025-04-01,qils,28,32,0.2735
2025-04-01,qils,5,1,0.0085
2025-04-01,qils,6,10,0.0855
2025-04-01,qils,65,1,0.0085
2025-04-01,radd,1,908,0.5282
2025-04-01,radd,15,1,0.0006
2025-04-01,radd,16,2,0.0012
2025-04-01,radd,2,14,0.0081
2025-04-01,radd,28,642,0.3735
2025-04-01,radd,5,1,0.0006
2025-04-01,radd,6,10,0.0058
2025-04-01,radd,65,141,0.0820
2025-04-01,rccp,1,2004,0.3490
2025-04-01,rccp,15,1970,0.3431
2025-04-01,rccp,16,771,0.1343
2025-04-01,rccp,2,351,0.0611
2025-04-01,rccp,28,532,0.0927
2025-04-01,rccp,43,22,0.0038
2025-04-01,rccp,5,16,0.0028
2025-04-01,rccp,6,16,0.0028
2025-04-01,rccp,65,9,0.0016
2025-04-01,rccp,99,51,0.0089
2025-04-01,rcdh,1,427,0.6135
2025-04-01,rcdh,15,14,0.0201
2025-04-01,rcdh,16,10,0.0144
2025-04-01,rcdh,2,46,0.0661
2025-04-01,rcdh,255,3,0.0043
2025-04-01,rcdh,257,19,0.0273
2025-04-01,rcdh,28,132,0.1897
2025-04-01,rcdh,39,2,0.0029
2025-04-01,rcdh,5,29,0.0417
2025-04-01,rcdh,6,10,0.0144
2025-04-01,rcdh,65,3,0.0043
2025-04-01,rcdh,99,1,0.0014
2025-04-01,rcus,1,157,0.7302
2025-04-01,rcus,2,6,0.0279
2025-04-01,rcus,28,38,0.1767
2025-04-01,rcus,5,2,0.0093
2025-04-01,rcus,6,10,0.0465
2025-04-01,rcus,65,2,0.0093
2025-04-01,rdcpm,1,430,0.6981
2025-04-01,rdcpm,2,19,0.0308
2025-04-01,rdcpm,28,145,0.2354
2025-04-01,rdcpm,5,1,0.0016
2025-04-01,rdcpm,6,9,0.0146
2025-04-01,rdcpm,65,12,0.0195
2025-04-01,ri-center,1,680,0.4231
2025-04-01,ri-center,15,351,0.2184
2025-04-01,ri-center,16,22,0.0137
2025-04-01,ri-center,2,154,0.0958
2025-04-01,ri-center,255,1,0.0006
2025-04-01,ri-center,28,320,0.1991
2025-04-01,ri-center,43,1,0.0006
2025-04-01,ri-center,5,53,0.0330
2025-04-01,ri-center,6,21,0.0131
2025-04-01,ri-center,65,4,0.0025
2025-04-01,riryou,1,290,0.6067
2025-04-01,riryou,12,1,0.0021
2025-04-01,riryou,15,3,0.0063
2025-04-01,riryou,16,2,0.0042
2025-04-01,riryou,2,12,0.0251
2025-04-01,riryou,28,108,0.2259
2025-04-01,riryou,33,1,0.0021
2025-04-01,riryou,5,3,0.0063
2025-04-01,riryou,6,11,0.0230
2025-04-01,riryou,65,47,0.0983
2025-04-01,risk,1,10623,0.4382
2025-04-01,risk,12,2,0.0001
2025-04-01,risk,15,4789,0.1975
2025-04-01,risk,16,1488,0.0614
2025-04-01,risk,2,926,0.0382
2025-04-01,risk,255,1,0.0000
2025-04-01,risk,257,19,0.0008
2025-04-01,risk,28,5285,0.2180
2025-04-01,risk,33,3,0.0001
2025-04-01,risk,39,2,0.0001
2025-04-01,risk,43,107,0.0044
2025-04-01,risk,48,79,0.0033
2025-04-01,risk,5,108,0.0045
2025-04-01,risk,6,51,0.0021
2025-04-01,risk,65,715,0.0295
2025-04-01,risk,99,47,0.0019
2025-04-01,ronbun-juri,1,134,0.4573
2025-04-01,ronbun-juri,15,6,0.0205
2025-04-01,ronbun-juri,16,2,0.0068
2025-04-01,ronbun-juri,2,6,0.0205
2025-04-01,ronbun-juri,28,131,0.4471
2025-04-01,ronbun-juri,5,2,0.0068
2025-04-01,ronbun-juri,6,12,0.0410
2025-04-01,ryudou,1,122,0.4861
2025-04-01,ryudou,15,5,0.0199
2025-04-01,ryudou,16,1,0.0040
2025-04-01,ryudou,2,14,0.0558
2025-04-01,ryudou,28,96,0.3825
2025-04-01,ryudou,43,1,0.0040
2025-04-01,ryudou,5,2,0.0080
2025-04-01,ryudou,6,10,0.0398
2025-04-01,s,1,30322,0.4441
2025-04-01,s,13,1,0.0000
2025-04-01,s,15,16809,0.2462
2025-04-01,s,16,1262,0.0185
2025-04-01,s,2,683,0.0100
2025-04-01,s,255,9,0.0001
2025-04-01,s,257,1,0.0000
2025-04-01,s,28,18634,0.2729
2025-04-01,s,33,8,0.0001
2025-04-01,s,43,8,0.0001
2025-04-01,s,5,50,0.0007
2025-04-01,s,6,25,0.0004
2025-04-01,s,65,423,0.0062
2025-04-01,s,99,48,0.0007
2025-04-01,sakado-s,1,3670,0.4935
2025-04-01,sakado-s,12,2,0.0003
2025-04-01,sakado-s,15,506,0.0680
2025-04-01,sakado-s,16,28,0.0038
2025-04-01,sakado-s,2,129,0.0173
2025-04-01,sakado-s,28,2620,0.3523
2025-04-01,sakado-s,33,4,0.0005
2025-04-01,sakado-s,35,1,0.0001
2025-04-01,sakado-s,43,2,0.0003
2025-04-01,sakado-s,5,20,0.0027
2025-04-01,sakado-s,6,9,0.0012
2025-04-01,sakado-s,65,444,0.0597
2025-04-01,sakado-s,99,2,0.0003
2025-04-01,sanrenhonbu,1,3638,0.6158
2025-04-01,sanrenhonbu,12,3,0.0005
2025-04-01,sanrenhonbu,13,1,0.0002
2025-04-01,sanrenhonbu,15,30,0.0051
2025-04-01,sanrenhonbu,16,8,0.0014
2025-04-01,sanrenhonbu,2,146,0.0247
2025-04-01,sanrenhonbu,255,13,0.0022
2025-04-01,sanrenhonbu,257,2,0.0003
2025-04-01,sanrenhonbu,28,1794,0.3037
2025-04-01,sanrenhonbu,33,2,0.0003
2025-04-01,sanrenhonbu,43,4,0.0007
2025-04-01,sanrenhonbu,48,2,0.0003
2025-04-01,sanrenhonbu,5,10,0.0017
2025-04-01,sanrenhonbu,6,18,0.0030
2025-04-01,sanrenhonbu,65,237,0.0401
2025-04-01,sapec,1,5154,0.4946
2025-04-01,sapec,12,5,0.0005
2025-04-01,sapec,15,428,0.0411
2025-04-01,sapec,16,71,0.0068
2025-04-01,sapec,2,645,0.0619
2025-04-01,sapec,255,1,0.0001
2025-04-01,sapec,257,2,0.0002
2025-04-01,sapec,28,3092,0.2967
2025-04-01,sapec,33,2,0.0002
2025-04-01,sapec,35,1,0.0001
2025-04-01,sapec,43,4,0.0004
2025-04-01,sapec,48,2,0.0002
2025-04-01,sapec,5,74,0.0071
2025-04-01,sapec,6,75,0.0072
2025-04-01,sapec,65,861,0.0826
2025-04-01,sapec,99,4,0.0004
2025-04-01,scpj,1,909,0.6330
2025-04-01,scpj,12,2,0.0014
2025-04-01,scpj,15,49,0.0341
2025-04-01,scpj,16,5,0.0035
2025-04-01,scpj,2,67,0.0467
2025-04-01,scpj,257,2,0.0014
2025-04-01,scpj,28,355,0.2472
2025-04-01,scpj,33,2,0.0014
2025-04-01,scpj,43,5,0.0035
2025-04-01,scpj,48,2,0.0014
2025-04-01,scpj,5,5,0.0035
2025-04-01,scpj,6,12,0.0084
2025-04-01,scpj,65,20,0.0139
2025-04-01,scpj,99,1,0.0007
2025-04-01,scs,1,1386,0.5264
2025-04-01,scs,12,2,0.0008
2025-04-01,scs,15,3,0.0011
2025-04-01,scs,16,3,0.0011
2025-04-01,scs,2,16,0.0061
2025-04-01,scs,257,2,0.0008
2025-04-01,scs,28,786,0.2985
2025-04-01,scs,33,2,0.0008
2025-04-01,scs,48,2,0.0008
2025-04-01,scs,5,3,0.0011
2025-04-01,scs,6,10,0.0038
2025-04-01,scs,65,418,0.1588
2025-04-01,sec,0,1,0.0000
2025-04-01,sec,1,90126,0.5956
2025-04-01,sec,12,33,0.0002
2025-04-01,sec,13,8,0.0001
2025-04-01,sec,15,5655,0.0374
2025-04-01,sec,16,946,0.0063
2025-04-01,sec,2,3434,0.0227
2025-04-01,sec,255,12,0.0001
2025-04-01,sec,257,71,0.0005
2025-04-01,sec,28,40478,0.2675
2025-04-01,sec,33,34,0.0002
2025-04-01,sec,43,208,0.0014
2025-04-01,sec,48,119,0.0008
2025-04-01,sec,5,324,0.0021
2025-04-01,sec,6,264,0.0017
2025-04-01,sec,65,9561,0.0632
2025-04-01,sec,99,49,0.0003
2025-04-01,shakai,1,837,0.5287
2025-04-01,shakai,15,80,0.0505
2025-04-01,shakai,16,1,0.0006
2025-04-01,shakai,2,23,0.0145
2025-04-01,shakai,28,397,0.2508
2025-04-01,shakai,5,1,0.0006
2025-04-01,shakai,6,10,0.0063
2025-04-01,shakai,65,234,0.1478
2025-04-01,shimoda,1,6905,0.4436
2025-04-01,shimoda,12,2,0.0001
2025-04-01,shimoda,15,3136,0.2015
2025-04-01,shimoda,16,1260,0.0810
2025-04-01,shimoda,2,709,0.0456
2025-04-01,shimoda,255,1,0.0001
2025-04-01,shimoda,257,2,0.0001
2025-04-01,shimoda,28,3182,0.2044
2025-04-01,shimoda,33,2,0.0001
2025-04-01,shimoda,43,6,0.0004
2025-04-01,shimoda,48,2,0.0001
2025-04-01,shimoda,5,14,0.0009
2025-04-01,shimoda,6,18,0.0012
2025-04-01,shimoda,65,284,0.0182
2025-04-01,shimoda,99,42,0.0027
2025-04-01,sie,1,5263,0.5169
2025-04-01,sie,15,797,0.0783
2025-04-01,sie,16,141,0.0138
2025-04-01,sie,2,474,0.0466
2025-04-01,sie,28,3053,0.2999
2025-04-01,sie,43,212,0.0208
2025-04-01,sie,48,184,0.0181
2025-04-01,sie,5,5,0.0005
2025-04-01,sie,6,9,0.0009
2025-04-01,sie,65,43,0.0042
2025-04-01,sipc,6,10,1.0000
2025-04-01,sk,1,32045,0.4662
2025-04-01,sk,12,4,0.0001
2025-04-01,sk,13,3,0.0000
2025-04-01,sk,15,14744,0.2145
2025-04-01,sk,16,1162,0.0169
2025-04-01,sk,2,2364,0.0344
2025-04-01,sk,255,9,0.0001
2025-04-01,sk,257,5,0.0001
2025-04-01,sk,28,15390,0.2239
2025-04-01,sk,33,6,0.0001
2025-04-01,sk,35,2,0.0000
2025-04-01,sk,39,1,0.0000
2025-04-01,sk,43,49,0.0007
2025-04-01,sk,48,2,0.0000
2025-04-01,sk,5,173,0.0025
2025-04-01,sk,6,75,0.0011
2025-04-01,sk,65,2678,0.0390
2025-04-01,sk,99,31,0.0005
2025-04-01,skip,1,715,0.5269
2025-04-01,skip,12,1,0.0007
2025-04-01,skip,15,22,0.0162
2025-04-01,skip,16,6,0.0044
2025-04-01,skip,2,25,0.0184
2025-04-01,skip,257,1,0.0007
2025-04-01,skip,28,429,0.3161
2025-04-01,skip,33,1,0.0007
2025-04-01,skip,43,3,0.0022
2025-04-01,skip,48,1,0.0007
2025-04-01,skip,5,67,0.0494
2025-04-01,skip,6,13,0.0096
2025-04-01,skip,65,73,0.0538
2025-04-01,sleepymouse,1,25,0.5319
2025-04-01,sleepymouse,2,1,0.0213
2025-04-01,sleepymouse,28,8,0.1702
2025-04-01,sleepymouse,35,1,0.0213
2025-04-01,sleepymouse,5,3,0.0638
2025-04-01,sleepymouse,6,9,0.1915
2025-04-01,slis,1,91775,0.5355
2025-04-01,slis,12,5,0.0000
2025-04-01,slis,13,4,0.0000
2025-04-01,slis,15,7189,0.0419
2025-04-01,slis,16,1479,0.0086
2025-04-01,slis,2,4318,0.0252
2025-04-01,slis,255,16,0.0001
2025-04-01,slis,257,20,0.0001
2025-04-01,slis,28,65192,0.3804
2025-04-01,slis,33,5,0.0000
2025-04-01,slis,35,1,0.0000
2025-04-01,slis,39,1,0.0000
2025-04-01,slis,43,123,0.0007
2025-04-01,slis,48,6,0.0000
2025-04-01,slis,5,238,0.0014
2025-04-01,slis,6,182,0.0011
2025-04-01,slis,65,772,0.0045
2025-04-01,slis,99,47,0.0003
2025-04-01,soc-int,1,709,0.5600
2025-04-01,soc-int,15,20,0.0158
2025-04-01,soc-int,16,13,0.0103
2025-04-01,soc-int,2,46,0.0363
2025-04-01,soc-int,28,397,0.3136
2025-04-01,soc-int,43,1,0.0008
2025-04-01,soc-int,5,1,0.0008
2025-04-01,soc-int,6,12,0.0095
2025-04-01,soc-int,65,67,0.0529
2025-04-01,sohosai,1,140,0.7778
2025-04-01,sohosai,15,2,0.0111
2025-04-01,sohosai,2,7,0.0389
2025-04-01,sohosai,28,20,0.1111
2025-04-01,sohosai,5,1,0.0056
2025-04-01,sohosai,6,10,0.0556
2025-04-01,souki,1,377,0.5464
2025-04-01,souki,15,16,0.0232
2025-04-01,souki,16,3,0.0043
2025-04-01,souki,2,22,0.0319
2025-04-01,souki,255,1,0.0014
2025-04-01,souki,28,176,0.2551
2025-04-01,souki,5,4,0.0058
2025-04-01,souki,6,9,0.0130
2025-04-01,souki,65,82,0.1188
2025-04-01,sports,1,466,0.6853
2025-04-01,sports,15,8,0.0118
2025-04-01,sports,2,11,0.0162
2025-04-01,sports,257,2,0.0029
2025-04-01,sports,28,165,0.2426
2025-04-01,sports,43,4,0.0059
2025-04-01,sports,5,2,0.0029
2025-04-01,sports,6,10,0.0147
2025-04-01,sports,65,12,0.0176
2025-04-01,sse,1,896,0.5206
2025-04-01,sse,12,5,0.0029
2025-04-01,sse,15,26,0.0151
2025-04-01,sse,16,10,0.0058
2025-04-01,sse,2,57,0.0331
2025-04-01,sse,257,6,0.0035
2025-04-01,sse,28,586,0.3405
2025-04-01,sse,33,5,0.0029
2025-04-01,sse,43,2,0.0012
2025-04-01,sse,48,6,0.0035
2025-04-01,sse,5,8,0.0046
2025-04-01,sse,6,5,0.0029
2025-04-01,sse,65,109,0.0633
2025-04-01,stb,1,9107,0.5822
2025-04-01,stb,12,1,0.0001
2025-04-01,stb,15,932,0.0596
2025-04-01,stb,16,273,0.0175
2025-04-01,stb,2,160,0.0102
2025-04-01,stb,255,13,0.0008
