date,network_type,analysis_type,subdomain,magnitude
2025-04-23,external,response,manaba,8.761302
2025-04-23,external,response,cc,8.507121
2025-04-23,external,response,account,8.269390
2025-04-23,external,response,twins,6.104946
2025-04-23,external,response,atmnb,5.966926
2025-04-23,external,response,u,5.868174
2025-04-23,external,response,ecloud,5.592425
2025-04-23,external,response,sec,5.187684
2025-04-23,external,response,kdb,5.109610
2025-04-23,external,response,ccs,4.850899
2025-04-23,external,response,utos,4.429119
2025-04-23,external,response,www,4.429119
2025-04-23,external,response,tulips,4.170409
2025-04-23,external,response,cs,3.864419
2025-04-23,external,response,ims,3.007103
2025-04-23,external,response,pas,3.007103
2025-04-23,external,response,chem,2.701113
2025-04-23,external,response,hokekan,2.701113
2025-04-23,external,response,iit,2.701113
2025-04-23,external,response,ph,2.701113
2025-04-23,external,response,trios,2.701113
2025-04-23,external,response,un,2.701113
2025-04-23,external,response,md,2.326612
2025-04-23,external,response,sk,2.326612
2025-04-23,external,response,ac,1.843797
2025-04-23,external,response,bk,1.843797
2025-04-23,external,response,cegloc,1.843797
2025-04-23,external,response,fair,1.843797
2025-04-23,external,response,human,1.843797
2025-04-23,external,response,lawschool,1.843797
2025-04-23,external,response,risk,1.843797
2025-04-23,external,response,sapec,1.843797
2025-04-23,external,response,tara,1.843797
2025-04-23,external,response,coins,1.163306
2025-04-23,external,response,math,1.163306
2025-04-23,external,response,otsuka,1.163306
2025-04-23,external,response,prc,1.163306
2025-04-23,external,response,ap-graduate,0.000000
2025-04-23,external,response,ccr,0.000000
2025-04-23,external,response,conservation,0.000000
2025-04-23,external,response,diversity,0.000000
2025-04-23,external,response,edu,0.000000
2025-04-23,external,response,eme,0.000000
2025-04-23,external,response,geijutsu,0.000000
2025-04-23,external,response,hosp,0.000000
2025-04-23,external,response,ied,0.000000
2025-04-23,external,response,intersc,0.000000
2025-04-23,external,response,klis,0.000000
2025-04-23,external,response,kokusai,0.000000
2025-04-23,external,response,sanrenhonbu,0.000000
2025-04-23,external,response,shimoda,0.000000
2025-04-23,external,response,sie,0.000000
2025-04-23,external,response,stb,0.000000
2025-04-23,external,response,suiri,0.000000
2025-04-23,external,response,t-pirc,0.000000
2025-04-23,external,response,wpi-iiis,0.000000
2025-04-23,external,response,zdk,0.000000
