date,network_type,analysis_type,subdomain,magnitude
2025-04-29,internal,response,cc,9.987513
2025-04-29,internal,response,manaba,8.238213
2025-04-29,internal,response,account,8.135414
2025-04-29,internal,response,tulips,6.377021
2025-04-29,internal,response,twins,6.346835
2025-04-29,internal,response,u,5.943041
2025-04-29,internal,response,www,5.837456
2025-04-29,internal,response,ecloud,5.723279
2025-04-29,internal,response,sec,5.068326
2025-04-29,internal,response,kdb,4.460753
2025-04-29,internal,response,stb,4.132849
2025-04-29,internal,response,lawschool,3.487844
2025-04-29,internal,response,atmnb,3.231935
2025-04-29,internal,response,md,3.084050
2025-04-29,internal,response,trios,3.084050
2025-04-29,internal,response,cs,2.918728
2025-04-29,internal,response,life,2.731302
2025-04-29,internal,response,cegloc,2.514934
2025-04-29,internal,response,histanth,2.514934
2025-04-29,internal,response,otsuka,2.514934
2025-04-29,internal,response,sk,2.259026
2025-04-29,internal,response,ap-graduate,1.945819
2025-04-29,internal,response,coins,1.945819
2025-04-29,internal,response,envr,1.945819
2025-04-29,internal,response,taiiku,1.945819
2025-04-29,internal,response,utos,1.945819
2025-04-29,internal,response,zdk,1.945819
2025-04-29,internal,response,anzenkanri,1.542025
2025-04-29,internal,response,ccs,1.542025
2025-04-29,internal,response,chem,1.542025
2025-04-29,internal,response,geoenv,1.542025
2025-04-29,internal,response,hass,1.542025
2025-04-29,internal,response,human,1.542025
2025-04-29,internal,response,math,1.542025
2025-04-29,internal,response,s,1.542025
2025-04-29,internal,response,sie,1.542025
2025-04-29,internal,response,slis,1.542025
2025-04-29,internal,response,tsa,1.542025
2025-04-29,internal,response,un,1.542025
2025-04-29,internal,response,chs,0.972909
2025-04-29,internal,response,geijutsu,0.972909
2025-04-29,internal,response,geo,0.972909
2025-04-29,internal,response,gsbs,0.972909
2025-04-29,internal,response,iit,0.972909
2025-04-29,internal,response,imis,0.972909
2025-04-29,internal,response,kz,0.972909
2025-04-29,internal,response,lingua,0.972909
2025-04-29,internal,response,ac,0.000000
2025-04-29,internal,response,biol,0.000000
2025-04-29,internal,response,bres,0.000000
2025-04-29,internal,response,dac,0.000000
2025-04-29,internal,response,dpipe,0.000000
2025-04-29,internal,response,earth,0.000000
2025-04-29,internal,response,education,0.000000
2025-04-29,internal,response,fair,0.000000
2025-04-29,internal,response,hibun,0.000000
2025-04-29,internal,response,hokekan,0.000000
2025-04-29,internal,response,icrhs,0.000000
2025-04-29,internal,response,japan,0.000000
2025-04-29,internal,response,japanese,0.000000
2025-04-29,internal,response,jinbun,0.000000
2025-04-29,internal,response,kokusai,0.000000
2025-04-29,internal,response,mics,0.000000
2025-04-29,internal,response,modernlc,0.000000
2025-04-29,internal,response,oii,0.000000
2025-04-29,internal,response,person,0.000000
2025-04-29,internal,response,physics,0.000000
2025-04-29,internal,response,prc,0.000000
2025-04-29,internal,response,projects,0.000000
2025-04-29,internal,response,sapec,0.000000
2025-04-29,internal,response,sse,0.000000
2025-04-29,internal,response,t-pirc,0.000000
