date,network_type,analysis_type,subdomain,magnitude
2025-04-03,internal,response,cc,9.951726
2025-04-03,internal,response,account,6.360083
2025-04-03,internal,response,sec,6.360083
2025-04-03,internal,response,manaba,6.321550
2025-04-03,internal,response,www,6.321550
2025-04-03,internal,response,twins,6.241301
2025-04-03,internal,response,u,5.605794
2025-04-03,internal,response,un,5.540709
2025-04-03,internal,response,tulips,5.163202
2025-04-03,internal,response,kdb,5.074437
2025-04-03,internal,response,utos,4.712991
2025-04-03,internal,response,ecloud,3.864037
2025-04-03,internal,response,fair,3.510934
2025-04-03,internal,response,pas,3.510934
2025-04-03,internal,response,trios,3.510934
2025-04-03,internal,response,human,3.217117
2025-04-03,internal,response,iit,3.217117
2025-04-03,internal,response,lawschool,3.217117
2025-04-03,internal,response,md,3.217117
2025-04-03,internal,response,ims,2.356496
2025-04-03,internal,response,oii,2.356496
2025-04-03,internal,response,sk,2.356496
2025-04-03,internal,response,ccs,2.029775
2025-04-03,internal,response,otsuka,2.029775
2025-04-03,internal,response,sanrenhonbu,2.029775
2025-04-03,internal,response,sapec,2.029775
2025-04-03,internal,response,ap-graduate,1.608559
2025-04-03,internal,response,cs,1.608559
2025-04-03,internal,response,hokekan,1.608559
2025-04-03,internal,response,lingua,1.608559
2025-04-03,internal,response,mast,1.608559
2025-04-03,internal,response,slis,1.608559
2025-04-03,internal,response,stb,1.608559
2025-04-03,internal,response,taiiku,1.608559
2025-04-03,internal,response,biol,1.014887
2025-04-03,internal,response,bres,1.014887
2025-04-03,internal,response,cegloc,1.014887
2025-04-03,internal,response,chem,1.014887
2025-04-03,internal,response,diversity,1.014887
2025-04-03,internal,response,edu,1.014887
2025-04-03,internal,response,envr,1.014887
2025-04-03,internal,response,geoenv,1.014887
2025-04-03,internal,response,gsbs,1.014887
2025-04-03,internal,response,klis,1.014887
2025-04-03,internal,response,kz,1.014887
2025-04-03,internal,response,life,1.014887
2025-04-03,internal,response,oyoriko,1.014887
2025-04-03,internal,response,person,1.014887
2025-04-03,internal,response,s,1.014887
2025-04-03,internal,response,chs,0.000000
2025-04-03,internal,response,coi-sec,0.000000
2025-04-03,internal,response,coins,0.000000
2025-04-03,internal,response,conservation,0.000000
2025-04-03,internal,response,dac,0.000000
2025-04-03,internal,response,earth,0.000000
2025-04-03,internal,response,esys,0.000000
2025-04-03,internal,response,high-s,0.000000
2025-04-03,internal,response,histanth,0.000000
2025-04-03,internal,response,kansei,0.000000
2025-04-03,internal,response,kyoikusuishin,0.000000
2025-04-03,internal,response,mics,0.000000
2025-04-03,internal,response,neurosci,0.000000
2025-04-03,internal,response,osi,0.000000
2025-04-03,internal,response,prc,0.000000
2025-04-03,internal,response,shakai,0.000000
2025-04-03,internal,response,shimoda,0.000000
2025-04-03,internal,response,sie,0.000000
2025-04-03,internal,response,soc-int,0.000000
2025-04-03,internal,response,sse,0.000000
2025-04-03,internal,response,t-pirc,0.000000
2025-04-03,internal,response,tara,0.000000
2025-04-03,internal,response,tessa,0.000000
2025-04-03,internal,response,tsa,0.000000
2025-04-03,internal,response,wpi-iiis,0.000000
