date,network_type,analysis_type,subdomain,magnitude
2025-04-30,external,response,manaba,8.859787
2025-04-30,external,response,account,8.705705
2025-04-30,external,response,cc,8.610285
2025-04-30,external,response,twins,6.759221
2025-04-30,external,response,u,6.422068
2025-04-30,external,response,www,6.396765
2025-04-30,external,response,atmnb,6.344892
2025-04-30,external,response,sec,6.178011
2025-04-30,external,response,kdb,5.660301
2025-04-30,external,response,ecloud,5.440775
2025-04-30,external,response,tulips,5.392892
2025-04-30,external,response,ccs,5.343489
2025-04-30,external,response,utos,5.069793
2025-04-30,external,response,cs,4.661538
2025-04-30,external,response,trios,4.497591
2025-04-30,external,response,pas,4.213888
2025-04-30,external,response,chem,4.106531
2025-04-30,external,response,sk,3.866663
2025-04-30,external,response,iit,3.582960
2025-04-30,external,response,md,3.235735
2025-04-30,external,response,un,3.235735
2025-04-30,external,response,cegloc,2.788085
2025-04-30,external,response,esys,2.788085
2025-04-30,external,response,ims,2.788085
2025-04-30,external,response,tara,2.788085
2025-04-30,external,response,ap-graduate,2.504382
2025-04-30,external,response,coins,2.504382
2025-04-30,external,response,geijutsu,2.504382
2025-04-30,external,response,kokusai,2.504382
2025-04-30,external,response,ph,2.504382
2025-04-30,external,response,prc,2.504382
2025-04-30,external,response,fair,2.157157
2025-04-30,external,response,hokekan,2.157157
2025-04-30,external,response,human,2.157157
2025-04-30,external,response,kz,2.157157
2025-04-30,external,response,sie,2.157157
2025-04-30,external,response,taiiku,2.157157
2025-04-30,external,response,tsa,2.157157
2025-04-30,external,response,anzenkanri,1.709506
2025-04-30,external,response,biol,1.709506
2025-04-30,external,response,bk,1.709506
2025-04-30,external,response,envr,1.709506
2025-04-30,external,response,life,1.709506
2025-04-30,external,response,math,1.709506
2025-04-30,external,response,sanrenhonbu,1.709506
2025-04-30,external,response,bres,1.078578
2025-04-30,external,response,edu,1.078578
2025-04-30,external,response,ied,1.078578
2025-04-30,external,response,japan,1.078578
2025-04-30,external,response,klis,1.078578
2025-04-30,external,response,oii,1.078578
2025-04-30,external,response,otsuka,1.078578
2025-04-30,external,response,px,1.078578
2025-04-30,external,response,risk,1.078578
2025-04-30,external,response,s,1.078578
2025-04-30,external,response,sapec,1.078578
2025-04-30,external,response,shimoda,1.078578
2025-04-30,external,response,slis,1.078578
2025-04-30,external,response,stb,1.078578
2025-04-30,external,response,ac,0.000000
2025-04-30,external,response,cryo,0.000000
2025-04-30,external,response,dac,0.000000
2025-04-30,external,response,emp,0.000000
2025-04-30,external,response,geo,0.000000
2025-04-30,external,response,geoenv,0.000000
2025-04-30,external,response,geol,0.000000
2025-04-30,external,response,geosci,0.000000
2025-04-30,external,response,gfest,0.000000
2025-04-30,external,response,global,0.000000
2025-04-30,external,response,hass,0.000000
2025-04-30,external,response,imis,0.000000
2025-04-30,external,response,jinsha,0.000000
2025-04-30,external,response,jp-ex,0.000000
2025-04-30,external,response,mountain-studies,0.000000
2025-04-30,external,response,msc,0.000000
2025-04-30,external,response,person,0.000000
2025-04-30,external,response,scs,0.000000
2025-04-30,external,response,shakai,0.000000
2025-04-30,external,response,soc-int,0.000000
2025-04-30,external,response,tems,0.000000
2025-04-30,external,response,trems,0.000000
2025-04-30,external,response,zdk,0.000000
