date,network_type,analysis_type,subdomain,magnitude
2025-04-29,other,response,cc,9.344229
2025-04-29,other,response,account,8.452132
2025-04-29,other,response,manaba,8.445757
2025-04-29,other,response,u,7.696228
2025-04-29,other,response,sec,7.238283
2025-04-29,other,response,twins,7.111859
2025-04-29,other,response,www,6.976501
2025-04-29,other,response,tulips,6.935009
2025-04-29,other,response,ecloud,6.421948
2025-04-29,other,response,md,6.159208
2025-04-29,other,response,utos,5.959275
2025-04-29,other,response,un,5.876850
2025-04-29,other,response,cs,5.721714
2025-04-29,other,response,kdb,5.621576
2025-04-29,other,response,fair,5.496500
2025-04-29,other,response,slis,5.393847
2025-04-29,other,response,trios,5.137943
2025-04-29,other,response,taiiku,5.047521
2025-04-29,other,response,sk,4.999766
2025-04-29,other,response,pas,4.950138
2025-04-29,other,response,stb,4.950138
2025-04-29,other,response,iit,4.699025
2025-04-29,other,response,ccs,4.667779
2025-04-29,other,response,esys,4.667779
2025-04-29,other,response,human,4.569130
2025-04-29,other,response,chem,4.462134
2025-04-29,other,response,kz,4.462134
2025-04-29,other,response,ap-graduate,4.345248
2025-04-29,other,response,s,4.216455
2025-04-29,other,response,hokekan,4.122682
2025-04-29,other,response,hosp,4.122682
2025-04-29,other,response,sie,4.122682
2025-04-29,other,response,coins,4.073053
2025-04-29,other,response,risk,4.073053
2025-04-29,other,response,geijutsu,4.021399
2025-04-29,other,response,ims,3.852433
2025-04-29,other,response,tara,3.852433
2025-04-29,other,response,zdk,3.852433
2025-04-29,other,response,prc,3.790695
2025-04-29,other,response,sapec,3.790695
2025-04-29,other,response,biol,3.657376
2025-04-29,other,response,bk,3.657376
2025-04-29,other,response,otsuka,3.657376
2025-04-29,other,response,shimoda,3.657376
2025-04-29,other,response,alumni,3.508337
2025-04-29,other,response,atmnb,3.508337
2025-04-29,other,response,tsa,3.508337
2025-04-29,other,response,anzenkanri,3.426672
2025-04-29,other,response,geoenv,3.339371
2025-04-29,other,response,klis,3.339371
2025-04-29,other,response,life,3.339371
2025-04-29,other,response,person,3.339371
2025-04-29,other,response,ph,3.339371
2025-04-29,other,response,cegloc,3.245598
2025-04-29,other,response,gsbs,3.245598
2025-04-29,other,response,lawschool,3.245598
2025-04-29,other,response,math,3.245598
2025-04-29,other,response,ied,3.034213
2025-04-29,other,response,informatics,3.034213
2025-04-29,other,response,wpi-iiis,3.034213
2025-04-29,other,response,ac,2.913611
2025-04-29,other,response,envr,2.913611
2025-04-29,other,response,hass,2.780291
2025-04-29,other,response,pmrc,2.780291
2025-04-29,other,response,oii,2.631253
2025-04-29,other,response,t-act,2.631253
2025-04-29,other,response,diversity,2.462287
2025-04-29,other,response,is,2.462287
2025-04-29,other,response,nsfb,2.462287
2025-04-29,other,response,phd-humanics,2.462287
2025-04-29,other,response,px,2.267230
2025-04-29,other,response,scs,2.267230
2025-04-29,other,response,bres,2.036527
2025-04-29,other,response,deaf-s,2.036527
2025-04-29,other,response,geol,2.036527
2025-04-29,other,response,heritage,2.036527
2025-04-29,other,response,mast,2.036527
2025-04-29,other,response,msc,2.036527
2025-04-29,other,response,sanrenhonbu,2.036527
2025-04-29,other,response,t-pirc,2.036527
2025-04-29,other,response,tac,2.036527
2025-04-29,other,response,chemistry,1.754169
2025-04-29,other,response,chs,1.754169
2025-04-29,other,response,criced,1.754169
2025-04-29,other,response,cryo,1.754169
2025-04-29,other,response,dac,1.754169
2025-04-29,other,response,education,1.754169
2025-04-29,other,response,emc,1.754169
2025-04-29,other,response,geo,1.754169
2025-04-29,other,response,histanth,1.754169
2025-04-29,other,response,imis,1.754169
2025-04-29,other,response,japanese,1.754169
2025-04-29,other,response,jinsha,1.754169
2025-04-29,other,response,kokusai,1.754169
2025-04-29,other,response,kurihama,1.754169
2025-04-29,other,response,kyoikusuishin,1.754169
2025-04-29,other,response,logos,1.754169
2025-04-29,other,response,osi,1.754169
2025-04-29,other,response,oyoriko,1.754169
2025-04-29,other,response,are,1.390146
2025-04-29,other,response,edu,1.390146
2025-04-29,other,response,eme,1.390146
2025-04-29,other,response,global,1.390146
2025-04-29,other,response,hcs,1.390146
2025-04-29,other,response,high-s,1.390146
2025-04-29,other,response,jinbun,1.390146
2025-04-29,other,response,kansei,1.390146
2025-04-29,other,response,kiri-s,1.390146
2025-04-29,other,response,mics,1.390146
2025-04-29,other,response,modernlc,1.390146
2025-04-29,other,response,neurosci,1.390146
2025-04-29,other,response,nourin,1.390146
2025-04-29,other,response,ocw,1.390146
2025-04-29,other,response,otsuka-s,1.390146
2025-04-29,other,response,physics,1.390146
2025-04-29,other,response,shakai,1.390146
2025-04-29,other,response,tems,1.390146
2025-04-29,other,response,air,0.877084
2025-04-29,other,response,centers,0.877084
