date,network_type,analysis_type,subdomain,magnitude
2025-04-22,other,response,cc,9.279524
2025-04-22,other,response,manaba,9.066444
2025-04-22,other,response,account,8.773130
2025-04-22,other,response,sec,7.712933
2025-04-22,other,response,twins,7.657627
2025-04-22,other,response,u,7.492270
2025-04-22,other,response,atmnb,7.153107
2025-04-22,other,response,www,7.121097
2025-04-22,other,response,ecloud,6.967509
2025-04-22,other,response,utos,6.867885
2025-04-22,other,response,kdb,6.774572
2025-04-22,other,response,un,6.580272
2025-04-22,other,response,md,6.425422
2025-04-22,other,response,tulips,6.350783
2025-04-22,other,response,fair,6.323237
2025-04-22,other,response,cs,6.131505
2025-04-22,other,response,trios,5.735402
2025-04-22,other,response,sk,5.485097
2025-04-22,other,response,pas,5.214432
2025-04-22,other,response,hokekan,5.151699
2025-04-22,other,response,slis,5.098921
2025-04-22,other,response,taiiku,5.043598
2025-04-22,other,response,coins,4.808552
2025-04-22,other,response,stb,4.718133
2025-04-22,other,response,ims,4.679872
2025-04-22,other,response,chem,4.660253
2025-04-22,other,response,human,4.640292
2025-04-22,other,response,sie,4.556785
2025-04-22,other,response,geijutsu,4.534923
2025-04-22,other,response,iit,4.489908
2025-04-22,other,response,ccs,4.466721
2025-04-22,other,response,esys,4.466721
2025-04-22,other,response,s,4.443056
2025-04-22,other,response,kz,4.418892
2025-04-22,other,response,risk,4.368984
2025-04-22,other,response,otsuka,4.174931
2025-04-22,other,response,ap-graduate,4.144324
2025-04-22,other,response,hosp,4.144324
2025-04-22,other,response,anzenkanri,4.047275
2025-04-22,other,response,bk,3.977695
2025-04-22,other,response,prc,3.941257
2025-04-22,other,response,tara,3.941257
2025-04-22,other,response,biol,3.903623
2025-04-22,other,response,person,3.864714
2025-04-22,other,response,life,3.782699
2025-04-22,other,response,sapec,3.782699
2025-04-22,other,response,klis,3.739383
2025-04-22,other,response,wpi-iiis,3.739383
2025-04-22,other,response,gsbs,3.694369
2025-04-22,other,response,ied,3.694369
2025-04-22,other,response,math,3.694369
2025-04-22,other,response,alumni,3.598670
2025-04-22,other,response,tsa,3.598670
2025-04-22,other,response,cegloc,3.547652
2025-04-22,other,response,ph,3.547652
2025-04-22,other,response,informatics,3.494260
2025-04-22,other,response,ac,3.379392
2025-04-22,other,response,geoenv,3.379392
2025-04-22,other,response,shimoda,3.317338
2025-04-22,other,response,edu,3.108084
2025-04-22,other,response,heritage,3.108084
2025-04-22,other,response,oii,3.108084
2025-04-22,other,response,px,3.108084
2025-04-22,other,response,t-pirc,3.028900
2025-04-22,other,response,education,2.943844
2025-04-22,other,response,sanrenhonbu,2.943844
2025-04-22,other,response,zdk,2.943844
2025-04-22,other,response,geol,2.851978
2025-04-22,other,response,coi-sec,2.752113
2025-04-22,other,response,lawschool,2.752113
2025-04-22,other,response,chs,2.642724
2025-04-22,other,response,envr,2.642724
2025-04-22,other,response,kokusai,2.642724
2025-04-22,other,response,nourin,2.642724
2025-04-22,other,response,bres,2.521799
2025-04-22,other,response,jinsha,2.521799
2025-04-22,other,response,kyoikusuishin,2.521799
2025-04-22,other,response,tac,2.521799
2025-04-22,other,response,air,2.386617
2025-04-22,other,response,pmrc,2.386617
2025-04-22,other,response,tech,2.386617
2025-04-22,other,response,centers,2.233361
2025-04-22,other,response,hass,2.233361
2025-04-22,other,response,kansei,2.233361
2025-04-22,other,response,mast,2.233361
2025-04-22,other,response,ocw,2.233361
2025-04-22,other,response,osi,2.233361
2025-04-22,other,response,oyoriko,2.233361
2025-04-22,other,response,t-act,2.233361
2025-04-22,other,response,cryo,2.056439
2025-04-22,other,response,diversity,2.056439
2025-04-22,other,response,dpipe,2.056439
2025-04-22,other,response,kurihama,2.056439
2025-04-22,other,response,lingua,2.056439
2025-04-22,other,response,logos,2.056439
