date,network_type,analysis_type,subdomain,magnitude
2025-04-16,other,response,manaba,9.503421
2025-04-16,other,response,account,9.433666
2025-04-16,other,response,cc,9.207913
2025-04-16,other,response,twins,8.750109
2025-04-16,other,response,kdb,8.321931
2025-04-16,other,response,www,8.235135
2025-04-16,other,response,sec,8.061457
2025-04-16,other,response,u,8.055048
2025-04-16,other,response,atmnb,7.985769
2025-04-16,other,response,ecloud,7.947844
2025-04-16,other,response,utos,7.378638
2025-04-16,other,response,tulips,7.193204
2025-04-16,other,response,md,7.058409
2025-04-16,other,response,trios,6.856843
2025-04-16,other,response,un,6.756672
2025-04-16,other,response,hokekan,6.686910
2025-04-16,other,response,fair,6.615068
2025-04-16,other,response,cs,6.392416
2025-04-16,other,response,taiiku,5.799789
2025-04-16,other,response,person,5.794202
2025-04-16,other,response,cegloc,5.650810
2025-04-16,other,response,sk,5.644409
2025-04-16,other,response,pas,5.571418
2025-04-16,other,response,human,5.536565
2025-04-16,other,response,slis,5.455755
2025-04-16,other,response,geijutsu,5.401050
2025-04-16,other,response,iit,5.351888
2025-04-16,other,response,esys,5.334999
2025-04-16,other,response,sapec,5.300420
2025-04-16,other,response,ims,5.227813
2025-04-16,other,response,sie,5.227813
2025-04-16,other,response,stb,5.208886
2025-04-16,other,response,ccs,5.199298
2025-04-16,other,response,gsbs,5.109019
2025-04-16,other,response,ap-graduate,5.077197
2025-04-16,other,response,anzenkanri,5.055458
2025-04-16,other,response,kz,5.044425
2025-04-16,other,response,coins,5.010644
2025-04-16,other,response,chem,4.987532
2025-04-16,other,response,risk,4.902579
2025-04-16,other,response,s,4.889888
2025-04-16,other,response,otsuka,4.837603
2025-04-16,other,response,bk,4.810496
2025-04-16,other,response,ac,4.754187
2025-04-16,other,response,biol,4.739647
2025-04-16,other,response,hosp,4.679479
2025-04-16,other,response,math,4.512830
2025-04-16,other,response,tsa,4.476234
2025-04-16,other,response,klis,4.438376
2025-04-16,other,response,life,4.358502
2025-04-16,other,response,informatics,4.272358
2025-04-16,other,response,tara,4.226610
2025-04-16,other,response,wpi-iiis,4.226610
2025-04-16,other,response,education,4.203001
2025-04-16,other,response,sanrenhonbu,4.203001
2025-04-16,other,response,geoenv,4.154203
2025-04-16,other,response,hass,4.154203
2025-04-16,other,response,oii,4.128965
2025-04-16,other,response,prc,4.076680
2025-04-16,other,response,imis,4.021780
2025-04-16,other,response,px,4.021780
2025-04-16,other,response,ph,3.963989
2025-04-16,other,response,ied,3.933911
2025-04-16,other,response,mast,3.902985
2025-04-16,other,response,eme,3.838392
2025-04-16,other,response,edu,3.804611
2025-04-16,other,response,oyoriko,3.804611
2025-04-16,other,response,bres,3.769758
2025-04-16,other,response,geol,3.769758
2025-04-16,other,response,alumni,3.658023
2025-04-16,other,response,t-pirc,3.618100
2025-04-16,other,response,envr,3.576669
2025-04-16,other,response,kokusai,3.488800
2025-04-16,other,response,shimoda,3.488800
2025-04-16,other,response,zdk,3.488800
2025-04-16,other,response,diversity,3.442079
2025-04-16,other,response,japanese,3.442079
2025-04-16,other,response,tech,3.393281
2025-04-16,other,response,chs,3.288651
2025-04-16,other,response,cryo,3.288651
2025-04-16,other,response,japan,3.288651
2025-04-16,other,response,lawschool,3.288651
2025-04-16,other,response,heritage,3.232342
2025-04-16,other,response,kyoikusuishin,3.232342
2025-04-16,other,response,air,3.172989
2025-04-16,other,response,dac,3.110241
2025-04-16,other,response,emp,3.110241
2025-04-16,other,response,jinbun,3.110241
2025-04-16,other,response,jinsha,3.110241
2025-04-16,other,response,lingua,3.110241
2025-04-16,other,response,scs,3.110241
2025-04-16,other,response,chemistry,3.043689
2025-04-16,other,response,tac,3.043689
2025-04-16,other,response,kansei,2.972840
2025-04-16,other,response,logos,2.972840
2025-04-16,other,response,phd-humanics,2.972840
2025-04-16,other,response,pmrc,2.972840
2025-04-16,other,response,are,2.897101
2025-04-16,other,response,histanth,2.897101
2025-04-16,other,response,msc,2.897101
2025-04-16,other,response,osi,2.897101
2025-04-16,other,response,projects,2.897101
2025-04-16,other,response,hibun,2.815747
2025-04-16,other,response,ccr,2.727878
2025-04-16,other,response,dpipe,2.727878
2025-04-16,other,response,global,2.727878
2025-04-16,other,response,nc-bsys,2.727878
2025-04-16,other,response,nourin,2.727878
2025-04-16,other,response,ocw,2.727878
2025-04-16,other,response,t-act,2.727878
2025-04-16,other,response,coi-sec,2.632358
2025-04-16,other,response,kurihama,2.632358
2025-04-16,other,response,tessa,2.632358
2025-04-16,other,response,conservation,2.527729
2025-04-16,other,response,high-s,2.527729
2025-04-16,other,response,tlsi,2.527729
2025-04-16,other,response,centers,2.412066
2025-04-16,other,response,ipp,2.412066
2025-04-16,other,response,is,2.412066
2025-04-16,other,response,modernlc,2.412066
2025-04-16,other,response,nsfb,2.412066
2025-04-16,other,response,opop,2.412066
2025-04-16,other,response,otsuka-s,2.412066
2025-04-16,other,response,press,2.412066
2025-04-16,other,response,geo,2.282767
2025-04-16,other,response,neurosci,2.282767
2025-04-16,other,response,sugadaira,2.282767
2025-04-16,other,response,ut-jinzai-bank,2.282767
2025-04-16,other,response,deaf-s,2.136179
2025-04-16,other,response,earth,2.136179
2025-04-16,other,response,ilc,2.136179
2025-04-16,other,response,kiri-s,2.136179
2025-04-16,other,response,mics,2.136179
2025-04-16,other,response,sse,2.136179
2025-04-16,other,response,tias,2.136179
2025-04-16,other,response,elementary-s,1.966955
2025-04-16,other,response,emc,1.966955
2025-04-16,other,response,f-mirai,1.966955
2025-04-16,other,response,icrhs,1.966955
2025-04-16,other,response,intersc,1.966955
2025-04-16,other,response,physics,1.966955
2025-04-16,other,response,riryou,1.966955
2025-04-16,other,response,tems,1.966955
