date,network_type,analysis_type,subdomain,magnitude
2025-04-28,other,response,manaba,9.444292
2025-04-28,other,response,account,9.380726
2025-04-28,other,response,cc,9.106016
2025-04-28,other,response,u,8.072700
2025-04-28,other,response,twins,8.053818
2025-04-28,other,response,atmnb,8.027320
2025-04-28,other,response,sec,7.991817
2025-04-28,other,response,www,7.796999
2025-04-28,other,response,ecloud,7.790984
2025-04-28,other,response,kdb,7.145784
2025-04-28,other,response,tulips,7.079177
2025-04-28,other,response,utos,6.806051
2025-04-28,other,response,md,6.643593
2025-04-28,other,response,fair,6.632249
2025-04-28,other,response,un,6.570720
2025-04-28,other,response,trios,6.459938
2025-04-28,other,response,cs,6.329421
2025-04-28,other,response,ap-graduate,5.570058
2025-04-28,other,response,pas,5.516932
2025-04-28,other,response,slis,5.501274
2025-04-28,other,response,taiiku,5.452934
2025-04-28,other,response,sk,5.367381
2025-04-28,other,response,iit,5.255187
2025-04-28,other,response,sie,5.215123
2025-04-28,other,response,ccs,5.085464
2025-04-28,other,response,esys,5.085464
2025-04-28,other,response,human,5.085464
2025-04-28,other,response,geijutsu,5.062304
2025-04-28,other,response,risk,5.062304
2025-04-28,other,response,hokekan,4.951662
2025-04-28,other,response,chem,4.925504
2025-04-28,other,response,anzenkanri,4.912191
2025-04-28,other,response,ims,4.898716
2025-04-28,other,response,sapec,4.885076
2025-04-28,other,response,bk,4.843123
2025-04-28,other,response,coins,4.814247
2025-04-28,other,response,kz,4.674134
2025-04-28,other,response,stb,4.513780
2025-04-28,other,response,s,4.474770
2025-04-28,other,response,biol,4.434342
2025-04-28,other,response,hosp,4.413563
2025-04-28,other,response,cegloc,4.392388
2025-04-28,other,response,person,4.326331
2025-04-28,other,response,tsa,4.303409
2025-04-28,other,response,life,4.280005
2025-04-28,other,response,klis,4.206683
2025-04-28,other,response,otsuka,4.206683
2025-04-28,other,response,diversity,4.181127
2025-04-28,other,response,wpi-iiis,4.100732
2025-04-28,other,response,prc,4.072588
2025-04-28,other,response,tara,4.072588
2025-04-28,other,response,ied,4.043712
2025-04-28,other,response,math,4.043712
2025-04-28,other,response,ac,3.952292
2025-04-28,other,response,education,3.952292
2025-04-28,other,response,gsbs,3.952292
2025-04-28,other,response,informatics,3.886882
2025-04-28,other,response,sanrenhonbu,3.780931
2025-04-28,other,response,imis,3.704235
2025-04-28,other,response,oii,3.704235
2025-04-28,other,response,bres,3.621853
2025-04-28,other,response,geoenv,3.621853
2025-04-28,other,response,alumni,3.578254
2025-04-28,other,response,ph,3.578254
2025-04-28,other,response,px,3.578254
2025-04-28,other,response,zdk,3.578254
2025-04-28,other,response,shimoda,3.485563
2025-04-28,other,response,envr,3.436148
2025-04-28,other,response,coi-sec,3.273177
2025-04-28,other,response,tech,3.213073
2025-04-28,other,response,edu,3.149533
2025-04-28,other,response,pmrc,3.149533
2025-04-28,other,response,chs,3.082140
2025-04-28,other,response,are,3.010396
2025-04-28,other,response,cryo,3.010396
2025-04-28,other,response,dac,3.010396
2025-04-28,other,response,hass,3.010396
2025-04-28,other,response,kokusai,3.010396
2025-04-28,other,response,mast,3.010396
2025-04-28,other,response,tac,2.933700
2025-04-28,other,response,eme,2.851318
2025-04-28,other,response,kansei,2.851318
2025-04-28,other,response,oyoriko,2.851318
2025-04-28,other,response,projects,2.851318
2025-04-28,other,response,t-act,2.851318
2025-04-28,other,response,t-pirc,2.851318
