date,network_type,analysis_type,subdomain,magnitude
2025-04-13,external,response,cc,8.360428
2025-04-13,external,response,account,6.836408
2025-04-13,external,response,manaba,6.465532
2025-04-13,external,response,twins,6.327184
2025-04-13,external,response,www,6.179904
2025-04-13,external,response,kdb,6.022458
2025-04-13,external,response,u,5.254612
2025-04-13,external,response,ecloud,5.014174
2025-04-13,external,response,sec,4.088883
2025-04-13,external,response,ccs,3.163592
2025-04-13,external,response,cegloc,3.163592
2025-04-13,external,response,pas,3.163592
2025-04-13,external,response,trios,3.163592
2025-04-13,external,response,tulips,3.163592
2025-04-13,external,response,taiiku,2.507087
2025-04-13,external,response,cs,1.581796
2025-04-13,external,response,hokekan,1.581796
2025-04-13,external,response,iit,1.581796
2025-04-13,external,response,ims,1.581796
2025-04-13,external,response,utos,1.581796
2025-04-13,external,response,ac,0.000000
2025-04-13,external,response,biol,0.000000
2025-04-13,external,response,bres,0.000000
2025-04-13,external,response,chem,0.000000
2025-04-13,external,response,chs,0.000000
2025-04-13,external,response,coins,0.000000
2025-04-13,external,response,dac,0.000000
2025-04-13,external,response,diversity,0.000000
2025-04-13,external,response,education,0.000000
2025-04-13,external,response,envr,0.000000
2025-04-13,external,response,gsbs,0.000000
2025-04-13,external,response,hass,0.000000
2025-04-13,external,response,human,0.000000
2025-04-13,external,response,informatics,0.000000
2025-04-13,external,response,klis,0.000000
2025-04-13,external,response,kyoikusuishin,0.000000
2025-04-13,external,response,kz,0.000000
2025-04-13,external,response,life,0.000000
2025-04-13,external,response,math,0.000000
2025-04-13,external,response,md,0.000000
2025-04-13,external,response,ph,0.000000
2025-04-13,external,response,rccp,0.000000
2025-04-13,external,response,risk,0.000000
2025-04-13,external,response,sie,0.000000
2025-04-13,external,response,sk,0.000000
