date,network_type,analysis_type,subdomain,magnitude
2025-04-02,internal,response,cc,9.875347
2025-04-02,internal,response,sec,6.263679
2025-04-02,internal,response,account,6.139879
2025-04-02,internal,response,www,6.005531
2025-04-02,internal,response,twins,5.896686
2025-04-02,internal,response,manaba,5.738790
2025-04-02,internal,response,u,5.013815
2025-04-02,internal,response,un,4.645256
2025-04-02,internal,response,kdb,4.374138
2025-04-02,internal,response,utos,4.374138
2025-04-02,internal,response,tulips,4.046559
2025-04-02,internal,response,ecloud,3.280604
2025-04-02,internal,response,fair,2.826746
2025-04-02,internal,response,lawschool,2.826746
2025-04-02,internal,response,trios,2.826746
2025-04-02,internal,response,md,2.539109
2025-04-02,internal,response,chem,2.187069
2025-04-02,internal,response,cs,2.187069
2025-04-02,internal,response,human,2.187069
2025-04-02,internal,response,edu,1.733211
2025-04-02,internal,response,envr,1.733211
2025-04-02,internal,response,iit,1.733211
2025-04-02,internal,response,sie,1.733211
2025-04-02,internal,response,stb,1.733211
2025-04-02,internal,response,anzenkanri,1.093535
2025-04-02,internal,response,cegloc,1.093535
2025-04-02,internal,response,coins,1.093535
2025-04-02,internal,response,dac,1.093535
2025-04-02,internal,response,gsbs,1.093535
2025-04-02,internal,response,life,1.093535
2025-04-02,internal,response,osi,1.093535
2025-04-02,internal,response,otsuka,1.093535
2025-04-02,internal,response,pas,1.093535
2025-04-02,internal,response,prc,1.093535
2025-04-02,internal,response,px,1.093535
2025-04-02,internal,response,sanrenhonbu,1.093535
2025-04-02,internal,response,sk,1.093535
2025-04-02,internal,response,t-pirc,1.093535
2025-04-02,internal,response,taiiku,1.093535
2025-04-02,internal,response,ap-graduate,0.000000
2025-04-02,internal,response,bres,0.000000
2025-04-02,internal,response,ccs,0.000000
2025-04-02,internal,response,chemistry,0.000000
2025-04-02,internal,response,diversity,0.000000
2025-04-02,internal,response,geijutsu,0.000000
2025-04-02,internal,response,hibun,0.000000
2025-04-02,internal,response,hosp,0.000000
2025-04-02,internal,response,informatics,0.000000
2025-04-02,internal,response,jinbun,0.000000
2025-04-02,internal,response,lingua,0.000000
2025-04-02,internal,response,nourin,0.000000
2025-04-02,internal,response,otsuka-s,0.000000
2025-04-02,internal,response,person,0.000000
2025-04-02,internal,response,pmrc,0.000000
2025-04-02,internal,response,shimoda,0.000000
2025-04-02,internal,response,slis,0.000000
2025-04-02,internal,response,tias,0.000000
