date,network_type,analysis_type,subdomain,magnitude
2025-04-07,external,response,cc,8.834002
2025-04-07,external,response,manaba,7.182436
2025-04-07,external,response,account,6.794209
2025-04-07,external,response,twins,6.462791
2025-04-07,external,response,u,6.462791
2025-04-07,external,response,www,6.242185
2025-04-07,external,response,sec,5.922457
2025-04-07,external,response,kdb,5.150119
2025-04-07,external,response,cs,4.797189
2025-04-07,external,response,utos,4.797189
2025-04-07,external,response,ccs,4.662478
2025-04-07,external,response,ecloud,4.358812
2025-04-07,external,response,iit,3.537209
2025-04-07,external,response,sk,3.537209
2025-04-07,external,response,hokekan,3.256999
2025-04-07,external,response,trios,3.256999
2025-04-07,external,response,un,3.256999
2025-04-07,external,response,md,2.925581
2025-04-07,external,response,pas,2.925581
2025-04-07,external,response,chem,2.519959
2025-04-07,external,response,prc,2.519959
2025-04-07,external,response,anzenkanri,1.997020
2025-04-07,external,response,geijutsu,1.997020
2025-04-07,external,response,hosp,1.997020
2025-04-07,external,response,risk,1.997020
2025-04-07,external,response,sapec,1.997020
2025-04-07,external,response,tulips,1.997020
2025-04-07,external,response,gsbs,1.259979
2025-04-07,external,response,ims,1.259979
2025-04-07,external,response,math,1.259979
2025-04-07,external,response,ph,1.259979
2025-04-07,external,response,s,1.259979
2025-04-07,external,response,shimoda,1.259979
2025-04-07,external,response,taiiku,1.259979
2025-04-07,external,response,ap-graduate,0.000000
2025-04-07,external,response,archives,0.000000
2025-04-07,external,response,atmnb,0.000000
2025-04-07,external,response,biol,0.000000
2025-04-07,external,response,cegloc,0.000000
2025-04-07,external,response,coins,0.000000
2025-04-07,external,response,dac,0.000000
2025-04-07,external,response,diversity,0.000000
2025-04-07,external,response,edu,0.000000
2025-04-07,external,response,eme,0.000000
2025-04-07,external,response,envr,0.000000
2025-04-07,external,response,esys,0.000000
2025-04-07,external,response,fair,0.000000
2025-04-07,external,response,geoenv,0.000000
2025-04-07,external,response,hass,0.000000
2025-04-07,external,response,human,0.000000
2025-04-07,external,response,japan,0.000000
2025-04-07,external,response,japanese,0.000000
2025-04-07,external,response,kokusai,0.000000
2025-04-07,external,response,life,0.000000
2025-04-07,external,response,opop,0.000000
2025-04-07,external,response,osi,0.000000
2025-04-07,external,response,otsuka,0.000000
2025-04-07,external,response,person,0.000000
2025-04-07,external,response,sie,0.000000
2025-04-07,external,response,slis,0.000000
2025-04-07,external,response,tara,0.000000
