date,network_type,analysis_type,subdomain,magnitude
2025-04-14,external,response,manaba,8.959211
2025-04-14,external,response,account,8.675969
2025-04-14,external,response,cc,8.499982
2025-04-14,external,response,twins,8.119628
2025-04-14,external,response,kdb,7.535732
2025-04-14,external,response,www,7.182122
2025-04-14,external,response,ecloud,6.663150
2025-04-14,external,response,u,6.622780
2025-04-14,external,response,atmnb,6.516949
2025-04-14,external,response,sec,5.969830
2025-04-14,external,response,tulips,5.267540
2025-04-14,external,response,hokekan,5.165240
2025-04-14,external,response,trios,4.997734
2025-04-14,external,response,ccs,4.595282
2025-04-14,external,response,cs,4.433665
2025-04-14,external,response,utos,4.252993
2025-04-14,external,response,pas,3.934486
2025-04-14,external,response,cegloc,3.811705
2025-04-14,external,response,iit,3.532034
2025-04-14,external,response,sapec,3.370417
2025-04-14,external,response,sk,3.370417
2025-04-14,external,response,coins,3.189745
2025-04-14,external,response,ims,3.189745
2025-04-14,external,response,un,3.189745
2025-04-14,external,response,chem,2.984915
2025-04-14,external,response,fair,2.748457
2025-04-14,external,response,gsbs,2.748457
2025-04-14,external,response,ph,2.748457
2025-04-14,external,response,sie,2.748457
2025-04-14,external,response,anzenkanri,2.468786
2025-04-14,external,response,esys,2.468786
2025-04-14,external,response,klis,2.468786
2025-04-14,external,response,kokusai,2.468786
2025-04-14,external,response,risk,2.468786
2025-04-14,external,response,stb,2.468786
2025-04-14,external,response,taiiku,2.468786
2025-04-14,external,response,tara,2.468786
2025-04-14,external,response,bk,2.126496
2025-04-14,external,response,hass,2.126496
2025-04-14,external,response,ied,2.126496
2025-04-14,external,response,md,2.126496
2025-04-14,external,response,prc,2.126496
2025-04-14,external,response,ac,1.685209
2025-04-14,external,response,biol,1.685209
2025-04-14,external,response,envr,1.685209
2025-04-14,external,response,s,1.685209
2025-04-14,external,response,ap-graduate,1.063248
2025-04-14,external,response,dpipe,1.063248
2025-04-14,external,response,geijutsu,1.063248
2025-04-14,external,response,geoenv,1.063248
2025-04-14,external,response,histanth,1.063248
2025-04-14,external,response,imis,1.063248
2025-04-14,external,response,ipp,1.063248
2025-04-14,external,response,japanese,1.063248
2025-04-14,external,response,kz,1.063248
2025-04-14,external,response,math,1.063248
2025-04-14,external,response,sanrenhonbu,1.063248
2025-04-14,external,response,suiri,1.063248
2025-04-14,external,response,tsa,1.063248
2025-04-14,external,response,zdk,1.063248
2025-04-14,external,response,bres,0.000000
2025-04-14,external,response,cj,0.000000
2025-04-14,external,response,coi-sec,0.000000
2025-04-14,external,response,conservation,0.000000
2025-04-14,external,response,diversity,0.000000
2025-04-14,external,response,edu,0.000000
2025-04-14,external,response,geol,0.000000
2025-04-14,external,response,geosci,0.000000
2025-04-14,external,response,global,0.000000
2025-04-14,external,response,human,0.000000
2025-04-14,external,response,informatics,0.000000
2025-04-14,external,response,intersc,0.000000
2025-04-14,external,response,kokuren,0.000000
2025-04-14,external,response,lawschool,0.000000
2025-04-14,external,response,life,0.000000
2025-04-14,external,response,lingua,0.000000
2025-04-14,external,response,mast,0.000000
2025-04-14,external,response,mountain-studies,0.000000
2025-04-14,external,response,oii,0.000000
2025-04-14,external,response,opop,0.000000
2025-04-14,external,response,otsuka,0.000000
2025-04-14,external,response,person,0.000000
2025-04-14,external,response,scs,0.000000
2025-04-14,external,response,shimoda,0.000000
2025-04-14,external,response,slis,0.000000
2025-04-14,external,response,soc-int,0.000000
2025-04-14,external,response,souki,0.000000
2025-04-14,external,response,t-pirc,0.000000
2025-04-14,external,response,tac,0.000000
2025-04-14,external,response,tlsi,0.000000
2025-04-14,external,response,ut-jinzai-bank,0.000000
2025-04-14,external,response,wpi-iiis,0.000000
