date,network_type,analysis_type,subdomain,magnitude
2025-04-06,other,response,cc,9.520277
2025-04-06,other,response,u,7.610323
2025-04-06,other,response,account,7.417432
2025-04-06,other,response,twins,7.213598
2025-04-06,other,response,www,7.163038
2025-04-06,other,response,manaba,7.128220
2025-04-06,other,response,sec,6.757102
2025-04-06,other,response,tulips,6.470949
2025-04-06,other,response,kdb,6.261429
2025-04-06,other,response,un,6.052692
2025-04-06,other,response,utos,5.984428
2025-04-06,other,response,cs,5.651393
2025-04-06,other,response,md,5.577165
2025-04-06,other,response,ecloud,5.518613
2025-04-06,other,response,trios,5.302193
2025-04-06,other,response,pas,5.204578
2025-04-06,other,response,slis,5.179001
2025-04-06,other,response,fair,4.891517
2025-04-06,other,response,taiiku,4.791428
2025-04-06,other,response,sk,4.683104
2025-04-06,other,response,esys,4.644922
2025-04-06,other,response,human,4.565067
2025-04-06,other,response,hokekan,4.523248
2025-04-06,other,response,iit,4.480057
2025-04-06,other,response,chem,4.435402
2025-04-06,other,response,stb,4.435402
2025-04-06,other,response,geijutsu,4.341276
2025-04-06,other,response,s,4.341276
2025-04-06,other,response,kz,4.239903
2025-04-06,other,response,risk,4.130073
2025-04-06,other,response,sapec,4.130073
2025-04-06,other,response,ccs,4.071521
2025-04-06,other,response,ims,4.010245
2025-04-06,other,response,otsuka,3.878415
2025-04-06,other,response,tara,3.878415
2025-04-06,other,response,zdk,3.878415
2025-04-06,other,response,alumni,3.731909
2025-04-06,other,response,bk,3.731909
2025-04-06,other,response,ap-graduate,3.476166
2025-04-06,other,response,prc,3.476166
2025-04-06,other,response,wpi-iiis,3.476166
2025-04-06,other,response,hosp,3.378551
2025-04-06,other,response,sie,3.378551
2025-04-06,other,response,tsa,3.378551
2025-04-06,other,response,biol,3.158508
2025-04-06,other,response,coins,3.158508
2025-04-06,other,response,klis,3.158508
2025-04-06,other,response,math,3.158508
2025-04-06,other,response,anzenkanri,3.032965
2025-04-06,other,response,ied,3.032965
2025-04-06,other,response,informatics,3.032965
2025-04-06,other,response,life,3.032965
2025-04-06,other,response,person,3.032965
2025-04-06,other,response,cegloc,2.894184
2025-04-06,other,response,geoenv,2.894184
2025-04-06,other,response,gsbs,2.894184
2025-04-06,other,response,pmrc,2.894184
2025-04-06,other,response,lawschool,2.739040
2025-04-06,other,response,shimoda,2.739040
2025-04-06,other,response,ac,2.563153
2025-04-06,other,response,edu,2.563153
2025-04-06,other,response,jinsha,2.563153
2025-04-06,other,response,mast,2.563153
2025-04-06,other,response,nsfb,2.563153
2025-04-06,other,response,diversity,2.360106
2025-04-06,other,response,education,2.360106
2025-04-06,other,response,hass,2.360106
2025-04-06,other,response,imis,2.360106
2025-04-06,other,response,is,2.360106
2025-04-06,other,response,kokusai,2.360106
2025-04-06,other,response,oyoriko,2.360106
2025-04-06,other,response,eme,2.119952
2025-04-06,other,response,msc,2.119952
2025-04-06,other,response,nourin,2.119952
2025-04-06,other,response,oii,2.119952
2025-04-06,other,response,ph,2.119952
2025-04-06,other,response,bres,1.826027
2025-04-06,other,response,deaf-s,1.826027
2025-04-06,other,response,emc,1.826027
2025-04-06,other,response,envr,1.826027
2025-04-06,other,response,geo,1.826027
2025-04-06,other,response,geol,1.826027
2025-04-06,other,response,high-s,1.826027
2025-04-06,other,response,intersc,1.826027
2025-04-06,other,response,jinbun,1.826027
2025-04-06,other,response,kurihama,1.826027
2025-04-06,other,response,kyoikusuishin,1.826027
2025-04-06,other,response,tac,1.826027
2025-04-06,other,response,tias,1.826027
2025-04-06,other,response,archives,1.447092
2025-04-06,other,response,chemistry,1.447092
2025-04-06,other,response,chs,1.447092
2025-04-06,other,response,coi-sec,1.447092
2025-04-06,other,response,dpipe,1.447092
2025-04-06,other,response,elementary-s,1.447092
2025-04-06,other,response,f-mirai,1.447092
2025-04-06,other,response,heritage,1.447092
2025-04-06,other,response,hibun,1.447092
2025-04-06,other,response,histanth,1.447092
2025-04-06,other,response,kansei,1.447092
2025-04-06,other,response,kiri-s,1.447092
2025-04-06,other,response,logos,1.447092
2025-04-06,other,response,neurosci,1.447092
2025-04-06,other,response,osi,1.447092
2025-04-06,other,response,otsuka-s,1.447092
2025-04-06,other,response,phd-humanics,1.447092
2025-04-06,other,response,projects,1.447092
2025-04-06,other,response,scs,1.447092
2025-04-06,other,response,souki,1.447092
2025-04-06,other,response,t-act,1.447092
2025-04-06,other,response,t-pirc,1.447092
2025-04-06,other,response,bpgi,0.913013
2025-04-06,other,response,criced,0.913013
2025-04-06,other,response,earth,0.913013
2025-04-06,other,response,emp,0.913013
2025-04-06,other,response,hcph,0.913013
2025-04-06,other,response,hcs,0.913013
2025-04-06,other,response,icrhs,0.913013
2025-04-06,other,response,inf,0.913013
2025-04-06,other,response,ipp,0.913013
2025-04-06,other,response,japanese,0.913013
2025-04-06,other,response,komaba-s,0.913013
2025-04-06,other,response,kou-c,0.913013
2025-04-06,other,response,press,0.913013
2025-04-06,other,response,px,0.913013
2025-04-06,other,response,rdcpm,0.913013
2025-04-06,other,response,sakado-s,0.913013
2025-04-06,other,response,sanrenhonbu,0.913013
2025-04-06,other,response,scpj,0.913013
2025-04-06,other,response,soc-int,0.913013
2025-04-06,other,response,sse,0.913013
2025-04-06,other,response,sugadaira,0.913013
2025-04-06,other,response,tech,0.913013
2025-04-06,other,response,tlsi,0.913013
2025-04-06,other,response,241,0.000000
2025-04-06,other,response,anpi,0.000000
2025-04-06,other,response,are,0.000000
2025-04-06,other,response,arena,0.000000
2025-04-06,other,response,art,0.000000
2025-04-06,other,response,atmnb,0.000000
2025-04-06,other,response,butsuri,0.000000
2025-04-06,other,response,ccr,0.000000
2025-04-06,other,response,centers,0.000000
2025-04-06,other,response,conservation,0.000000
2025-04-06,other,response,cryo,0.000000
2025-04-06,other,response,cybernics,0.000000
2025-04-06,other,response,dac,0.000000
2025-04-06,other,response,gene,0.000000
2025-04-06,other,response,gfest,0.000000
2025-04-06,other,response,global,0.000000
2025-04-06,other,response,hbp,0.000000
2025-04-06,other,response,ilc,0.000000
2025-04-06,other,response,kokuren,0.000000
2025-04-06,other,response,materials,0.000000
2025-04-06,other,response,mics,0.000000
2025-04-06,other,response,modernlc,0.000000
2025-04-06,other,response,mountain-studies,0.000000
2025-04-06,other,response,namagaku,0.000000
