date,network_type,analysis_type,subdomain,magnitude
2025-04-08,other,response,cc,9.444934
2025-04-08,other,response,manaba,8.268886
2025-04-08,other,response,account,8.264269
2025-04-08,other,response,twins,8.261953
2025-04-08,other,response,sec,8.125834
2025-04-08,other,response,www,7.903692
2025-04-08,other,response,u,7.746630
2025-04-08,other,response,kdb,7.386529
2025-04-08,other,response,utos,7.107338
2025-04-08,other,response,un,6.950881
2025-04-08,other,response,ecloud,6.682439
2025-04-08,other,response,fair,6.467859
2025-04-08,other,response,tulips,6.341184
2025-04-08,other,response,cs,6.311768
2025-04-08,other,response,trios,6.166232
2025-04-08,other,response,md,6.038473
2025-04-08,other,response,pas,5.713119
2025-04-08,other,response,hokekan,5.652533
2025-04-08,other,response,sapec,5.588699
2025-04-08,other,response,sk,5.360524
2025-04-08,other,response,cegloc,5.347213
2025-04-08,other,response,taiiku,5.306365
2025-04-08,other,response,slis,5.278334
2025-04-08,other,response,sie,5.159107
2025-04-08,other,response,chem,5.111129
2025-04-08,other,response,ims,5.094698
2025-04-08,other,response,iit,5.078036
2025-04-08,other,response,human,4.916564
2025-04-08,other,response,atmnb,4.897193
2025-04-08,other,response,ccs,4.877502
2025-04-08,other,response,esys,4.816397
2025-04-08,other,response,geijutsu,4.795312
2025-04-08,other,response,kz,4.795312
2025-04-08,other,response,anzenkanri,4.751988
2025-04-08,other,response,s,4.707029
2025-04-08,other,response,stb,4.683897
2025-04-08,other,response,coins,4.611676
2025-04-08,other,response,otsuka,4.611676
2025-04-08,other,response,gsbs,4.586596
2025-04-08,other,response,risk,4.560976
2025-04-08,other,response,hosp,4.364320
2025-04-08,other,response,bk,4.235407
2025-04-08,other,response,tara,4.235407
2025-04-08,other,response,person,4.165312
2025-04-08,other,response,math,4.128654
2025-04-08,other,response,wpi-iiis,4.051771
2025-04-08,other,response,ap-graduate,4.011385
2025-04-08,other,response,informatics,4.011385
2025-04-08,other,response,oii,4.011385
2025-04-08,other,response,ied,3.969581
2025-04-08,other,response,prc,3.969581
2025-04-08,other,response,biol,3.881298
2025-04-08,other,response,klis,3.735245
2025-04-08,other,response,alumni,3.626872
2025-04-08,other,response,geoenv,3.568749
2025-04-08,other,response,lawschool,3.568749
2025-04-08,other,response,edu,3.507645
2025-04-08,other,response,ph,3.507645
2025-04-08,other,response,sanrenhonbu,3.507645
2025-04-08,other,response,hass,3.443236
2025-04-08,other,response,shimoda,3.443236
2025-04-08,other,response,imis,3.375144
2025-04-08,other,response,zdk,3.375144
2025-04-08,other,response,life,3.302924
2025-04-08,other,response,eme,3.226040
2025-04-08,other,response,japanese,3.226040
2025-04-08,other,response,px,3.226040
2025-04-08,other,response,t-pirc,3.226040
2025-04-08,other,response,ac,3.143851
2025-04-08,other,response,education,3.143851
2025-04-08,other,response,heritage,3.055567
2025-04-08,other,response,jinsha,3.055567
2025-04-08,other,response,pmrc,3.055567
2025-04-08,other,response,air,2.960214
2025-04-08,other,response,envr,2.960214
2025-04-08,other,response,oyoriko,2.960214
2025-04-08,other,response,bres,2.856560
2025-04-08,other,response,dac,2.856560
2025-04-08,other,response,diversity,2.743019
2025-04-08,other,response,nourin,2.743019
2025-04-08,other,response,tech,2.743019
2025-04-08,other,response,chs,2.617505
2025-04-08,other,response,conservation,2.617505
2025-04-08,other,response,global,2.617505
2025-04-08,other,response,kansei,2.617505
2025-04-08,other,response,tsa,2.617505
2025-04-08,other,response,chemistry,2.477193
2025-04-08,other,response,dpipe,2.477193
2025-04-08,other,response,geol,2.477193
2025-04-08,other,response,kurihama,2.477193
2025-04-08,other,response,kyoikusuishin,2.477193
2025-04-08,other,response,logos,2.477193
2025-04-08,other,response,mast,2.477193
2025-04-08,other,response,osi,2.477193
2025-04-08,other,response,ccr,2.318120
2025-04-08,other,response,emp,2.318120
2025-04-08,other,response,histanth,2.318120
2025-04-08,other,response,kokusai,2.318120
2025-04-08,other,response,msc,2.318120
2025-04-08,other,response,phd-humanics,2.318120
2025-04-08,other,response,coi-sec,2.134483
2025-04-08,other,response,elementary-s,2.134483
2025-04-08,other,response,ilc,2.134483
2025-04-08,other,response,is,2.134483
2025-04-08,other,response,jinbun,2.134483
2025-04-08,other,response,neurosci,2.134483
2025-04-08,other,response,otsuka-s,2.134483
2025-04-08,other,response,scs,2.134483
2025-04-08,other,response,sse,2.134483
2025-04-08,other,response,cryo,1.917288
2025-04-08,other,response,emc,1.917288
2025-04-08,other,response,f-mirai,1.917288
2025-04-08,other,response,inf,1.917288
2025-04-08,other,response,kiri-s,1.917288
2025-04-08,other,response,ocw,1.917288
2025-04-08,other,response,press,1.917288
2025-04-08,other,response,sugadaira,1.917288
2025-04-08,other,response,tac,1.917288
2025-04-08,other,response,centers,1.651462
2025-04-08,other,response,deaf-s,1.651462
2025-04-08,other,response,geo,1.651462
2025-04-08,other,response,hcs,1.651462
2025-04-08,other,response,high-s,1.651462
2025-04-08,other,response,ipp,1.651462
2025-04-08,other,response,japan,1.651462
2025-04-08,other,response,nc-bsys,1.651462
2025-04-08,other,response,skip,1.651462
2025-04-08,other,response,t-act,1.651462
2025-04-08,other,response,13,1.308752
2025-04-08,other,response,criced,1.308752
2025-04-08,other,response,gene,1.308752
2025-04-08,other,response,gfest,1.308752
2025-04-08,other,response,hcph,1.308752
2025-04-08,other,response,hibun,1.308752
2025-04-08,other,response,intersc,1.308752
2025-04-08,other,response,mountain-studies,1.308752
2025-04-08,other,response,nsfb,1.308752
2025-04-08,other,response,oiso,1.308752
2025-04-08,other,response,sakado-s,1.308752
2025-04-08,other,response,scpj,1.308752
2025-04-08,other,response,shakai,1.308752
2025-04-08,other,response,soc-int,1.308752
2025-04-08,other,response,tems,1.308752
2025-04-08,other,response,241,0.825731
2025-04-08,other,response,anpi,0.825731
2025-04-08,other,response,archives,0.825731
2025-04-08,other,response,are,0.825731
2025-04-08,other,response,art,0.825731
2025-04-08,other,response,geosci,0.825731
2025-04-08,other,response,hbp,0.825731
2025-04-08,other,response,icrhs,0.825731
2025-04-08,other,response,jp-ex,0.825731
2025-04-08,other,response,kc,0.825731
2025-04-08,other,response,kkss,0.825731
2025-04-08,other,response,komaba-s,0.825731
2025-04-08,other,response,kou-c,0.825731
2025-04-08,other,response,koudai,0.825731
2025-04-08,other,response,mics,0.825731
2025-04-08,other,response,projects,0.825731
2025-04-08,other,response,riryou,0.825731
2025-04-08,other,response,ronbun-juri,0.825731
2025-04-08,other,response,sports,0.825731
2025-04-08,other,response,suiri,0.825731
2025-04-08,other,response,tessa,0.825731
2025-04-08,other,response,tgsw,0.825731
2025-04-08,other,response,tomonaga,0.825731
2025-04-08,other,response,ut-jinzai-bank,0.825731
2025-04-08,other,response,arena,0.000000
2025-04-08,other,response,athletics,0.000000
2025-04-08,other,response,bpgi,0.000000
2025-04-08,other,response,butsuri,0.000000
2025-04-08,other,response,cybernics,0.000000
2025-04-08,other,response,ide,0.000000
2025-04-08,other,response,materials,0.000000
2025-04-08,other,response,modernlc,0.000000
2025-04-08,other,response,namagaku,0.000000
2025-04-08,other,response,opera,0.000000
2025-04-08,other,response,opop,0.000000
2025-04-08,other,response,physics,0.000000
2025-04-08,other,response,qils,0.000000
2025-04-08,other,response,radd,0.000000
2025-04-08,other,response,rdcpm,0.000000
2025-04-08,other,response,robotics,0.000000
2025-04-08,other,response,souki,0.000000
2025-04-08,other,response,tias,0.000000
2025-04-08,other,response,tlsi,0.000000
2025-04-08,other,response,trems,0.000000
