date,network_type,analysis_type,subdomain,magnitude
2025-04-18,external,response,manaba,9.028223
2025-04-18,external,response,account,8.880512
2025-04-18,external,response,cc,8.553249
2025-04-18,external,response,twins,7.637921
2025-04-18,external,response,kdb,7.105795
2025-04-18,external,response,www,6.796756
2025-04-18,external,response,u,6.529227
2025-04-18,external,response,atmnb,6.364337
2025-04-18,external,response,ecloud,6.203546
2025-04-18,external,response,sec,6.179105
2025-04-18,external,response,tulips,5.544800
2025-04-18,external,response,ccs,5.161668
2025-04-18,external,response,utos,5.112381
2025-04-18,external,response,cs,4.838332
2025-04-18,external,response,pas,4.344553
2025-04-18,external,response,trios,4.167512
2025-04-18,external,response,iit,3.966799
2025-04-18,external,response,cegloc,3.735094
2025-04-18,external,response,hokekan,3.735094
2025-04-18,external,response,chem,3.604306
2025-04-18,external,response,md,3.604306
2025-04-18,external,response,sk,3.604306
2025-04-18,external,response,coins,3.461044
2025-04-18,external,response,un,3.461044
2025-04-18,external,response,ims,3.125634
2025-04-18,external,response,esys,2.924921
2025-04-18,external,response,human,2.924921
2025-04-18,external,response,otsuka,2.924921
2025-04-18,external,response,ap-graduate,2.693216
2025-04-18,external,response,geijutsu,2.693216
2025-04-18,external,response,sapec,2.693216
2025-04-18,external,response,stb,2.693216
2025-04-18,external,response,kz,2.419166
2025-04-18,external,response,ph,2.419166
2025-04-18,external,response,bk,2.083756
2025-04-18,external,response,fair,2.083756
2025-04-18,external,response,hass,2.083756
2025-04-18,external,response,sie,2.083756
2025-04-18,external,response,slis,2.083756
2025-04-18,external,response,tara,2.083756
2025-04-18,external,response,zdk,2.083756
2025-04-18,external,response,biol,1.651338
2025-04-18,external,response,dac,1.651338
2025-04-18,external,response,gsbs,1.651338
2025-04-18,external,response,ied,1.651338
2025-04-18,external,response,japanese,1.651338
2025-04-18,external,response,math,1.651338
2025-04-18,external,response,person,1.651338
2025-04-18,external,response,prc,1.651338
2025-04-18,external,response,s,1.651338
2025-04-18,external,response,taiiku,1.651338
2025-04-18,external,response,anzenkanri,1.041878
2025-04-18,external,response,imis,1.041878
2025-04-18,external,response,klis,1.041878
2025-04-18,external,response,px,1.041878
2025-04-18,external,response,shimoda,1.041878
2025-04-18,external,response,t-pirc,1.041878
2025-04-18,external,response,tac,1.041878
2025-04-18,external,response,ac,0.000000
2025-04-18,external,response,chs,0.000000
2025-04-18,external,response,coi-sec,0.000000
2025-04-18,external,response,conservation,0.000000
2025-04-18,external,response,education,0.000000
2025-04-18,external,response,eme,0.000000
2025-04-18,external,response,gene,0.000000
2025-04-18,external,response,geoenv,0.000000
2025-04-18,external,response,geol,0.000000
2025-04-18,external,response,hcph,0.000000
2025-04-18,external,response,histanth,0.000000
2025-04-18,external,response,hosp,0.000000
2025-04-18,external,response,icrhs,0.000000
2025-04-18,external,response,is,0.000000
2025-04-18,external,response,kokusai,0.000000
2025-04-18,external,response,komaba-s,0.000000
2025-04-18,external,response,kyoikusuishin,0.000000
2025-04-18,external,response,lawschool,0.000000
2025-04-18,external,response,life,0.000000
2025-04-18,external,response,msc,0.000000
2025-04-18,external,response,ocw,0.000000
2025-04-18,external,response,physics,0.000000
2025-04-18,external,response,risk,0.000000
2025-04-18,external,response,sanrenhonbu,0.000000
2025-04-18,external,response,soc-int,0.000000
2025-04-18,external,response,sse,0.000000
2025-04-18,external,response,suiri,0.000000
2025-04-18,external,response,t-act,0.000000
2025-04-18,external,response,tsa,0.000000
2025-04-18,external,response,ut-jinzai-bank,0.000000
