date,network_type,analysis_type,subdomain,magnitude
2025-04-10,other,response,cc,9.258732
2025-04-10,other,response,account,8.835232
2025-04-10,other,response,twins,8.811938
2025-04-10,other,response,manaba,8.810496
2025-04-10,other,response,www,8.347849
2025-04-10,other,response,sec,8.140572
2025-04-10,other,response,kdb,8.065210
2025-04-10,other,response,u,8.037984
2025-04-10,other,response,utos,7.404289
2025-04-10,other,response,ecloud,7.339345
2025-04-10,other,response,md,7.279764
2025-04-10,other,response,un,6.928399
2025-04-10,other,response,tulips,6.868743
2025-04-10,other,response,atmnb,6.759815
2025-04-10,other,response,trios,6.705781
2025-04-10,other,response,fair,6.665091
2025-04-10,other,response,hokekan,6.649044
2025-04-10,other,response,sapec,6.388593
2025-04-10,other,response,cs,6.321592
2025-04-10,other,response,pas,5.721751
2025-04-10,other,response,taiiku,5.669322
2025-04-10,other,response,sie,5.622371
2025-04-10,other,response,sk,5.606279
2025-04-10,other,response,slis,5.504614
2025-04-10,other,response,gsbs,5.486747
2025-04-10,other,response,geijutsu,5.468595
2025-04-10,other,response,cegloc,5.450147
2025-04-10,other,response,human,5.353123
2025-04-10,other,response,ims,5.258086
2025-04-10,other,response,anzenkanri,5.154354
2025-04-10,other,response,ap-graduate,5.129956
2025-04-10,other,response,esys,5.105021
2025-04-10,other,response,iit,5.092345
2025-04-10,other,response,otsuka,5.040175
2025-04-10,other,response,chem,5.026748
2025-04-10,other,response,person,4.985489
2025-04-10,other,response,coins,4.957125
2025-04-10,other,response,stb,4.942673
2025-04-10,other,response,ccs,4.898177
2025-04-10,other,response,s,4.835998
2025-04-10,other,response,zdk,4.819905
2025-04-10,other,response,risk,4.753151
2025-04-10,other,response,wpi-iiis,4.735830
2025-04-10,other,response,kz,4.663774
2025-04-10,other,response,bk,4.566749
2025-04-10,other,response,hosp,4.546307
2025-04-10,other,response,oii,4.546307
2025-04-10,other,response,informatics,4.504284
2025-04-10,other,response,biol,4.460644
2025-04-10,other,response,edu,4.391866
2025-04-10,other,response,prc,4.343582
2025-04-10,other,response,tsa,4.318647
2025-04-10,other,response,klis,4.293152
2025-04-10,other,response,math,4.267070
2025-04-10,other,response,oyoriko,4.213036
2025-04-10,other,response,hass,4.156300
2025-04-10,other,response,tara,4.126831
2025-04-10,other,response,ied,4.096576
2025-04-10,other,response,life,4.065491
2025-04-10,other,response,education,4.000645
2025-04-10,other,response,imis,4.000645
2025-04-10,other,response,ph,3.966777
2025-04-10,other,response,ac,3.931867
2025-04-10,other,response,geoenv,3.895848
2025-04-10,other,response,sanrenhonbu,3.858648
2025-04-10,other,response,alumni,3.820187
2025-04-10,other,response,bres,3.651805
2025-04-10,other,response,px,3.651805
2025-04-10,other,response,shimoda,3.651805
2025-04-10,other,response,eme,3.557209
2025-04-10,other,response,diversity,3.506778
2025-04-10,other,response,jinsha,3.506778
2025-04-10,other,response,tech,3.454002
2025-04-10,other,response,conservation,3.398649
2025-04-10,other,response,dac,3.398649
2025-04-10,other,response,cryo,3.340457
2025-04-10,other,response,envr,3.340457
2025-04-10,other,response,kokusai,3.340457
2025-04-10,other,response,coi-sec,3.279118
2025-04-10,other,response,mast,3.279118
2025-04-10,other,response,lawschool,3.145494
2025-04-10,other,response,chs,3.072275
2025-04-10,other,response,global,3.072275
2025-04-10,other,response,jinbun,3.072275
2025-04-10,other,response,t-pirc,3.072275
2025-04-10,other,response,heritage,2.994003
2025-04-10,other,response,geol,2.909927
2025-04-10,other,response,osi,2.909927
2025-04-10,other,response,air,2.819119
2025-04-10,other,response,japanese,2.819119
2025-04-10,other,response,kyoikusuishin,2.819119
2025-04-10,other,response,logos,2.819119
2025-04-10,other,response,pmrc,2.819119
2025-04-10,other,response,scs,2.819119
2025-04-10,other,response,tac,2.819119
2025-04-10,other,response,tlsi,2.819119
2025-04-10,other,response,phd-humanics,2.720405
2025-04-10,other,response,ipp,2.612276
2025-04-10,other,response,japan,2.612276
2025-04-10,other,response,kansei,2.612276
2025-04-10,other,response,ut-jinzai-bank,2.612276
2025-04-10,other,response,dpipe,2.492745
2025-04-10,other,response,emp,2.492745
2025-04-10,other,response,hibun,2.492745
2025-04-10,other,response,nourin,2.492745
2025-04-10,other,response,ocw,2.492745
2025-04-10,other,response,sse,2.492745
2025-04-10,other,response,t-act,2.492745
2025-04-10,other,response,ccr,2.359120
2025-04-10,other,response,chemistry,2.359120
2025-04-10,other,response,hcs,2.359120
2025-04-10,other,response,histanth,2.359120
2025-04-10,other,response,ilc,2.359120
2025-04-10,other,response,kurihama,2.359120
2025-04-10,other,response,modernlc,2.359120
2025-04-10,other,response,neurosci,2.359120
2025-04-10,other,response,press,2.359120
2025-04-10,other,response,deaf-s,2.207629
2025-04-10,other,response,is,2.207629
2025-04-10,other,response,kiri-s,2.207629
2025-04-10,other,response,lingua,2.207629
2025-04-10,other,response,msc,2.207629
2025-04-10,other,response,nc-bsys,2.207629
2025-04-10,other,response,otsuka-s,2.207629
2025-04-10,other,response,projects,2.207629
2025-04-10,other,response,tems,2.207629
2025-04-10,other,response,are,2.032746
2025-04-10,other,response,centers,2.032746
2025-04-10,other,response,gip,2.032746
2025-04-10,other,response,intersc,2.032746
2025-04-10,other,response,mics,2.032746
2025-04-10,other,response,elementary-s,1.825902
2025-04-10,other,response,f-mirai,1.825902
2025-04-10,other,response,gene,1.825902
2025-04-10,other,response,opop,1.825902
2025-04-10,other,response,shakai,1.825902
2025-04-10,other,response,archives,1.572747
2025-04-10,other,response,criced,1.572747
2025-04-10,other,response,earth,1.572747
2025-04-10,other,response,geo,1.572747
2025-04-10,other,response,hcph,1.572747
2025-04-10,other,response,high-s,1.572747
2025-04-10,other,response,kkss,1.572747
2025-04-10,other,response,mountain-studies,1.572747
2025-04-10,other,response,nsfb,1.572747
2025-04-10,other,response,physics,1.572747
2025-04-10,other,response,sakado-s,1.572747
2025-04-10,other,response,tias,1.572747
