date,network_type,analysis_type,subdomain,magnitude
2025-04-13,other,response,cc,9.424633
2025-04-13,other,response,account,8.091108
2025-04-13,other,response,manaba,7.982340
2025-04-13,other,response,twins,7.795131
2025-04-13,other,response,u,7.639070
2025-04-13,other,response,www,7.303607
2025-04-13,other,response,sec,7.211731
2025-04-13,other,response,kdb,6.901932
2025-04-13,other,response,tulips,6.634411
2025-04-13,other,response,ecloud,6.297034
2025-04-13,other,response,un,6.002356
2025-04-13,other,response,utos,5.937125
2025-04-13,other,response,md,5.719103
2025-04-13,other,response,cs,5.637453
2025-04-13,other,response,pas,5.377020
2025-04-13,other,response,trios,5.313699
2025-04-13,other,response,taiiku,5.176961
2025-04-13,other,response,hokekan,5.152702
2025-04-13,other,response,slis,5.102780
2025-04-13,other,response,fair,4.940341
2025-04-13,other,response,human,4.686301
2025-04-13,other,response,sk,4.686301
2025-04-13,other,response,esys,4.650742
2025-04-13,other,response,geijutsu,4.576561
2025-04-13,other,response,chem,4.456678
2025-04-13,other,response,iit,4.414123
2025-04-13,other,response,ims,4.414123
2025-04-13,other,response,cegloc,4.277384
2025-04-13,other,response,risk,4.228404
2025-04-13,other,response,kz,4.124524
2025-04-13,other,response,s,4.124524
2025-04-13,other,response,sie,4.011599
2025-04-13,other,response,ccs,3.951225
2025-04-13,other,response,bk,3.887904
2025-04-13,other,response,sapec,3.887904
2025-04-13,other,response,hosp,3.821335
2025-04-13,other,response,tara,3.821335
2025-04-13,other,response,alumni,3.751166
2025-04-13,other,response,ap-graduate,3.751166
2025-04-13,other,response,coins,3.751166
2025-04-13,other,response,otsuka,3.751166
2025-04-13,other,response,atmnb,3.676985
2025-04-13,other,response,person,3.676985
2025-04-13,other,response,gsbs,3.598305
2025-04-13,other,response,math,3.598305
2025-04-13,other,response,shimoda,3.598305
2025-04-13,other,response,prc,3.514546
2025-04-13,other,response,stb,3.328828
2025-04-13,other,response,hass,3.224947
2025-04-13,other,response,ied,3.224947
2025-04-13,other,response,lawschool,3.224947
2025-04-13,other,response,wpi-iiis,3.224947
2025-04-13,other,response,anzenkanri,3.112023
2025-04-13,other,response,oii,3.112023
2025-04-13,other,response,biol,2.988328
2025-04-13,other,response,imis,2.988328
2025-04-13,other,response,geoenv,2.851590
2025-04-13,other,response,ph,2.851590
2025-04-13,other,response,sanrenhonbu,2.851590
2025-04-13,other,response,edu,2.698729
2025-04-13,other,response,pmrc,2.698729
2025-04-13,other,response,tsa,2.698729
2025-04-13,other,response,life,2.525430
2025-04-13,other,response,bres,2.325371
2025-04-13,other,response,geol,2.325371
2025-04-13,other,response,is,2.325371
2025-04-13,other,response,jinsha,2.325371
2025-04-13,other,response,kyoikusuishin,2.325371
2025-04-13,other,response,nsfb,2.325371
2025-04-13,other,response,osi,2.325371
2025-04-13,other,response,otsuka-s,2.325371
2025-04-13,other,response,px,2.325371
2025-04-13,other,response,zdk,2.325371
2025-04-13,other,response,ac,2.088752
2025-04-13,other,response,education,2.088752
