date,network_type,analysis_type,subdomain,magnitude
2025-04-04,external,response,cc,8.958374
2025-04-04,external,response,manaba,6.209418
2025-04-04,external,response,sec,6.134669
2025-04-04,external,response,u,6.134669
2025-04-04,external,response,account,5.508593
2025-04-04,external,response,ccs,5.399658
2025-04-04,external,response,twins,5.399658
2025-04-04,external,response,www,5.399658
2025-04-04,external,response,utos,5.284117
2025-04-04,external,response,chem,4.187563
2025-04-04,external,response,anzenkanri,3.963087
2025-04-04,external,response,cs,3.708598
2025-04-04,external,response,sk,3.708598
2025-04-04,external,response,kdb,3.414811
2025-04-04,external,response,pas,3.414811
2025-04-04,external,response,human,3.067335
2025-04-04,external,response,iit,3.067335
2025-04-04,external,response,tulips,3.067335
2025-04-04,external,response,ecloud,2.642058
2025-04-04,external,response,md,2.642058
2025-04-04,external,response,prc,2.642058
2025-04-04,external,response,trios,2.642058
2025-04-04,external,response,fair,2.093782
2025-04-04,external,response,hosp,2.093782
2025-04-04,external,response,ph,2.093782
2025-04-04,external,response,un,2.093782
2025-04-04,external,response,coins,1.321029
2025-04-04,external,response,sie,1.321029
2025-04-04,external,response,stb,1.321029
2025-04-04,external,response,zdk,1.321029
2025-04-04,external,response,ac,0.000000
2025-04-04,external,response,bk,0.000000
2025-04-04,external,response,cegloc,0.000000
2025-04-04,external,response,education,0.000000
2025-04-04,external,response,esys,0.000000
2025-04-04,external,response,geijutsu,0.000000
2025-04-04,external,response,hass,0.000000
2025-04-04,external,response,ied,0.000000
2025-04-04,external,response,ims,0.000000
2025-04-04,external,response,kz,0.000000
2025-04-04,external,response,math,0.000000
2025-04-04,external,response,otsuka,0.000000
2025-04-04,external,response,s,0.000000
2025-04-04,external,response,shimoda,0.000000
2025-04-04,external,response,slis,0.000000
2025-04-04,external,response,t-pirc,0.000000
2025-04-04,external,response,tac,0.000000
2025-04-04,external,response,taiiku,0.000000
2025-04-04,external,response,tara,0.000000
2025-04-04,external,response,tgsw,0.000000
