date,network_type,analysis_type,subdomain,magnitude
2025-04-11,other,response,cc,9.210806
2025-04-11,other,response,manaba,8.954209
2025-04-11,other,response,account,8.929246
2025-04-11,other,response,twins,8.648486
2025-04-11,other,response,www,8.271134
2025-04-11,other,response,sec,8.176160
2025-04-11,other,response,u,7.924039
2025-04-11,other,response,kdb,7.824625
2025-04-11,other,response,ecloud,7.444373
2025-04-11,other,response,hokekan,7.358285
2025-04-11,other,response,utos,7.255898
2025-04-11,other,response,un,6.918208
2025-04-11,other,response,tulips,6.903164
2025-04-11,other,response,md,6.864655
2025-04-11,other,response,atmnb,6.827490
2025-04-11,other,response,fair,6.674566
2025-04-11,other,response,trios,6.674566
2025-04-11,other,response,cs,6.322164
2025-04-11,other,response,cegloc,6.248059
2025-04-11,other,response,zdk,6.197385
2025-04-11,other,response,stb,5.956777
2025-04-11,other,response,pas,5.702993
2025-04-11,other,response,sk,5.673428
2025-04-11,other,response,taiiku,5.619754
2025-04-11,other,response,slis,5.512765
2025-04-11,other,response,sie,5.450667
2025-04-11,other,response,anzenkanri,5.422973
2025-04-11,other,response,geijutsu,5.404127
2025-04-11,other,response,sapec,5.394584
2025-04-11,other,response,ims,5.229816
2025-04-11,other,response,chem,5.207424
2025-04-11,other,response,human,5.184579
2025-04-11,other,response,esys,5.161263
2025-04-11,other,response,iit,5.137457
2025-04-11,other,response,gsbs,5.062873
2025-04-11,other,response,ccs,5.049950
2025-04-11,other,response,coins,4.983020
2025-04-11,other,response,ap-graduate,4.969145
2025-04-11,other,response,person,4.926469
2025-04-11,other,response,kz,4.911879
2025-04-11,other,response,risk,4.804104
2025-04-11,other,response,otsuka,4.771325
2025-04-11,other,response,hosp,4.666872
2025-04-11,other,response,wpi-iiis,4.610789
2025-04-11,other,response,s,4.551778
2025-04-11,other,response,bk,4.446021
2025-04-11,other,response,informatics,4.353661
2025-04-11,other,response,klis,4.279077
2025-04-11,other,response,biol,4.253081
2025-04-11,other,response,tsa,4.253081
2025-04-11,other,response,life,4.226474
2025-04-11,other,response,oii,4.199225
2025-04-11,other,response,sanrenhonbu,4.199225
2025-04-11,other,response,prc,4.171303
2025-04-11,other,response,tara,4.171303
2025-04-11,other,response,ied,4.142674
2025-04-11,other,response,ph,4.052163
2025-04-11,other,response,imis,4.020308
2025-04-11,other,response,math,3.987530
2025-04-11,other,response,edu,3.918977
2025-04-11,other,response,education,3.845998
2025-04-11,other,response,geoenv,3.845998
2025-04-11,other,response,eme,3.807663
2025-04-11,other,response,lawschool,3.767983
2025-04-11,other,response,px,3.767983
2025-04-11,other,response,ac,3.684183
2025-04-11,other,response,alumni,3.684183
2025-04-11,other,response,shimoda,3.684183
2025-04-11,other,response,hass,3.639833
2025-04-11,other,response,t-pirc,3.639833
2025-04-11,other,response,bres,3.593673
2025-04-11,other,response,kyoikusuishin,3.593673
2025-04-11,other,response,mast,3.545547
2025-04-11,other,response,cryo,3.442678
2025-04-11,other,response,diversity,3.442678
2025-04-11,other,response,envr,3.387507
2025-04-11,other,response,tech,3.387507
2025-04-11,other,response,dac,3.329506
2025-04-11,other,response,oyoriko,3.329506
2025-04-11,other,response,coi-sec,3.268368
2025-04-11,other,response,jinsha,3.203735
2025-04-11,other,response,phd-humanics,3.135182
2025-04-11,other,response,msc,3.062203
2025-04-11,other,response,emp,2.984187
2025-04-11,other,response,geol,2.984187
2025-04-11,other,response,pmrc,2.984187
2025-04-11,other,response,chemistry,2.900388
2025-04-11,other,response,kurihama,2.900388
2025-04-11,other,response,tac,2.900388
2025-04-11,other,response,air,2.809877
2025-04-11,other,response,heritage,2.809877
2025-04-11,other,response,nourin,2.809877
2025-04-11,other,response,osi,2.809877
2025-04-11,other,response,are,2.711487
2025-04-11,other,response,conservation,2.603712
2025-04-11,other,response,histanth,2.603712
2025-04-11,other,response,kansei,2.603712
2025-04-11,other,response,ocw,2.603712
2025-04-11,other,response,scs,2.603712
2025-04-11,other,response,tlsi,2.603712
2025-04-11,other,response,ut-jinzai-bank,2.603712
2025-04-11,other,response,chs,2.484573
2025-04-11,other,response,dpipe,2.484573
2025-04-11,other,response,global,2.484573
2025-04-11,other,response,japanese,2.484573
2025-04-11,other,response,jinbun,2.484573
2025-04-11,other,response,kiri-s,2.484573
2025-04-11,other,response,nc-bsys,2.484573
2025-04-11,other,response,otsuka-s,2.484573
2025-04-11,other,response,press,2.484573
2025-04-11,other,response,elementary-s,2.351386
2025-04-11,other,response,hibun,2.351386
2025-04-11,other,response,is,2.351386
2025-04-11,other,response,kokusai,2.351386
2025-04-11,other,response,mics,2.351386
2025-04-11,other,response,sakado-s,2.351386
2025-04-11,other,response,sse,2.351386
2025-04-11,other,response,t-act,2.351386
2025-04-11,other,response,centers,2.200392
2025-04-11,other,response,hbp,2.200392
2025-04-11,other,response,high-s,2.200392
2025-04-11,other,response,ipp,2.200392
2025-04-11,other,response,komaba-s,2.200392
2025-04-11,other,response,logos,2.200392
2025-04-11,other,response,neurosci,2.200392
2025-04-11,other,response,nsfb,2.200392
2025-04-11,other,response,physics,2.200392
2025-04-11,other,response,ccr,2.026082
2025-04-11,other,response,tessa,2.026082
2025-04-11,other,response,tgsw,2.026082
2025-04-11,other,response,criced,1.819917
2025-04-11,other,response,earth,1.819917
2025-04-11,other,response,emc,1.819917
