date,network_type,analysis_type,subdomain,magnitude
2025-04-25,internal,response,cc,9.968472
2025-04-25,internal,response,manaba,9.113759
2025-04-25,internal,response,account,8.930435
2025-04-25,internal,response,twins,6.898373
2025-04-25,internal,response,ecloud,6.718032
2025-04-25,internal,response,atmnb,6.479448
2025-04-25,internal,response,kdb,5.388183
2025-04-25,internal,response,www,5.243276
2025-04-25,internal,response,u,5.109122
2025-04-25,internal,response,sec,4.717925
2025-04-25,internal,response,un,4.040062
2025-04-25,internal,response,tulips,3.975318
2025-04-25,internal,response,cs,3.502013
2025-04-25,internal,response,coins,3.403672
2025-04-25,internal,response,trios,3.297456
2025-04-25,internal,response,cegloc,3.055516
2025-04-25,internal,response,md,3.055516
2025-04-25,internal,response,gsbs,2.915703
2025-04-25,internal,response,utos,2.915703
2025-04-25,internal,response,bk,2.582211
2025-04-25,internal,response,taiiku,2.582211
2025-04-25,internal,response,ims,2.377654
2025-04-25,internal,response,klis,2.135714
2025-04-25,internal,response,scs,2.135714
2025-04-25,internal,response,stb,2.135714
2025-04-25,internal,response,sk,1.839604
2025-04-25,internal,response,slis,1.839604
2025-04-25,internal,response,ap-graduate,1.457852
2025-04-25,internal,response,esys,1.457852
2025-04-25,internal,response,fair,1.457852
2025-04-25,internal,response,human,1.457852
2025-04-25,internal,response,iit,1.457852
2025-04-25,internal,response,risk,1.457852
2025-04-25,internal,response,s,1.457852
2025-04-25,internal,response,anzenkanri,0.919802
2025-04-25,internal,response,geijutsu,0.919802
2025-04-25,internal,response,ied,0.919802
2025-04-25,internal,response,lawschool,0.919802
2025-04-25,internal,response,sapec,0.919802
2025-04-25,internal,response,sie,0.919802
2025-04-25,internal,response,ac,0.000000
2025-04-25,internal,response,biol,0.000000
2025-04-25,internal,response,bres,0.000000
2025-04-25,internal,response,ccs,0.000000
2025-04-25,internal,response,chem,0.000000
2025-04-25,internal,response,chs,0.000000
2025-04-25,internal,response,dac,0.000000
2025-04-25,internal,response,diversity,0.000000
2025-04-25,internal,response,edu,0.000000
2025-04-25,internal,response,informatics,0.000000
2025-04-25,internal,response,intersc,0.000000
2025-04-25,internal,response,kokusai,0.000000
2025-04-25,internal,response,kz,0.000000
2025-04-25,internal,response,life,0.000000
2025-04-25,internal,response,mast,0.000000
2025-04-25,internal,response,oii,0.000000
2025-04-25,internal,response,pmrc,0.000000
2025-04-25,internal,response,prc,0.000000
2025-04-25,internal,response,px,0.000000
2025-04-25,internal,response,shakai,0.000000
2025-04-25,internal,response,t-pirc,0.000000
2025-04-25,internal,response,tias,0.000000
2025-04-25,internal,response,tsa,0.000000
