date,network_type,analysis_type,subdomain,magnitude
2025-04-21,internal,response,cc,9.924852
2025-04-21,internal,response,manaba,9.503458
2025-04-21,internal,response,account,9.125993
2025-04-21,internal,response,twins,7.986376
2025-04-21,internal,response,atmnb,7.602611
2025-04-21,internal,response,ecloud,7.409511
2025-04-21,internal,response,www,6.810288
2025-04-21,internal,response,kdb,6.805481
2025-04-21,internal,response,u,6.790946
2025-04-21,internal,response,sec,6.209808
2025-04-21,internal,response,tulips,6.186113
2025-04-21,internal,response,hokekan,4.754400
2025-04-21,internal,response,un,4.530483
2025-04-21,internal,response,md,4.467487
2025-04-21,internal,response,trios,4.366487
2025-04-21,internal,response,cegloc,4.256430
2025-04-21,internal,response,cs,4.177167
2025-04-21,internal,response,utos,3.953250
2025-04-21,internal,response,gsbs,3.796251
2025-04-21,internal,response,iit,3.796251
2025-04-21,internal,response,sk,3.739118
2025-04-21,internal,response,stb,3.739118
2025-04-21,internal,response,sapec,3.616201
2025-04-21,internal,response,coins,3.479600
2025-04-21,internal,response,taiiku,3.405144
2025-04-21,internal,response,bres,3.150132
2025-04-21,internal,response,lawschool,3.150132
2025-04-21,internal,response,ap-graduate,2.944966
2025-04-21,internal,response,biol,2.944966
2025-04-21,internal,response,risk,2.944966
2025-04-21,internal,response,klis,2.827911
2025-04-21,internal,response,chem,2.698513
2025-04-21,internal,response,life,2.698513
2025-04-21,internal,response,s,2.698513
2025-04-21,internal,response,tsa,2.698513
2025-04-21,internal,response,ccs,2.553858
2025-04-21,internal,response,envr,2.553858
2025-04-21,internal,response,fair,2.553858
2025-04-21,internal,response,ims,2.553858
2025-04-21,internal,response,japanese,2.553858
2025-04-21,internal,response,anzenkanri,2.389862
2025-04-21,internal,response,esys,2.389862
2025-04-21,internal,response,geoenv,2.389862
2025-04-21,internal,response,human,2.389862
2025-04-21,internal,response,otsuka,2.389862
2025-04-21,internal,response,zdk,2.389862
2025-04-21,internal,response,education,2.200542
2025-04-21,internal,response,geijutsu,2.200542
2025-04-21,internal,response,pas,2.200542
2025-04-21,internal,response,t-pirc,2.200542
2025-04-21,internal,response,ac,1.976625
2025-04-21,internal,response,dac,1.976625
2025-04-21,internal,response,diversity,1.976625
2025-04-21,internal,response,math,1.976625
2025-04-21,internal,response,oii,1.976625
2025-04-21,internal,response,prc,1.976625
2025-04-21,internal,response,scs,1.976625
2025-04-21,internal,response,bk,1.702572
2025-04-21,internal,response,kz,1.702572
2025-04-21,internal,response,mics,1.702572
2025-04-21,internal,response,person,1.702572
2025-04-21,internal,response,sie,1.702572
2025-04-21,internal,response,slis,1.702572
2025-04-21,internal,response,tara,1.702572
2025-04-21,internal,response,edu,1.349256
2025-04-21,internal,response,hosp,1.349256
2025-04-21,internal,response,imis,1.349256
2025-04-21,internal,response,informatics,1.349256
2025-04-21,internal,response,kokusai,1.349256
2025-04-21,internal,response,mast,1.349256
2025-04-21,internal,response,msc,1.349256
2025-04-21,internal,response,oyoriko,1.349256
2025-04-21,internal,response,eme,0.851286
2025-04-21,internal,response,geo,0.851286
2025-04-21,internal,response,geol,0.851286
2025-04-21,internal,response,hass,0.851286
2025-04-21,internal,response,hibun,0.851286
2025-04-21,internal,response,ied,0.851286
2025-04-21,internal,response,ipp,0.851286
2025-04-21,internal,response,jinbun,0.851286
2025-04-21,internal,response,physics,0.851286
2025-04-21,internal,response,px,0.851286
2025-04-21,internal,response,are,0.000000
2025-04-21,internal,response,butsuri,0.000000
2025-04-21,internal,response,ccr,0.000000
2025-04-21,internal,response,chemistry,0.000000
2025-04-21,internal,response,cj,0.000000
2025-04-21,internal,response,cryo,0.000000
2025-04-21,internal,response,earth,0.000000
2025-04-21,internal,response,emp,0.000000
2025-04-21,internal,response,flang,0.000000
2025-04-21,internal,response,histanth,0.000000
2025-04-21,internal,response,humcul,0.000000
2025-04-21,internal,response,kokuren,0.000000
2025-04-21,internal,response,lingua,0.000000
2025-04-21,internal,response,opop,0.000000
2025-04-21,internal,response,phd-humanics,0.000000
2025-04-21,internal,response,pmrc,0.000000
2025-04-21,internal,response,sakado-s,0.000000
2025-04-21,internal,response,sanrenhonbu,0.000000
2025-04-21,internal,response,skip,0.000000
2025-04-21,internal,response,souki,0.000000
2025-04-21,internal,response,sse,0.000000
2025-04-21,internal,response,t-act,0.000000
2025-04-21,internal,response,tac,0.000000
2025-04-21,internal,response,tech,0.000000
2025-04-21,internal,response,tlsi,0.000000
2025-04-21,internal,response,wpi-iiis,0.000000
