date,network_type,analysis_type,subdomain,magnitude
2025-04-09,other,response,cc,9.303145
2025-04-09,other,response,twins,8.969964
2025-04-09,other,response,account,8.852665
2025-04-09,other,response,manaba,8.782545
2025-04-09,other,response,www,8.539853
2025-04-09,other,response,kdb,8.333937
2025-04-09,other,response,sec,8.197535
2025-04-09,other,response,u,8.124824
2025-04-09,other,response,utos,7.434627
2025-04-09,other,response,ecloud,7.330449
2025-04-09,other,response,un,6.931714
2025-04-09,other,response,tulips,6.921662
2025-04-09,other,response,trios,6.856730
2025-04-09,other,response,fair,6.843285
2025-04-09,other,response,hokekan,6.674418
2025-04-09,other,response,sapec,6.555351
2025-04-09,other,response,geijutsu,6.445582
2025-04-09,other,response,md,6.441734
2025-04-09,other,response,cs,6.332553
2025-04-09,other,response,taiiku,6.183027
2025-04-09,other,response,gsbs,6.060378
2025-04-09,other,response,cegloc,6.005080
2025-04-09,other,response,atmnb,5.847241
2025-04-09,other,response,pas,5.814195
2025-04-09,other,response,sk,5.752170
2025-04-09,other,response,slis,5.632755
2025-04-09,other,response,sie,5.616903
2025-04-09,other,response,human,5.444848
2025-04-09,other,response,iit,5.357992
2025-04-09,other,response,ims,5.285513
2025-04-09,other,response,ccs,5.173204
2025-04-09,other,response,anzenkanri,5.161336
2025-04-09,other,response,ap-graduate,5.161336
2025-04-09,other,response,coins,5.161336
2025-04-09,other,response,stb,5.161336
2025-04-09,other,response,person,5.112580
2025-04-09,other,response,chem,5.061632
2025-04-09,other,response,esys,5.048529
2025-04-09,other,response,otsuka,5.008286
2025-04-09,other,response,klis,4.878201
2025-04-09,other,response,informatics,4.847147
2025-04-09,other,response,oii,4.831295
2025-04-09,other,response,s,4.815218
2025-04-09,other,response,kz,4.713652
2025-04-09,other,response,zdk,4.713652
2025-04-09,other,response,wpi-iiis,4.640505
2025-04-09,other,response,bk,4.582369
2025-04-09,other,response,risk,4.499904
2025-04-09,other,response,biol,4.456307
2025-04-09,other,response,tsa,4.456307
2025-04-09,other,response,hosp,4.363733
2025-04-09,other,response,hass,4.314448
2025-04-09,other,response,sanrenhonbu,4.314448
2025-04-09,other,response,edu,4.288977
2025-04-09,other,response,imis,4.262921
2025-04-09,other,response,px,4.180953
2025-04-09,other,response,tara,4.180953
2025-04-09,other,response,life,4.152258
2025-04-09,other,response,math,4.152258
2025-04-09,other,response,prc,4.152258
2025-04-09,other,response,education,4.092592
2025-04-09,other,response,geoenv,4.092592
2025-04-09,other,response,ac,4.061538
2025-04-09,other,response,chs,4.061538
2025-04-09,other,response,conservation,3.996755
2025-04-09,other,response,ied,3.962920
2025-04-09,other,response,dac,3.928043
2025-04-09,other,response,ph,3.928043
2025-04-09,other,response,bres,3.854896
2025-04-09,other,response,oyoriko,3.776700
2025-04-09,other,response,shimoda,3.735481
2025-04-09,other,response,hibun,3.692706
2025-04-09,other,response,alumni,3.648254
2025-04-09,other,response,cryo,3.601986
2025-04-09,other,response,eme,3.601986
2025-04-09,other,response,japanese,3.503368
2025-04-09,other,response,kokusai,3.503368
2025-04-09,other,response,jinbun,3.450643
2025-04-09,other,response,jinsha,3.450643
2025-04-09,other,response,t-pirc,3.450643
2025-04-09,other,response,tech,3.450643
2025-04-09,other,response,envr,3.395344
2025-04-09,other,response,lawschool,3.395344
2025-04-09,other,response,diversity,3.337209
2025-04-09,other,response,phd-humanics,3.337209
2025-04-09,other,response,mast,3.275929
2025-04-09,other,response,scs,3.275929
2025-04-09,other,response,coi-sec,3.211146
2025-04-09,other,response,kyoikusuishin,3.211146
2025-04-09,other,response,heritage,3.142435
2025-04-09,other,response,tac,3.142435
2025-04-09,other,response,emp,3.069287
2025-04-09,other,response,geol,3.069287
2025-04-09,other,response,msc,3.069287
2025-04-09,other,response,pmrc,3.069287
2025-04-09,other,response,shakai,3.069287
2025-04-09,other,response,chemistry,2.907098
2025-04-09,other,response,histanth,2.907098
2025-04-09,other,response,dpipe,2.816378
2025-04-09,other,response,kansei,2.816378
2025-04-09,other,response,osi,2.816378
2025-04-09,other,response,physics,2.816378
2025-04-09,other,response,t-act,2.816378
2025-04-09,other,response,logos,2.717760
2025-04-09,other,response,nourin,2.717760
2025-04-09,other,response,ut-jinzai-bank,2.717760
2025-04-09,other,response,air,2.609736
2025-04-09,other,response,global,2.609736
2025-04-09,other,response,ipp,2.609736
2025-04-09,other,response,tessa,2.609736
2025-04-09,other,response,earth,2.490321
2025-04-09,other,response,hcs,2.490321
2025-04-09,other,response,kurihama,2.490321
2025-04-09,other,response,modernlc,2.490321
2025-04-09,other,response,tlsi,2.490321
2025-04-09,other,response,are,2.356826
2025-04-09,other,response,ccr,2.356826
2025-04-09,other,response,centers,2.356826
2025-04-09,other,response,criced,2.356826
2025-04-09,other,response,deaf-s,2.356826
2025-04-09,other,response,high-s,2.356826
2025-04-09,other,response,ilc,2.356826
2025-04-09,other,response,inf,2.356826
2025-04-09,other,response,press,2.356826
2025-04-09,other,response,geo,2.205482
2025-04-09,other,response,intersc,2.205482
2025-04-09,other,response,is,2.205482
2025-04-09,other,response,kkss,2.205482
2025-04-09,other,response,neurosci,2.205482
2025-04-09,other,response,ocw,2.205482
2025-04-09,other,response,otsuka-s,2.205482
2025-04-09,other,response,radd,2.205482
2025-04-09,other,response,sse,2.205482
2025-04-09,other,response,anpi,2.030769
2025-04-09,other,response,gene,2.030769
2025-04-09,other,response,kiri-s,2.030769
2025-04-09,other,response,lingua,2.030769
2025-04-09,other,response,mountain-studies,2.030769
2025-04-09,other,response,projects,2.030769
2025-04-09,other,response,scpj,2.030769
2025-04-09,other,response,souki,2.030769
2025-04-09,other,response,tias,2.030769
2025-04-09,other,response,athletics,1.824127
2025-04-09,other,response,butsuri,1.824127
2025-04-09,other,response,emc,1.824127
2025-04-09,other,response,gip,1.824127
2025-04-09,other,response,kc,1.824127
2025-04-09,other,response,kou-c,1.824127
2025-04-09,other,response,nc-bsys,1.824127
2025-04-09,other,response,nsfb,1.824127
2025-04-09,other,response,soc-int,1.824127
2025-04-09,other,response,suiri,1.824127
2025-04-09,other,response,elementary-s,1.571217
2025-04-09,other,response,f-mirai,1.571217
2025-04-09,other,response,japan,1.571217
2025-04-09,other,response,komaba-s,1.571217
2025-04-09,other,response,mics,1.571217
2025-04-09,other,response,sugadaira,1.571217
2025-04-09,other,response,tgsw,1.571217
2025-04-09,other,response,trems,1.571217
2025-04-09,other,response,art,1.245160
2025-04-09,other,response,flang,1.245160
2025-04-09,other,response,geosci,1.245160
2025-04-09,other,response,gfest,1.245160
2025-04-09,other,response,hcph,1.245160
2025-04-09,other,response,humcul,1.245160
2025-04-09,other,response,icrhs,1.245160
2025-04-09,other,response,opop,1.245160
2025-04-09,other,response,rcus,1.245160
2025-04-09,other,response,rdcpm,1.245160
2025-04-09,other,response,riryou,1.245160
2025-04-09,other,response,ronbun-juri,1.245160
2025-04-09,other,response,sakado-s,1.245160
2025-04-09,other,response,skip,1.245160
2025-04-09,other,response,tomonaga,1.245160
2025-04-09,other,response,archives,0.785609
2025-04-09,other,response,bpgi,0.785609
2025-04-09,other,response,hbp,0.785609
2025-04-09,other,response,ide,0.785609
2025-04-09,other,response,jp-ex,0.785609
2025-04-09,other,response,namagaku,0.785609
2025-04-09,other,response,oiso,0.785609
2025-04-09,other,response,opera,0.785609
2025-04-09,other,response,robotics,0.785609
2025-04-09,other,response,241,0.000000
2025-04-09,other,response,arena,0.000000
2025-04-09,other,response,cybernics,0.000000
2025-04-09,other,response,imri,0.000000
2025-04-09,other,response,materials,0.000000
2025-04-09,other,response,qils,0.000000
2025-04-09,other,response,sleepymouse,0.000000
2025-04-09,other,response,sports,0.000000
2025-04-09,other,response,tems,0.000000
