date,network_type,analysis_type,subdomain,magnitude
2025-04-06,external,response,cc,8.529546
2025-04-06,external,response,www,5.670679
2025-04-06,external,response,twins,5.254612
2025-04-06,external,response,account,4.745388
2025-04-06,external,response,u,4.745388
2025-04-06,external,response,manaba,4.088883
2025-04-06,external,response,tulips,3.672816
2025-04-06,external,response,kdb,3.163592
2025-04-06,external,response,ccs,2.507087
2025-04-06,external,response,sapec,2.507087
2025-04-06,external,response,trios,2.507087
2025-04-06,external,response,utos,2.507087
2025-04-06,external,response,gsbs,1.581796
2025-04-06,external,response,math,1.581796
2025-04-06,external,response,pas,1.581796
2025-04-06,external,response,atmnb,0.000000
2025-04-06,external,response,bk,0.000000
2025-04-06,external,response,chem,0.000000
2025-04-06,external,response,cs,0.000000
2025-04-06,external,response,ecloud,0.000000
2025-04-06,external,response,envr,0.000000
2025-04-06,external,response,human,0.000000
2025-04-06,external,response,iit,0.000000
2025-04-06,external,response,ims,0.000000
2025-04-06,external,response,md,0.000000
2025-04-06,external,response,otsuka,0.000000
2025-04-06,external,response,ph,0.000000
2025-04-06,external,response,sec,0.000000
2025-04-06,external,response,shimoda,0.000000
2025-04-06,external,response,tara,0.000000
2025-04-06,external,response,zdk,0.000000
