date,network_type,analysis_type,subdomain,magnitude
2025-04-28,external,response,manaba,8.927879
2025-04-28,external,response,account,8.768340
2025-04-28,external,response,cc,8.614609
2025-04-28,external,response,twins,6.941101
2025-04-28,external,response,atmnb,6.905461
2025-04-28,external,response,u,6.713826
2025-04-28,external,response,www,6.184020
2025-04-28,external,response,sec,6.033390
2025-04-28,external,response,ecloud,5.968786
2025-04-28,external,response,ccs,5.597914
2025-04-28,external,response,kdb,5.420547
2025-04-28,external,response,tulips,5.272790
2025-04-28,external,response,utos,4.719846
2025-04-28,external,response,cs,4.564689
2025-04-28,external,response,trios,4.298274
2025-04-28,external,response,chem,3.852287
2025-04-28,external,response,iit,3.852287
2025-04-28,external,response,pas,3.717396
2025-04-28,external,response,md,3.569639
2025-04-28,external,response,fair,3.406301
2025-04-28,external,response,ph,3.406301
2025-04-28,external,response,ap-graduate,2.777719
2025-04-28,external,response,tara,2.777719
2025-04-28,external,response,bk,2.495071
2025-04-28,external,response,cegloc,2.495071
2025-04-28,external,response,esys,2.495071
2025-04-28,external,response,hokekan,2.495071
2025-04-28,external,response,math,2.495071
2025-04-28,external,response,prc,2.495071
2025-04-28,external,response,risk,2.495071
2025-04-28,external,response,sapec,2.495071
2025-04-28,external,response,sk,2.495071
2025-04-28,external,response,un,2.495071
2025-04-28,external,response,geijutsu,1.703151
2025-04-28,external,response,gsbs,1.703151
2025-04-28,external,response,human,1.703151
2025-04-28,external,response,ims,1.703151
2025-04-28,external,response,life,1.703151
2025-04-28,external,response,s,1.703151
2025-04-28,external,response,sanrenhonbu,1.703151
2025-04-28,external,response,slis,1.703151
2025-04-28,external,response,stb,1.703151
2025-04-28,external,response,anzenkanri,1.074568
2025-04-28,external,response,biol,1.074568
2025-04-28,external,response,coins,1.074568
2025-04-28,external,response,geol,1.074568
2025-04-28,external,response,ied,1.074568
2025-04-28,external,response,imis,1.074568
2025-04-28,external,response,kz,1.074568
2025-04-28,external,response,lawschool,1.074568
2025-04-28,external,response,px,1.074568
2025-04-28,external,response,tac,1.074568
2025-04-28,external,response,taiiku,1.074568
2025-04-28,external,response,zdk,1.074568
2025-04-28,external,response,are,0.000000
2025-04-28,external,response,bres,0.000000
2025-04-28,external,response,chs,0.000000
2025-04-28,external,response,cryo,0.000000
2025-04-28,external,response,dac,0.000000
2025-04-28,external,response,dpipe,0.000000
2025-04-28,external,response,education,0.000000
2025-04-28,external,response,histanth,0.000000
2025-04-28,external,response,hosp,0.000000
2025-04-28,external,response,informatics,0.000000
2025-04-28,external,response,intersc,0.000000
2025-04-28,external,response,jinsha,0.000000
2025-04-28,external,response,jp-ex,0.000000
2025-04-28,external,response,kokusai,0.000000
2025-04-28,external,response,otsuka,0.000000
2025-04-28,external,response,shakai,0.000000
2025-04-28,external,response,shimoda,0.000000
2025-04-28,external,response,soc-int,0.000000
2025-04-28,external,response,souki,0.000000
2025-04-28,external,response,suiri,0.000000
2025-04-28,external,response,t-pirc,0.000000
