date,network_type,analysis_type,subdomain,magnitude
2025-04-14,internal,response,cc,9.961844
2025-04-14,internal,response,manaba,9.759241
2025-04-14,internal,response,account,9.529551
2025-04-14,internal,response,twins,9.254221
2025-04-14,internal,response,kdb,8.678063
2025-04-14,internal,response,ecloud,8.345774
2025-04-14,internal,response,www,8.307831
2025-04-14,internal,response,atmnb,8.297509
2025-04-14,internal,response,u,7.479962
2025-04-14,internal,response,hokekan,6.953395
2025-04-14,internal,response,sec,6.917546
2025-04-14,internal,response,tulips,6.897162
2025-04-14,internal,response,cegloc,6.484971
2025-04-14,internal,response,gsbs,5.826315
2025-04-14,internal,response,sapec,5.597217
2025-04-14,internal,response,trios,5.388046
2025-04-14,internal,response,cs,5.329587
2025-04-14,internal,response,sk,4.903411
2025-04-14,internal,response,md,4.881945
2025-04-14,internal,response,iit,4.744500
2025-04-14,internal,response,coins,4.643375
2025-04-14,internal,response,klis,4.643375
2025-04-14,internal,response,un,4.561582
2025-04-14,internal,response,ims,4.311925
2025-04-14,internal,response,risk,4.203244
2025-04-14,internal,response,slis,4.203244
2025-04-14,internal,response,oii,4.164739
2025-04-14,internal,response,s,4.124971
2025-04-14,internal,response,stb,4.083855
2025-04-14,internal,response,utos,3.997190
2025-04-14,internal,response,zdk,3.903852
2025-04-14,internal,response,human,3.854343
2025-04-14,internal,response,ap-graduate,3.802727
2025-04-14,internal,response,esys,3.802727
2025-04-14,internal,response,kokusai,3.692396
2025-04-14,internal,response,mast,3.633223
2025-04-14,internal,response,sie,3.633223
2025-04-14,internal,response,taiiku,3.633223
2025-04-14,internal,response,oyoriko,3.571015
2025-04-14,internal,response,lawschool,3.505442
2025-04-14,internal,response,anzenkanri,3.436120
2025-04-14,internal,response,otsuka,3.284323
2025-04-14,internal,response,geijutsu,3.200648
2025-04-14,internal,response,ac,3.110770
2025-04-14,internal,response,bk,3.110770
2025-04-14,internal,response,chem,3.110770
2025-04-14,internal,response,imis,3.110770
2025-04-14,internal,response,jinbun,3.110770
2025-04-14,internal,response,tsa,3.110770
2025-04-14,internal,response,ccs,3.013694
2025-04-14,internal,response,hibun,3.013694
2025-04-14,internal,response,math,3.013694
2025-04-14,internal,response,fair,2.908167
2025-04-14,internal,response,japanese,2.908167
2025-04-14,internal,response,are,2.792575
2025-04-14,internal,response,bres,2.792575
2025-04-14,internal,response,education,2.792575
2025-04-14,internal,response,pas,2.792575
2025-04-14,internal,response,conservation,2.664793
2025-04-14,internal,response,scs,2.664793
2025-04-14,internal,response,hass,2.521946
2025-04-14,internal,response,informatics,2.521946
2025-04-14,internal,response,biol,2.359999
2025-04-14,internal,response,edu,2.359999
2025-04-14,internal,response,kz,2.359999
2025-04-14,internal,response,envr,2.173045
2025-04-14,internal,response,dac,1.951926
2025-04-14,internal,response,life,1.951926
2025-04-14,internal,response,prc,1.951926
2025-04-14,internal,response,radd,1.951926
2025-04-14,internal,response,wpi-iiis,1.951926
2025-04-14,internal,response,histanth,1.681297
2025-04-14,internal,response,hosp,1.681297
2025-04-14,internal,response,ipp,1.681297
2025-04-14,internal,response,sanrenhonbu,1.681297
2025-04-14,internal,response,sse,1.681297
2025-04-14,internal,response,t-act,1.681297
2025-04-14,internal,response,cryo,1.332397
2025-04-14,internal,response,diversity,1.332397
2025-04-14,internal,response,earth,1.332397
2025-04-14,internal,response,eme,1.332397
2025-04-14,internal,response,geoenv,1.332397
2025-04-14,internal,response,japan,1.332397
2025-04-14,internal,response,jinsha,1.332397
2025-04-14,internal,response,lingua,1.332397
2025-04-14,internal,response,person,1.332397
2025-04-14,internal,response,shakai,1.332397
2025-04-14,internal,response,gip,0.840649
2025-04-14,internal,response,msc,0.840649
2025-04-14,internal,response,ph,0.840649
2025-04-14,internal,response,px,0.840649
2025-04-14,internal,response,t-pirc,0.840649
2025-04-14,internal,response,ut-jinzai-bank,0.840649
2025-04-14,internal,response,air,0.000000
2025-04-14,internal,response,archives,0.000000
2025-04-14,internal,response,art,0.000000
2025-04-14,internal,response,emp,0.000000
2025-04-14,internal,response,engsci,0.000000
2025-04-14,internal,response,flang,0.000000
2025-04-14,internal,response,geo,0.000000
2025-04-14,internal,response,geol,0.000000
2025-04-14,internal,response,geosci,0.000000
2025-04-14,internal,response,high-s,0.000000
2025-04-14,internal,response,ide,0.000000
2025-04-14,internal,response,ied,0.000000
2025-04-14,internal,response,inf,0.000000
2025-04-14,internal,response,kc,0.000000
2025-04-14,internal,response,kkss,0.000000
2025-04-14,internal,response,kou-c,0.000000
2025-04-14,internal,response,kurihama,0.000000
2025-04-14,internal,response,logos,0.000000
2025-04-14,internal,response,mountain-studies,0.000000
2025-04-14,internal,response,nourin,0.000000
2025-04-14,internal,response,ocw,0.000000
2025-04-14,internal,response,opop,0.000000
2025-04-14,internal,response,osi,0.000000
2025-04-14,internal,response,otsuka-s,0.000000
2025-04-14,internal,response,physics,0.000000
2025-04-14,internal,response,pmrc,0.000000
