date,network_type,analysis_type,subdomain,magnitude
2025-04-10,external,response,cc,8.917156
2025-04-10,external,response,twins,7.690640
2025-04-10,external,response,account,7.659227
2025-04-10,external,response,manaba,7.627204
2025-04-10,external,response,www,6.909306
2025-04-10,external,response,u,6.696218
2025-04-10,external,response,kdb,6.638348
2025-04-10,external,response,sec,6.083460
2025-04-10,external,response,utos,5.609033
2025-04-10,external,response,ecloud,5.308361
2025-04-10,external,response,ccs,4.940367
2025-04-10,external,response,tulips,4.855777
2025-04-10,external,response,cs,4.572373
2025-04-10,external,response,pas,4.572373
2025-04-10,external,response,trios,4.572373
2025-04-10,external,response,hokekan,4.229948
2025-04-10,external,response,un,4.229948
2025-04-10,external,response,chem,3.797274
2025-04-10,external,response,md,3.797274
2025-04-10,external,response,ph,3.797274
2025-04-10,external,response,sapec,3.623520
2025-04-10,external,response,cegloc,3.429280
2025-04-10,external,response,geijutsu,3.429280
2025-04-10,external,response,sk,3.429280
2025-04-10,external,response,atmnb,3.209068
2025-04-10,external,response,ap-graduate,2.954853
2025-04-10,external,response,human,2.954853
2025-04-10,external,response,coins,2.654180
2025-04-10,external,response,fair,2.654180
2025-04-10,external,response,iit,2.654180
2025-04-10,external,response,sie,2.654180
2025-04-10,external,response,anzenkanri,2.286186
2025-04-10,external,response,bk,2.286186
2025-04-10,external,response,geoenv,2.286186
2025-04-10,external,response,gsbs,2.286186
2025-04-10,external,response,ims,2.286186
2025-04-10,external,response,otsuka,2.286186
2025-04-10,external,response,prc,2.286186
2025-04-10,external,response,esys,1.811760
2025-04-10,external,response,oyoriko,1.811760
2025-04-10,external,response,risk,1.811760
2025-04-10,external,response,slis,1.811760
2025-04-10,external,response,taiiku,1.811760
2025-04-10,external,response,wpi-iiis,1.811760
2025-04-10,external,response,ac,1.143093
2025-04-10,external,response,edu,1.143093
2025-04-10,external,response,hass,1.143093
2025-04-10,external,response,ied,1.143093
2025-04-10,external,response,jinsha,1.143093
2025-04-10,external,response,klis,1.143093
2025-04-10,external,response,life,1.143093
2025-04-10,external,response,math,1.143093
2025-04-10,external,response,oii,1.143093
2025-04-10,external,response,px,1.143093
2025-04-10,external,response,sanrenhonbu,1.143093
2025-04-10,external,response,sse,1.143093
2025-04-10,external,response,stb,1.143093
2025-04-10,external,response,t-pirc,1.143093
2025-04-10,external,response,tara,1.143093
2025-04-10,external,response,tessa,1.143093
2025-04-10,external,response,zdk,1.143093
2025-04-10,external,response,are,0.000000
2025-04-10,external,response,art,0.000000
2025-04-10,external,response,biol,0.000000
2025-04-10,external,response,bres,0.000000
2025-04-10,external,response,butsuri,0.000000
2025-04-10,external,response,chs,0.000000
2025-04-10,external,response,cj,0.000000
2025-04-10,external,response,coi-sec,0.000000
2025-04-10,external,response,education,0.000000
2025-04-10,external,response,emp,0.000000
2025-04-10,external,response,heritage,0.000000
2025-04-10,external,response,high-s,0.000000
2025-04-10,external,response,hosp,0.000000
2025-04-10,external,response,ipp,0.000000
2025-04-10,external,response,japanese,0.000000
2025-04-10,external,response,jinbun,0.000000
2025-04-10,external,response,kz,0.000000
2025-04-10,external,response,mountain-studies,0.000000
2025-04-10,external,response,ocw,0.000000
2025-04-10,external,response,opop,0.000000
2025-04-10,external,response,osi,0.000000
2025-04-10,external,response,physics,0.000000
2025-04-10,external,response,souki,0.000000
2025-04-10,external,response,suiri,0.000000
2025-04-10,external,response,tech,0.000000
2025-04-10,external,response,tsa,0.000000
