date,network_type,analysis_type,subdomain,magnitude
2025-04-07,internal,response,cc,9.789182
2025-04-07,internal,response,twins,8.793020
2025-04-07,internal,response,manaba,8.675904
2025-04-07,internal,response,account,8.622531
2025-04-07,internal,response,u,8.290683
2025-04-07,internal,response,ecloud,7.602657
2025-04-07,internal,response,www,7.533661
2025-04-07,internal,response,kdb,7.198713
2025-04-07,internal,response,gsbs,5.845749
2025-04-07,internal,response,sec,5.608894
2025-04-07,internal,response,hokekan,5.082150
2025-04-07,internal,response,sapec,4.855645
2025-04-07,internal,response,un,4.374489
2025-04-07,internal,response,cegloc,4.232627
2025-04-07,internal,response,tulips,4.232627
2025-04-07,internal,response,iit,3.680657
2025-04-07,internal,response,atmnb,3.601899
2025-04-07,internal,response,otsuka,3.601899
2025-04-07,internal,response,utos,3.601899
2025-04-07,internal,response,coins,3.115131
2025-04-07,internal,response,lawschool,3.115131
2025-04-07,internal,response,stb,3.115131
2025-04-07,internal,response,pas,2.991312
2025-04-07,internal,response,radd,2.991312
2025-04-07,internal,response,scs,2.991312
2025-04-07,internal,response,sk,2.991312
2025-04-07,internal,response,zdk,2.991312
2025-04-07,internal,response,mast,2.854437
2025-04-07,internal,response,sie,2.854437
2025-04-07,internal,response,human,2.701424
2025-04-07,internal,response,s,2.701424
2025-04-07,internal,response,ac,2.527952
2025-04-07,internal,response,cs,2.527952
2025-04-07,internal,response,esys,2.527952
2025-04-07,internal,response,md,2.527952
2025-04-07,internal,response,anzenkanri,2.327693
2025-04-07,internal,response,chem,2.327693
2025-04-07,internal,response,hibun,2.327693
2025-04-07,internal,response,trios,2.327693
2025-04-07,internal,response,ccs,2.090837
2025-04-07,internal,response,fair,2.090837
2025-04-07,internal,response,geijutsu,2.090837
2025-04-07,internal,response,taiiku,2.090837
2025-04-07,internal,response,edu,1.800949
2025-04-07,internal,response,oyoriko,1.800949
2025-04-07,internal,response,ap-graduate,1.427219
2025-04-07,internal,response,diversity,1.427219
2025-04-07,internal,response,hosp,1.427219
2025-04-07,internal,response,ims,1.427219
2025-04-07,internal,response,oii,1.427219
2025-04-07,internal,response,biol,0.900475
2025-04-07,internal,response,bk,0.900475
2025-04-07,internal,response,chemistry,0.900475
2025-04-07,internal,response,chs,0.900475
2025-04-07,internal,response,imis,0.900475
2025-04-07,internal,response,klis,0.900475
2025-04-07,internal,response,neurosci,0.900475
2025-04-07,internal,response,slis,0.900475
2025-04-07,internal,response,butsuri,0.000000
2025-04-07,internal,response,conservation,0.000000
2025-04-07,internal,response,cryo,0.000000
2025-04-07,internal,response,dac,0.000000
2025-04-07,internal,response,education,0.000000
2025-04-07,internal,response,eme,0.000000
2025-04-07,internal,response,envr,0.000000
2025-04-07,internal,response,geoenv,0.000000
2025-04-07,internal,response,hass,0.000000
2025-04-07,internal,response,hcph,0.000000
2025-04-07,internal,response,japanese,0.000000
2025-04-07,internal,response,jinbun,0.000000
2025-04-07,internal,response,jp-ex,0.000000
2025-04-07,internal,response,kz,0.000000
2025-04-07,internal,response,math,0.000000
2025-04-07,internal,response,mics,0.000000
2025-04-07,internal,response,mountain-studies,0.000000
2025-04-07,internal,response,msc,0.000000
2025-04-07,internal,response,ocw,0.000000
2025-04-07,internal,response,person,0.000000
2025-04-07,internal,response,physics,0.000000
2025-04-07,internal,response,px,0.000000
2025-04-07,internal,response,risk,0.000000
2025-04-07,internal,response,sanrenhonbu,0.000000
2025-04-07,internal,response,sugadaira,0.000000
2025-04-07,internal,response,t-pirc,0.000000
2025-04-07,internal,response,tara,0.000000
2025-04-07,internal,response,tech,0.000000
2025-04-07,internal,response,wpi-iiis,0.000000
