date,network_type,analysis_type,subdomain,magnitude
2025-04-01,internal,response,cc,9.977312
2025-04-01,internal,response,sec,6.622603
2025-04-01,internal,response,www,6.460850
2025-04-01,internal,response,account,6.443639
2025-04-01,internal,response,twins,6.408595
2025-04-01,internal,response,manaba,6.372685
2025-04-01,internal,response,u,6.354392
2025-04-01,internal,response,un,5.689169
2025-04-01,internal,response,tulips,5.251278
2025-04-01,internal,response,kdb,4.559880
2025-04-01,internal,response,ecloud,4.495235
2025-04-01,internal,response,utos,4.427582
2025-04-01,internal,response,trios,3.730149
2025-04-01,internal,response,cs,3.613745
2025-04-01,internal,response,lawschool,3.613745
2025-04-01,internal,response,md,3.487206
2025-04-01,internal,response,person,3.487206
2025-04-01,internal,response,fair,3.195375
2025-04-01,internal,response,human,3.195375
2025-04-01,internal,response,pas,3.195375
2025-04-01,internal,response,sie,3.195375
2025-04-01,internal,response,sapec,3.024086
2025-04-01,internal,response,anzenkanri,2.829894
2025-04-01,internal,response,iit,2.829894
2025-04-01,internal,response,sk,2.829894
2025-04-01,internal,response,ap-graduate,2.340570
2025-04-01,internal,response,esys,2.016057
2025-04-01,internal,response,hokekan,2.016057
2025-04-01,internal,response,life,2.016057
2025-04-01,internal,response,otsuka,2.016057
2025-04-01,internal,response,s,2.016057
2025-04-01,internal,response,stb,2.016057
2025-04-01,internal,response,taiiku,2.016057
2025-04-01,internal,response,biol,1.597688
2025-04-01,internal,response,bk,1.597688
2025-04-01,internal,response,bres,1.597688
2025-04-01,internal,response,cegloc,1.597688
2025-04-01,internal,response,coins,1.597688
2025-04-01,internal,response,dac,1.597688
2025-04-01,internal,response,ims,1.597688
2025-04-01,internal,response,oyoriko,1.597688
2025-04-01,internal,response,slis,1.597688
2025-04-01,internal,response,wpi-iiis,1.597688
2025-04-01,internal,response,ccs,1.008029
2025-04-01,internal,response,chem,1.008029
2025-04-01,internal,response,edu,1.008029
2025-04-01,internal,response,envr,1.008029
2025-04-01,internal,response,geijutsu,1.008029
2025-04-01,internal,response,hosp,1.008029
2025-04-01,internal,response,ied,1.008029
2025-04-01,internal,response,mast,1.008029
2025-04-01,internal,response,mountain-studies,1.008029
2025-04-01,internal,response,sanrenhonbu,1.008029
2025-04-01,internal,response,t-pirc,1.008029
2025-04-01,internal,response,coi-sec,0.000000
2025-04-01,internal,response,conservation,0.000000
2025-04-01,internal,response,diversity,0.000000
2025-04-01,internal,response,education,0.000000
2025-04-01,internal,response,elementary-s,0.000000
2025-04-01,internal,response,gene,0.000000
2025-04-01,internal,response,geoenv,0.000000
2025-04-01,internal,response,global,0.000000
2025-04-01,internal,response,gsbs,0.000000
2025-04-01,internal,response,hibun,0.000000
2025-04-01,internal,response,high-s,0.000000
2025-04-01,internal,response,imis,0.000000
2025-04-01,internal,response,informatics,0.000000
2025-04-01,internal,response,intersc,0.000000
2025-04-01,internal,response,japanese,0.000000
2025-04-01,internal,response,klis,0.000000
2025-04-01,internal,response,kokusai,0.000000
2025-04-01,internal,response,koudai,0.000000
2025-04-01,internal,response,kz,0.000000
2025-04-01,internal,response,math,0.000000
2025-04-01,internal,response,mics,0.000000
2025-04-01,internal,response,msc,0.000000
2025-04-01,internal,response,oii,0.000000
2025-04-01,internal,response,risk,0.000000
2025-04-01,internal,response,sse,0.000000
2025-04-01,internal,response,tara,0.000000
2025-04-01,internal,response,tech,0.000000
2025-04-01,internal,response,zdk,0.000000
