day,domain,dnsmagnitude
20,cc,9.778577485650692
20,cs,8.597824227955273
20,slis,8.509868932736824
20,u,8.407179115247088
20,taiiku,8.355009166403784
20,sec,8.24827394692793
20,tulips,8.178360810140015
20,ccs,8.14293239444866
20,sk,8.130209403794252
20,ims,7.969230130489398
20,www,7.950303493266888
20,biol,7.893543073873448
20,bk,7.857658963795092
20,esys,7.801092833603718
20,hosp,7.793061200511386
20,coins,7.731782670958881
20,kz,7.710879243163871
20,envr,7.674907769525444
20,iit,7.673813600600658
20,human,7.6648533802901735
20,criced,7.661846429996818
20,otsuka,7.590232558441768
20,trios,7.589716867657452
20,alumni,7.580903978803259
20,s,7.575504058010817
20,geijutsu,7.554643704392513
20,risk,7.499290540849457
20,tsa,7.477707253805613
20,px,7.456984967112356
20,jinsha,7.428168230117221
20,cegloc,7.404972478595342
20,account,7.403489167205585
20,chem,7.379848510383316
20,ph,7.3577966647109365
20,stb,7.333578337458995
20,math,7.315966199882661
20,manaba,7.258437291710497
20,tara,7.248896774808885
20,high-s,7.212835352781406
20,geoenv,7.192627865723097
20,global,7.189934412017914
20,pmrc,7.149932168719137
20,pas,7.13971485013105
20,sapec,7.113644934605166
20,klis,7.104485055882999
20,hass,7.093126334230767
20,ecloud,7.090716392716247
20,ied,7.0788733216649655
20,life,7.064698415740184
20,prc,7.046179823827168
20,ap-graduate,7.043638822707109
20,ocw,7.033723168744705
20,twins,7.032113446344937
20,dpipe,7.011246989494995
20,lawschool,6.989540244035995
20,komaba-s,6.987509526428669
20,msc,6.979339882943973
20,wpi-iiis,6.975913550399639
20,gsbs,6.973851385337111
20,t-pirc,6.960678577040769
20,un,6.948370335478607
20,geol,6.9118645092542135
20,is,6.910756883832629
20,kdb,6.9089077649382356
20,shimoda,6.886032809307985
20,sanrenhonbu,6.83642864712689
20,hokekan,6.831998890481731
20,nsfb,6.827141085418073
20,kiri-s,6.7898346862474055
20,education,6.7800438806154935
20,phd-humanics,6.77918738111805
20,ac,6.771873577587824
20,tac,6.7583795146628125
20,utos,6.747345794949864
20,heritage,6.723490687676771
20,sakado-s,6.721664016949501
20,geo,6.708307039616173
20,lingua,6.695217109737251
20,bres,6.65622537541064
20,elementary-s,6.640837452288834
20,informatics,6.559074206997942
20,deaf-s,6.548025381616291
20,logos,6.539086233360565
20,neurosci,6.535710709673126
20,anzenkanri,6.504155277016628
20,icrhs,6.483474369683556
20,kansei,6.481679097766917
20,sie,6.478077625646126
20,kokusai,6.406717995373682
20,japan,6.4060659485869405
20,edu,6.370803637631196
20,dac,6.363306181735139
20,sugadaira,6.350204995197432
20,jinbun,6.340426247039428
20,osi,6.326267068742117
20,intersc,6.312603395580803
20,mast,6.311152804309957
20,nourin,6.303864079785555
20,jp-ex,6.299461946830331
20,gene,6.2979897049336495
20,kurihama,6.2456417319152955
20,hibun,6.235423910767364
20,otsuka-s,6.2226845113857365
20,emp,6.201584977852643
20,t-act,6.198293920662881
20,histanth,6.197469246511393
20,rccp,6.17744369831164
20,sse,6.175754332130601
20,diversity,6.162122407312271
20,kc,6.152627539689266
20,cj,6.147405397217988
20,oyoriko,6.139514130501089
20,ilc,6.130662993769564
20,chs,6.104484088085256
20,projects,6.089703115458691
20,suiri,6.081279378094408
20,hcs,6.080338454148098
20,tias,6.044804038955843
20,imis,6.042842133935851
20,scs,6.038905268680399
20,japanese,6.033959508478035
20,chemistry,6.005742233598821
20,skip,5.990248617654905
20,vbl,5.971292132423653
20,tgsw,5.961659904184524
20,art,5.950833408295705
20,oiso,5.945370242376516
20,tech,5.945370242376516
20,utvpn,5.945370242376516
20,kiso,5.93987324858908
20,gfest,5.9387697535306065
20,modernlc,5.9354510144871915
20,ccr,5.932119822360034
20,tomonaga,5.93100664144899
20,bpgi,5.9220505840512505
20,conservation,5.916406816408767
20,ide,5.896945110888192
20,ri-center,5.885294528189817
20,ipp,5.88059114415384
20,soc-int,5.87941139426562
20,shakai,5.869916526642616
20,coi-sec,5.868722495984824
20,scpj,5.848174338059138
20,earth,5.846950682923659
20,oii,5.833377967873599
20,butsuri,5.7939719120647775
20,eme,5.792671162146742
20,f-mirai,5.775585658366801
20,inf,5.771595711604545
20,opop,5.747271952790497
20,mics,5.739013645236421
20,koudai,5.625590931718957
20,ut-jinzai-bank,5.543331974533955
20,souki,5.541606489714298
20,kou-c,5.538145426226224
20,hbp,5.531182553981886
20,sports,5.462160192048725
20,press,5.45266532442572
20,kokuren,5.448838759620876
20,hcph,5.431412126028243
20,nature,5.413636548988159
20,are,5.395497768285757
20,centers,5.393459279077251
20,fair,5.360190312170448
20,riryou,5.338745751124622
20,trems,5.3234202617276924
20,physics,5.31677033055712
20,gip,5.314542571144068
20,mountain-studies,5.2919519969892015
20,nc-bsys,5.230375847019738
20,radd,5.21553825940214
20,atmnb,5.169476891813792
20,archives,5.158908175799816
20,cryo,5.1482121227955915
20,opera,5.134658246389131
20,emc,5.039604380261841
20,rdcpm,4.983119926853452
20,chiiki,4.973346305272512
20,kkss,4.8838061223889575
20,13,4.843024930499231
20,humcul,4.76370777589098
20,namagaku,4.734183289489556
20,sohosai,4.708070769924778
20,geosci,4.6857078328029385
20,tc,4.681166842542724
20,engsci,4.662766978504547
20,ronbun-juri,4.569748242799826
20,materials,4.522036135103859
20,arena,4.511075975397234
20,ryudou,4.471613404856862
20,rcus,4.43633346471658
20,flang,4.3933192963994045
20,glc-net,4.3933192963994045
20,rcdh,4.334764341406659
20,ttft,4.28639181957554
20,person,4.272072772694859
20,cybernics,4.204615397761479
20,moodle,4.156616591642145
20,sleepymouse,4.105873543275043
20,ole,4.097127052227642
20,law,4.097127052227642
20,e-nihongo,4.061253013383374
20,qils,4.052053328360008
20,tessa,4.014270534404505
20,kyoikusuishin,3.944015455318537
20,anpi,3.933509277549822
20,corpus,3.8790282798277724
20,237,3.8677190611537915
20,ies,3.8562639130539482
20,tems,3.7459171657325183
20,megaquake,3.5735529000072974
20,md,3.3594584720612204
20,241,3.1305676739296047
20,ticonfms,3.104065357800832
20,imri,3.076747459014569
20,i-sangaku,2.989356136539965
20,hq,2.9582034082043833
20,191,2.404103142537285
20,entrance-exam,2.2770637000054386
20,sustain,2.1287594884553926
20,fair-meta,2.0441467649947604
20,244,1.9506117386908781
20,athletics,1.4287972731918464
20,robotics,0.6153494918029139
20,eprofs,0.0
20,mcast,0.0
20,sipc,0.0
20,srn,0.0
20,t-anzen,0.0
20,zdk,0.0
