day,domain,dnsmagnitude
10,cc,9.757881426279491
10,u,8.600652761500067
10,cs,8.55846364964747
10,slis,8.555748587353403
10,taiiku,8.408974433370807
10,sec,8.297943982762506
10,tulips,8.113257977236751
10,www,8.07136319952064
10,ccs,8.06398429751553
10,sk,7.996805234850803
10,ims,7.941693232006534
10,hosp,7.93366676939803
10,biol,7.84217629004873
10,bk,7.839936599057753
10,coins,7.835202730313309
10,esys,7.830562540149414
10,trios,7.792532224093789
10,iit,7.77922804744242
10,kz,7.763533569796029
10,human,7.754995217625181
10,s,7.7295404816134745
10,alumni,7.728067256997949
10,criced,7.682823237447968
10,otsuka,7.646816159844063
10,un,7.570693345506935
10,cegloc,7.55140617184686
10,geijutsu,7.5261387003721545
10,chem,7.4679262711380945
10,account,7.460689078057296
10,jinsha,7.458870434191807
10,tsa,7.45485612800802
10,risk,7.446772114570575
10,px,7.439916191558619
10,pmrc,7.387014936570232
10,math,7.384641084071973
10,manaba,7.37788015618076
10,stb,7.363388958979984
10,geoenv,7.360136001760646
10,envr,7.35727975889259
10,tara,7.319065396525234
10,wpi-iiis,7.286454217997881
10,ph,7.275757919914218
10,klis,7.266290720590088
10,high-s,7.263566978622315
10,twins,7.241467872151612
10,shimoda,7.220949221521631
10,hass,7.220471852348391
10,sapec,7.218559779846085
10,komaba-s,7.21183459222223
10,utos,7.204085148548419
10,pas,7.179668466742534
10,ecloud,7.161475114378589
10,prc,7.11669465012767
10,msc,7.115888309864367
10,ocw,7.091624192242368
10,kdb,7.076006406564944
10,dpipe,7.075443465447437
10,life,7.0658179102675485
10,geol,7.054933754419029
10,lawschool,7.04595369486483
10,ied,7.0315696699698185
10,hokekan,7.014535697109825
10,global,6.99716521446199
10,gsbs,6.994390864760083
10,ap-graduate,6.988815766154676
10,t-pirc,6.975668070937785
10,sakado-s,6.974721384326859
10,sanrenhonbu,6.945509873997404
10,nsfb,6.929369175147898
10,kiri-s,6.898239765223888
10,ac,6.85843225432116
10,heritage,6.85843225432116
10,bres,6.830236135600927
10,is,6.814466631913865
10,anzenkanri,6.769383659601846
10,deaf-s,6.7475813692692705
10,phd-humanics,6.731075694666265
10,tac,6.7222845745925754
10,education,6.721863749508921
10,elementary-s,6.72144272292893
