day,domain,dnsmagnitude
15,cc,9.746910251834882
15,cs,8.566464949462421
15,biol,8.46212460522195
15,slis,8.437317488279097
15,u,8.418286687367674
15,taiiku,8.29160413241085
15,sec,8.276733569957697
15,www,8.088394702190568
15,tulips,8.050326995835878
15,hosp,8.044235704017824
15,sk,8.026932999295065
15,ccs,8.008607753898668
15,ims,7.98969499236664
15,trios,7.884392969155767
15,bk,7.857087769050427
15,esys,7.835743530642641
15,kz,7.7851121634430855
15,iit,7.765617145839298
15,s,7.764981013872818
15,human,7.760643056444203
15,coins,7.748666851407478
15,alumni,7.729794787133617
15,criced,7.694382320699267
15,otsuka,7.663359835791248
15,geijutsu,7.633126144223435
15,px,7.576472709613893
15,cegloc,7.553945462957291
15,risk,7.523484084585767
15,un,7.520126791777072
15,chem,7.500053245549035
15,manaba,7.479686367204708
15,account,7.466199025655129
15,tsa,7.439693305209904
15,stb,7.436739339940752
15,geoenv,7.432289682841157
15,envr,7.420312545010822
15,math,7.417670634465687
15,jinsha,7.403956719599631
15,ph,7.374679362076758
15,pmrc,7.310465397601029
15,klis,7.265115355067004
15,tara,7.2610589541456445
15,twins,7.235389328383972
15,hass,7.224625210923086
15,shimoda,7.223447210754427
15,high-s,7.210144539751315
15,lawschool,7.163447511652301
15,wpi-iiis,7.153292085318673
15,ecloud,7.148940222097664
15,prc,7.148940222097664
15,pas,7.140430441293271
15,ied,7.1020300496520035
15,komaba-s,7.075092209744254
15,ocw,7.071736199572037
15,msc,7.070053374164423
15,utos,7.060455985573811
15,global,7.037160070613464
15,t-pirc,7.033655672638128
15,sapec,7.028667054554055
15,kdb,7.020388242473767
15,geol,7.010529835447828
15,life,6.991703347545705
15,gsbs,6.979339531984496
15,dpipe,6.975908751647946
15,ap-graduate,6.974031753937802
15,heritage,6.974031753937802
15,sanrenhonbu,6.969951114216777
15,sakado-s,6.959506623814744
15,kiri-s,6.955037833538436
15,nsfb,6.940517922887771
15,hokekan,6.897170799998273
15,tac,6.842526360207634
15,education,6.834854393589072
15,ac,6.824148397137687
15,is,6.821916978679224
15,deaf-s,6.815563669512391
15,bres,6.774484521554075
15,sugadaira,6.763011895869647
15,anzenkanri,6.746531971507898
15,elementary-s,6.712614558431422
15,phd-humanics,6.711770721100323
15,lingua,6.677334774553238
15,japan,6.6680671043276325
15,hibun,6.648326170318422
15,dac,6.632762044455004
15,kansei,6.578467506623991
15,osi,6.574528331439396
15,neurosci,6.559094966243213
15,otsuka-s,6.5570836669234955
15,geo,6.555572164524543
15,sie,6.542874131997472
15,kokusai,6.537228316164645
15,nourin,6.51003650290076
15,chs,6.496118296167898
15,kurihama,6.485806001471276
15,intersc,6.432346481057208
15,informatics,6.423599964115744
15,logos,6.403446059732949
15,histanth,6.399238701598182
15,edu,6.379127978236373
15,emp,6.3635800574108945
15,gene,6.343910422017374
15,hcs,6.317200304701889
15,japanese,6.303198394228383
15,kc,6.299156510130554
15,diversity,6.293738237938362
15,coi-sec,6.266133936905453
15,ilc,6.263325190806253
15,oyoriko,6.236909482387301
15,t-act,6.233278081622007
15,conservation,6.223029561778054
15,gfest,6.211168661323917
15,mast,6.211168661323917
15,icrhs,6.2096747245792745
15,tech,6.2089268023594455
15,scs,6.206679207289025
15,tomonaga,6.202166690889084
15,rccp,6.175371401397468
15,oiso,6.162055597517899
15,imis,6.152533178046935
15,sse,6.142906401216564
15,suiri,6.124154881159287
15,tias,6.1225052382442
15,soc-int,6.115043266666058
15,hbp,6.102464036040603
15,jinbun,6.099078927442583
15,cj,6.062724721879833
15,jp-ex,6.056516677708609
15,scpj,5.994765914994766
15,projects,5.990938307221513
15,oii,5.959701786169759
15,eme,5.954719160251934
15,shakai,5.948702461427801
15,bpgi,5.94061554959206
15,opop,5.917984835379115
15,modernlc,5.900089203773237
15,ipp,5.897959664320306
15,chemistry,5.849754151489673
15,earth,5.83613473768273
15,art,5.822300836121303
15,trems,5.816471786237743
15,butsuri,5.809425481658272
15,gip,5.802322198256192
15,inf,5.781878581397241
15,f-mirai,5.767155869269485
15,skip,5.749661572275485
15,tgsw,5.7483985460419005
15,ccr,5.710957753023658
15,fair,5.6963279212573985
15,cryo,5.678718002730607
15,ri-center,5.65373713655959
15,ide,5.6366796181910415
15,atmnb,5.630919370703769
15,ut-jinzai-bank,5.603030215785834
15,vbl,5.597044266938744
15,press,5.586469690128776
15,kiso,5.583424853131801
15,utvpn,5.560245814560986
15,koudai,5.555535698213867
15,physics,5.546039015513752
15,nature,5.525103744686807
15,radd,5.503657327875815
15,souki,5.495267248868774
15,namagaku,5.3858814527714
15,mics,5.364620171699806
15,mountain-studies,5.332746032131082
15,person,5.308057720696099
15,are,5.28907520209694
15,nc-bsys,5.28907520209694
15,kokuren,5.280505040518604
15,sports,5.267490956650023
15,hcph,5.254281164950816
15,engsci,5.22953489207646
15,archives,5.218051923410487
15,riryou,5.067092712717012
15,opera,5.064343306422063
15,emc,5.03636531754601
15,geosci,5.010399843096167
15,humcul,4.956046347944811
15,centers,4.952925795483312
15,kou-c,4.927554079653289
15,kyoikusuishin,4.9113163789775856
15,chiiki,4.8467214957042275
15,rdcpm,4.737949024536028
15,kkss,4.631985227042942
15,tessa,4.566539629714781
15,rcus,4.5318926478287525
15,ronbun-juri,4.501067218553064
15,flang,4.490546918031791
15,13,4.458208250493645
15,materials,4.359534408482802
15,glc-net,4.3533699298926685
15,ryudou,4.234302080645628
15,tems,4.212788321424958
15,rcdh,4.198147405939869
15,qils,4.160440561706107
15,moodle,4.152700999797286
15,arena,4.121042272820414
15,tc,4.121042272820414
15,anpi,4.088199771259783
15,ttft,4.036512240504084
15,cybernics,3.892182756329698
15,sohosai,3.8493237882702798
15,237,3.8382741508278233
15,e-nihongo,3.8382741508278233
15,md,3.7320251935873463
15,sleepymouse,3.625417618422263
15,imri,3.487641765634932
15,ies,3.4005968887892664
15,corpus,3.2832982941063324
15,hq,3.2621301711655986
15,ole,3.240439326046914
15,megaquake,3.12314073136398
15,law,3.0165331561988964
15,241,2.8275718787536324
15,ticonfms,2.8275718787536324
15,entrance-exam,2.7917124265659004
15,robotics,2.106394160712479
15,244,1.9301180797916053
15,191,1.5739435021191683
15,i-sangaku,1.5739435021191683
15,fair-meta,1.217768924446732
15,sustain,0.9650590398958027
15,srn,0.608884462223366
15,athletics,0.608884462223366
15,mcast,0.0
15,eprofs,0.0
15,sipc,0.0
15,t-anzen,0.0
15,zdk,0.0
