day,domain,dnsmagnitude
01,cc,9.758526
01,cs,8.553427
01,slis,8.452711
01,u,8.418113
01,sec,8.353309
01,tulips,8.232832
01,taiiku,8.161942
01,ccs,8.094008
01,www,8.084486
01,sk,8.063607
01,ims,8.037921
01,hosp,7.944581
01,esys,7.895887
01,bk,7.882552
01,biol,7.858989
01,iit,7.849094
01,trios,7.846907
01,human,7.803012
01,s,7.770455
01,kz,7.765800
01,alumni,7.725416
01,coins,7.723319
01,geijutsu,7.636020
01,otsuka,7.622790
01,criced,7.606169
01,envr,7.594103
01,math,7.569962
01,jinsha,7.549243
01,un,7.541196
01,cegloc,7.541024
01,chem,7.525929
01,px,7.512527
01,tsa,7.510927
01,risk,7.471244
01,tara,7.381566
01,hass,7.375568
01,stb,7.368903
01,pmrc,7.344741
01,geoenv,7.344526
01,ph,7.341943
01,pas,7.252407
01,account,7.250735
01,klis,7.223057
01,shimoda,7.214383
01,geol,7.188605
01,wpi-iiis,7.186036
01,ied,7.174907
01,manaba,7.166533
01,komaba-s,7.164427
01,high-s,7.162051
01,utos,7.135491
01,msc,7.109511
01,prc,7.062269
01,ocw,7.052449
01,lawschool,7.040095
01,twins,7.033700
01,life,6.998468
01,dpipe,6.994962
01,kiri-s,6.983066
01,nsfb,6.925212
01,ecloud,6.917227
01,cj,6.910926
01,heritage,6.893187
01,sanrenhonbu,6.891393
01,t-pirc,6.887073
01,ap-graduate,6.880189
01,phd-humanics,6.873618
01,sapec,6.873618
01,is,6.833130
01,gsbs,6.826971
01,sakado-s,6.823487
01,global,6.807046
01,rccp,6.796313
01,bres,6.786661
01,lingua,6.769100
01,kdb,6.763722
01,tac,6.745694
01,ac,6.743998
01,japan,6.691995
01,deaf-s,6.664565
01,education,6.644844
01,elementary-s,6.630000
01,dac,6.615885
01,informatics,6.613920
01,geo,6.611950
01,logos,6.558621
01,sie,6.558621
01,kansei,6.547558
01,sugadaira,6.527178
01,hokekan,6.498506
01,emp,6.474071
01,intersc,6.469450
01,kokusai,6.418178
01,nourin,6.409542
01,edu,6.407680
01,osi,6.384392
01,gene,6.380557
01,tgsw,6.367651
01,kurihama,6.354554
01,chs,6.352573
01,kc,6.351912
01,neurosci,6.351912
01,diversity,6.346602
01,otsuka-s,6.345936
01,icrhs,6.334538
01,histanth,6.309902
01,anzenkanri,6.304333
01,ilc,6.293088
01,t-act,6.283130
01,hibun,6.233853
01,coi-sec,6.230823
01,scs,6.169542
01,oiso,6.155602
01,mast,6.135540
01,hcs,6.088660
01,sse,6.054110
01,jp-ex,6.051324
01,trems,6.042913
01,tias,6.038205
01,tech,6.034421
01,oyoriko,6.011367
01,jinbun,5.998624
01,oii,5.995657
01,suiri,5.982683
01,imis,5.968495
01,scpj,5.964398
01,tomonaga,5.956149
01,mountain-studies,5.941524
01,modernlc,5.940470
01,shakai,5.936241
01,chemistry,5.929860
01,gfest,5.928792
01,opop,5.926652
01,ccr,5.907156
01,japanese,5.901663
01,ut-jinzai-bank,5.898351
01,bpgi,5.887220
01,hbp,5.840054
01,press,5.824557
01,projects,5.801407
01,skip,5.768710
01,fair,5.753201
01,inf,5.742708
01,ri-center,5.718632
01,vbl,5.692486
01,soc-int,5.679826
01,conservation,5.676988
01,kiso,5.661212
01,f-mirai,5.656860
01,earth,5.646621
01,gip,5.643674
01,art,5.630288
01,eme,5.595128
01,koudai,5.585721
01,nature,5.555252
01,archives,5.545407
01,butsuri,5.515198
01,utvpn,5.506619
01,ipp,5.497957
01,hcph,5.492718
01,mics,5.487448
01,person,5.438547
01,radd,5.344302
01,rcdh,5.335975
01,sports,5.327568
01,souki,5.301856
01,nc-bsys,5.288714
01,ide,5.282069
01,physics,5.261827
01,rdcpm,5.236440
01,humcul,5.116227
01,centers,5.113540
01,riryou,5.058005
01,kokuren,4.992589
01,kyoikusuishin,4.986395
01,13,4.898214
01,emc,4.887849
01,are,4.863181
01,atmnb,4.822968
01,namagaku,4.788647
01,chiiki,4.784750
01,opera,4.776903
01,cryo,4.760998
01,geosci,4.756977
01,kou-c,4.740705
01,ronbun-juri,4.533411
01,cybernics,4.501693
01,tc,4.490862
01,rcus,4.463189
01,materials,4.399070
01,glc-net,4.380743
01,ryudou,4.374548
01,arena,4.323363
01,kkss,4.296612
01,ttft,4.282926
01,237,4.240548
01,moodle,4.233283
01,engsci,4.180680
01,anpi,4.157140
01,e-nihongo,4.141090
01,tessa,4.141090
01,tems,4.028987
01,flang,3.981772
01,qils,3.775048
01,sohosai,3.698242
01,ies,3.671079
01,imri,3.504609
01,md,3.417140
01,corpus,3.320042
01,law,3.278000
01,sleepymouse,3.112747
01,hq,3.059233
01,ole,2.909262
01,241,2.841328
01,fair-meta,2.767726
01,megaquake,2.767726
01,191,2.500900
01,244,2.193447
01,ticonfms,2.116641
01,robotics,1.581600
01,sustain,1.420664
01,entrance-exam,0.611847
01,i-sangaku,0.611847
01,sipc,0.000000
01,mcast,0.000000
01,srn,0.000000
01,eprofs,0.000000
01,t-anzen,0.000000
01,air,0.000000
