day,domain,dnsmagnitude
24,cc,9.752657701868833
24,cs,8.619372352324557
24,slis,8.480387139605728
24,u,8.445723418761949
24,tulips,8.439857967644372
24,sec,8.371307248831501
24,taiiku,8.307761299431032
24,ccs,8.091349452565233
24,bk,8.065801188329583
24,www,8.065626004743125
24,sk,8.040116699503562
24,ims,8.02235069772131
24,hosp,7.94292384194546
24,biol,7.89444320449522
24,trios,7.873423075982955
24,esys,7.837455283961691
24,iit,7.783297370622976
24,alumni,7.750148876094638
24,criced,7.746499156128205
24,s,7.72930595201487
24,kz,7.727632352726357
24,human,7.695077015227012
24,coins,7.667221550355076
24,otsuka,7.629560007702502
24,geijutsu,7.596365045926751
24,un,7.536265765362167
24,cegloc,7.527726581611914
24,manaba,7.466021959858497
24,risk,7.441892377870235
24,px,7.436698265163933
24,envr,7.426216695703884
24,jinsha,7.424032343511441
24,geoenv,7.415055924675389
24,tsa,7.411180542171289
24,account,7.407102139286318
24,chem,7.3987003216049985
24,math,7.351882732622574
24,pmrc,7.326176903717855
24,stb,7.284437159939668
24,tara,7.272167735575762
24,ph,7.2588440448599
24,high-s,7.2383579002692935
24,shimoda,7.218534075045532
24,klis,7.179658141828945
24,msc,7.179658141828945
24,hass,7.096046379574423
24,pas,7.091795192848574
24,ecloud,7.087790875191545
24,ied,7.085647728827884
24,sakado-s,7.0832304033512665
24,global,7.069951054204542
24,wpi-iiis,7.065570962568915
24,utos,7.064472508055771
24,twins,7.051740246393426
24,lawschool,7.050624294989424
24,ocw,7.038254047314311
24,life,7.028287756658861
24,komaba-s,7.012101951444577
24,prc,6.998578968304938
24,dpipe,6.977591318106558
24,geol,6.975768751900784
24,sanrenhonbu,6.969053368556512
24,ap-graduate,6.967826837899735
24,kdb,6.929567758957898
24,t-pirc,6.915348745185101
24,elementary-s,6.903540798938323
24,sapec,6.8989054767965525
24,is,6.889560572239876
24,nsfb,6.873646773022754
24,ac,6.862297896110483
24,heritage,6.860912226919823
24,gsbs,6.854649439233825
24,kiri-s,6.81865250309288
24,education,6.7630788130957695
24,phd-humanics,6.693724708416374
24,tac,6.677204766515518
24,deaf-s,6.669905078907396
24,japan,6.6681786264097775
24,bres,6.666448763633408
24,hokekan,6.661673946251537
24,anzenkanri,6.637848744713426
24,dac,6.609207836053972
24,lingua,6.602713951191335
24,geo,6.580076367744961
24,sie,6.577684280090537
24,sugadaira,6.550930824420882
24,osi,6.472978272863159
24,logos,6.466475202789063
24,intersc,6.463751272923326
24,edu,6.462659324221022
24,kansei,6.460471333711757
24,neurosci,6.443326469664115
24,rccp,6.420122881218973
24,hibun,6.4132136323954985
24,kokusai,6.4132136323954985
24,otsuka-s,6.4097384582090475
24,ipp,6.389187065140716
24,chs,6.384421106461947
24,nourin,6.362647375161655
24,diversity,6.344705002852247
24,coi-sec,6.340946444525849
24,emp,6.316760151229128
24,kurihama,6.309632349983613
24,mast,6.299818170927123
24,kc,6.297842067616012
24,informatics,6.255279280972708
24,t-act,6.246932186048796
24,gene,6.216350972363874
24,sse,6.212724703224791
24,ilc,6.202490531293834
24,japanese,6.191390981621625
24,icrhs,6.1603142006719915
24,histanth,6.158769680437796
24,scs,6.143959258766313
24,tias,6.12729305784967
24,hcs,6.103743618817119
24,suiri,6.0963045134784455
24,tech,6.087125610769633
24,jinbun,6.065899589976547
24,utvpn,6.047663335921487
24,cj,6.043264819664385
24,oyoriko,6.037957271625761
24,conservation,6.03618091656278
24,imis,6.0317242008588074
24,jp-ex,6.0317242008588074
24,tomonaga,6.026346029938539
24,modernlc,6.007257990764494
24,shakai,5.990559000239952
24,gfest,5.962966778042645
24,soc-int,5.961031434170372
24,projects,5.926451650199669
24,oiso,5.914274266331844
24,inf,5.908121481684552
24,bpgi,5.896727861242021
24,scpj,5.878822695525805
24,chemistry,5.857278121986175
24,butsuri,5.846303758500135
24,oii,5.835190122727145
24,skip,5.818250663335254
24,hbp,5.811382057569845
24,ccr,5.807927446597751
24,art,5.802139304272562
24,ut-jinzai-bank,5.795142653907483
24,ri-center,5.77978871281632
24,earth,5.765372868849834
24,opop,5.7470128096820865
24,tgsw,5.7307833278200615
24,atmnb,5.701311514909553
24,gip,5.694771210083614
24,vbl,5.668110315627642
24,trems,5.654469187082063
24,fair,5.653093314456892
24,press,5.639214375068861
24,f-mirai,5.636411995890979
24,ide,5.636411995890979
24,kiso,5.594736306918532
24,mountain-studies,5.58734602891927
24,eme,5.585860459867886
24,koudai,5.519472847465277
24,souki,5.495077321639599
24,mics,5.486792087222744
24,nature,5.444147696437498
24,physics,5.43182548466077
24,archives,5.3863457566815205
24,kokuren,5.382603260619187
24,radd,5.326459089047967
24,hcph,5.295942316871199
24,cryo,5.2897092461042465
24,sports,5.178707359374694
24,emc,5.159564679261754
24,centers,5.142464556537266
24,nc-bsys,5.109793176020068
24,namagaku,5.065142946322855
24,kou-c,5.059737109739068
24,riryou,5.051565267434663
24,are,5.000865035809586
24,rdcpm,4.928348366349819
24,opera,4.909240493873991
24,geosci,4.85272135216397
24,humcul,4.824806869522996
24,tc,4.82125415574271
24,chiiki,4.781192409013097
24,rcus,4.7585426272334015
24,person,4.743110637682155
24,materials,4.699214569220023
24,ronbun-juri,4.608762756255519
24,kkss,4.599640353499308
24,flang,4.557371105232217
24,13,4.507880947045731
24,rcdh,4.439056084181344
24,ole,4.376272397904451
24,kyoikusuishin,4.321329751212044
24,engsci,4.308637605202191
24,tems,4.308637605202191
24,ryudou,4.295758803307197
24,glc-net,4.289247674831674
24,moodle,4.2213266137272605
24,anpi,4.207086580531088
24,ttft,4.147691433787009
24,arena,4.124336909861962
24,e-nihongo,4.083972957086059
24,qils,4.058830290128755
24,237,3.910986638261025
24,tessa,3.9008623319079563
24,sohosai,3.8906196099309103
24,sleepymouse,3.7926083066917227
24,cybernics,3.7330109799292486
24,imri,3.720588888733413
24,md,3.628320181453741
24,law,3.614307998589487
24,megaquake,3.5855925491166256
24,ies,3.5559035111657393
24,corpus,3.162235167628902
24,ticonfms,3.007289383451712
24,244,2.6234908068835656
24,hq,2.5785710764161744
24,241,2.5785710764161744
24,fair-meta,2.531222099603894
24,i-sangaku,2.2462357931068215
24,191,2.099939390309041
24,entrance-exam,1.4094535766080172
24,sustain,0.96210174223306
24,air,0.6070186151377743
24,tlsi,0.6070186151377743
24,eprofs,0.0
24,t-anzen,0.0
24,sipc,0.0
24,srn,0.0
24,mcast,0.0
24,athletics,0.0
24,robotics,0.0
