day,domain,dnsmagnitude
23,cc,9.753950577859703
23,cs,8.646567096062036
23,u,8.451413311199227
23,slis,8.417011657128663
23,sec,8.334962941473314
23,taiiku,8.250426337617771
23,tulips,8.113906712392353
23,ccs,8.053424954230465
23,www,8.051937415170688
23,sk,8.041265250802986
23,ims,7.982353387588715
23,hosp,7.942067177055153
23,biol,7.905030439428588
23,esys,7.864179493125106
23,bk,7.815148832014305
23,trios,7.787811800779789
23,iit,7.781380747579857
23,alumni,7.7745197547617915
23,kz,7.770172252403247
23,s,7.727493521623021
23,criced,7.724528271331769
23,human,7.716390046147468
23,coins,7.686593727383887
23,otsuka,7.641030879317675
23,geijutsu,7.5739592229830475
23,un,7.5113827566573494
23,cegloc,7.508798482257096
23,risk,7.5051676948230055
23,manaba,7.502391286187153
23,tsa,7.467106812243992
23,chem,7.448457345504283
23,envr,7.4438254220536955
23,account,7.442710121527287
23,px,7.430347563848638
23,jinsha,7.422198672232308
23,stb,7.364363745362687
23,pmrc,7.343584010825419
23,math,7.3410821834057325
23,geoenv,7.334165239001574
23,ph,7.295228048886838
23,tara,7.276330312131954
23,high-s,7.245921349918504
23,twins,7.174720563601764
23,klis,7.164827334868512
23,hass,7.11280834328612
23,wpi-iiis,7.112537655414881
23,ecloud,7.104924375595719
23,msc,7.104651250230802
23,shimoda,7.1005441599798775
23,life,7.095038037269924
23,utos,7.090608187274157
23,lawschool,7.086992434198994
23,global,7.074925628298202
23,sakado-s,7.073511707031445
23,pas,7.061257237020183
23,ocw,7.044452768943919
23,prc,7.0394658608315615
23,ap-graduate,7.031486902633026
23,ied,6.977938797092016
23,komaba-s,6.9763599055701615
23,heritage,6.94972762528104
23,geol,6.938910716982612
23,sanrenhonbu,6.938250851812394
23,t-pirc,6.932289682854911
23,kdb,6.925618431834027
23,dpipe,6.921591258539166
23,is,6.917545562342988
23,gsbs,6.872481322604919
23,ac,6.868202756095135
23,nsfb,6.843188741628051
23,kiri-s,6.8185777189344945
23,hokekan,6.812886949263669
23,sapec,6.801779287312896
23,bres,6.772384697589302
23,tac,6.732433056518938
23,elementary-s,6.696247930227703
23,deaf-s,6.691454456617214
23,japan,6.687951812941889
23,education,6.656693693275563
23,phd-humanics,6.647554907373502
23,lingua,6.630861940220046
23,anzenkanri,6.614800050399318
23,dac,6.550017970756299
23,sie,6.548991000142676
23,icrhs,6.536051663682369
23,intersc,6.51441024233623
23,neurosci,6.502574464323328
23,logos,6.485621743648148
23,geo,6.447249517070267
23,otsuka-s,6.440300697015481
23,sugadaira,6.435637464194602
23,osi,6.428006583503251
23,kansei,6.426826703741298
23,kokusai,6.41911866452752
23,edu,6.402890526588296
23,nourin,6.393130645810327
23,hibun,6.375785853907434
23,emp,6.372652255186587
23,informatics,6.3688771411057585
23,chs,6.358730234284931
23,kurihama,6.2952604690508975
23,jinbun,6.281440856730716
23,histanth,6.2751504826230144
23,diversity,6.2744487672043485
23,coi-sec,6.2638553003738595
23,t-act,6.260295602149898
23,mast,6.222394783155438
23,sse,6.191315626484063
23,ilc,6.185897922058313
23,modernlc,6.185121233062464
23,rccp,6.159097992524061
23,gene,6.151057715054158
23,utvpn,6.1404942596912235
23,hcs,6.136397371843949
23,japanese,6.128145902039279
23,tech,6.1164622357324685
23,scs,6.078697987039571
23,jp-ex,6.068110895568776
23,gfest,6.058292830633835
23,ut-jinzai-bank,6.04198669512742
23,ipp,6.009387932045587
23,shakai,6.004630753166819
23,imis,6.000806398313405
23,kc,5.9960024528352704
23,oyoriko,5.94032555086302
23,conservation,5.916396452104509
23,ide,5.904717822442951
23,cj,5.892882044430051
23,suiri,5.8907128689024795
23,tomonaga,5.872055645512779
23,soc-int,5.866492058142881
23,gip,5.864256732338476
23,bpgi,5.846166629834246
23,earth,5.835825031837562
23,chemistry,5.826529302197695
23,skip,5.820669185714626
23,oii,5.815952819290745
23,inf,5.81121102758812
