day,domain,dnsmagnitude
27,cc,9.74738188263016
27,cs,8.506571112586736
27,sec,8.460052545877256
27,slis,8.428557104774152
27,u,8.388650130251069
27,taiiku,8.301122431108741
27,tulips,8.148295125170673
27,sk,8.012560338841443
27,ims,8.005457462117372
27,www,8.002936898492505
27,ccs,7.9791670829343735
27,biol,7.931449168537074
27,hosp,7.864566232899033
27,bk,7.815263399491507
27,esys,7.733894679425648
27,trios,7.726740047748555
27,s,7.7068348730433796
27,iit,7.684967066518548
27,human,7.656033642056066
27,criced,7.6490031052618965
27,coins,7.631578613847509
27,kz,7.610370128660134
27,otsuka,7.60280070691832
27,geijutsu,7.580374518296369
27,tsa,7.548273137505068
27,alumni,7.535527501057474
27,px,7.4907288820856115
27,jinsha,7.439378326992201
27,envr,7.436990052047888
27,risk,7.413360429774889
27,chem,7.405548168474197
27,cegloc,7.360217339092093
27,math,7.353234928152957
27,stb,7.277822006298068
27,geoenv,7.267022209059795
27,ied,7.252659917125012
27,ph,7.24724428924087
27,account,7.236812471316294
27,manaba,7.2350618234387065
27,high-s,7.216340132428646
27,hass,7.170962732961753
27,pmrc,7.14916588097187
27,shimoda,7.140851712855077
27,pas,7.120573290730875
27,tara,7.116289526213025
27,msc,7.095726992903985
27,life,7.073174037017898
27,klis,7.046941010448016
27,global,7.039479288772826
27,dpipe,7.037916817220764
27,sapec,6.988721295461212
27,ecloud,6.986403789261986
27,wpi-iiis,6.9860722212375945
27,un,6.982083690174578
27,kdb,6.97707262757096
27,t-pirc,6.969333492165233
27,ocw,6.965608118000246
27,is,6.945354592408926
27,prc,6.939781309500319
27,ap-graduate,6.934524303762755
27,komaba-s,6.930649232375353
27,sakado-s,6.928882214429537
27,nsfb,6.9073982879240345
27,lawschool,6.903402393394084
27,twins,6.881656579752694
27,gsbs,6.857447915300557
27,kiri-s,6.847808669237324
27,heritage,6.834134965362557
27,ac,6.821046292925466
27,geol,6.797972627681624
27,sanrenhonbu,6.79633061998104
27,phd-humanics,6.763687373650733
27,elementary-s,6.679209479579728
27,lingua,6.661684575480632
27,tac,6.652065226134561
27,utos,6.625558574132511
27,hokekan,6.612001623867806
27,geo,6.606927384200042
27,education,6.5910098640112835
27,neurosci,6.565251343805697
27,bres,6.545837480642412
27,deaf-s,6.519833573248326
27,sie,6.469585754035822
27,intersc,6.466012975555134
27,kokusai,6.431332633007639
27,logos,6.423229175404508
27,chs,6.390052726387694
27,sugadaira,6.375633493775573
27,hibun,6.367668351019694
27,kansei,6.361647117700321
27,icrhs,6.36097555725949
27,anzenkanri,6.3447033860169
27,osi,6.336453769832336
27,japan,6.325333342362985
27,rccp,6.28746635623715
27,dac,6.27866311157437
27,kc,6.273487174671729
27,informatics,6.257775313016443
27,nourin,6.235609183919699
27,t-act,6.221566472695442
27,mast,6.216044702648039
27,sse,6.21525305986058
27,edu,6.208096243539347
27,gene,6.196847150695685
27,ilc,6.163896282548391
27,histanth,6.158846160120379
27,kurihama,6.139216049968934
27,scs,6.136623215323255
27,suiri,6.123543916968676
27,emp,6.117373492006355
27,japanese,6.115602586618472
27,otsuka-s,6.109376376341987
27,jinbun,6.105798786025347
27,soc-int,6.104004555626626
27,shakai,6.082185322674885
27,tech,6.081264415260837
27,gfest,6.050324338813441
27,diversity,6.043619961957241
27,tomonaga,6.020240322576834
27,vbl,5.992160203710874
27,hcs,5.991140684428645
27,ut-jinzai-bank,5.970499833726162
27,oyoriko,5.955759500949534
27,bpgi,5.926619497957019
27,cj,5.917797981417648
27,tias,5.910006395262689
27,skip,5.907767576373892
27,ri-center,5.8664695651870185
27,conservation,5.849874255344997
27,modernlc,5.84627728737024
27,inf,5.828069948138088
27,utvpn,5.823150755492533
27,imis,5.81696308252151
27,mics,5.815720342108681
27,chemistry,5.808227047187148
27,coi-sec,5.804456484787627
27,kiso,5.803196054113878
27,butsuri,5.796866846330584
27,earth,5.793047491456361
27,jp-ex,5.787929255246946
27,ccr,5.757911044992963
27,f-mirai,5.757911044992963
27,scpj,5.7431866295174
27,ide,5.736411903286927
27,art,5.728213211388977
27,oii,5.726839351689318
27,oiso,5.707378076012366
27,trems,5.7031515648907245
27,tgsw,5.687479431890466
27,ipp,5.631099937307194
27,gip,5.6140863546852415
27,projects,5.6078176389531285
27,kokuren,5.579045896155479
27,hbp,5.560991560966964
27,press,5.550986342662092
27,souki,5.509795083226361
27,nature,5.449833863567631
27,opop,5.413374551580813
27,namagaku,5.409447926969397
27,are,5.3855153241673674
27,nc-bsys,5.375349283693386
27,fair,5.354660202321029
27,opera,5.342010667207219
27,eme,5.333476120181758
27,hcph,5.305156655510517
27,tc,5.291774248657146
27,radd,5.250368930862149
27,physics,5.2265008442464405
27,atmnb,5.201971508366366
27,sports,5.194478213444834
27,mountain-studies,5.191966290061495
27,emc,5.107573662724514
27,koudai,5.059238418691507
27,cryo,5.0385424288166805
27,riryou,5.0385424288166805
27,materials,5.035545971138791
27,kou-c,5.029522462203487
27,humcul,4.998774497767791
27,centers,4.976597428718629
27,archives,4.970157746524864
27,kyoikusuishin,4.815160368904037
27,chiiki,4.775800449105185
27,13,4.755444325046065
27,rdcpm,4.734609189669454
27,geosci,4.704590979415471
27,ronbun-juri,4.603021666444406
27,kkss,4.588222674624053
27,rcus,4.5731721298548615
27,arena,4.537026196883451
27,ryudou,4.482686916103261
27,glc-net,4.412746437824456
27,qils,4.388148956148466
27,rcdh,4.388148956148466
27,engsci,4.316755164409973
27,flang,4.275241980811894
27,moodle,4.268129875115046
27,ttft,4.239096047840483
27,ies,4.1123870625697725
27,anpi,4.059770452369511
27,237,3.9941513706564304
27,person,3.964468622576868
27,sleepymouse,3.901940128290458
27,sohosai,3.901940128290458
27,cybernics,3.8910755453716437
27,ole,3.8910755453716437
27,e-nihongo,3.822930206884173
27,tems,3.723055166020314
27,imri,3.6962212216134627
27,tessa,3.639983124161217
27,megaquake,3.5483027816205577
27,corpus,3.49863822882746
27,law,3.49863822882746
27,md,3.390079708633406
27,191,3.3095285293988232
27,241,3.2881912945481444
27,244,3.173035440170449
27,ticonfms,2.9183066590287323
27,entrance-exam,2.5592866064281354
27,sustain,2.50867555178244
27,fair-meta,2.2002665538275386
27,i-sangaku,2.1232221213499263
27,hq,1.8412465012269412
27,robotics,0.9727688863429109
27,mcast,0.0
27,srn,0.0
27,eprofs,0.0
27,sipc,0.0
27,t-anzen,0.0
