day,domain,dnsmagnitude
02,cc,9.797851
02,slis,8.493529
02,cs,8.487993
02,u,8.448121
02,taiiku,8.345963
02,sec,8.253206
02,tulips,8.167847
02,ccs,8.117340
02,sk,8.021476
02,ims,7.945746
02,www,7.909266
02,hosp,7.859217
02,esys,7.833888
02,bk,7.827988
02,biol,7.819947
02,iit,7.752326
02,trios,7.749091
02,coins,7.721906
02,s,7.703890
02,kz,7.678754
02,human,7.673141
02,alumni,7.654612
02,criced,7.624398
02,otsuka,7.607055
02,envr,7.606631
02,jinsha,7.510814
02,math,7.488766
02,geijutsu,7.470619
02,cegloc,7.458977
02,px,7.436248
02,chem,7.427960
02,un,7.422565
02,stb,7.417137
02,tsa,7.392552
02,risk,7.388386
02,pmrc,7.318483
02,ph,7.285610
02,geoenv,7.263265
02,hass,7.259695
02,tara,7.200716
02,account,7.195068
02,klis,7.138180
02,pas,7.130893
02,high-s,7.123297
02,geol,7.116131
02,shimoda,7.113895
02,sapec,7.109406
02,wpi-iiis,7.103637
02,dpipe,7.103133
02,msc,7.102881
02,ied,7.102629
02,komaba-s,7.082749
02,lawschool,7.036696
02,utos,7.030149
02,prc,7.027956
02,ocw,6.985772
02,life,6.985196
02,twins,6.983753
02,manaba,6.962706
02,ap-graduate,6.903331
02,nsfb,6.872383
02,ecloud,6.870740
02,is,6.852802
02,cj,6.845725
02,gsbs,6.845048
02,sakado-s,6.839954
02,kiri-s,6.828641
02,t-pirc,6.828296
02,global,6.809100
02,heritage,6.795586
02,sanrenhonbu,6.786580
02,kdb,6.755993
02,rccp,6.753364
02,bres,6.737419
02,phd-humanics,6.731268
02,tac,6.690187
02,ac,6.685320
02,lingua,6.679607
02,education,6.670139
02,japan,6.669311
02,deaf-s,6.626432
02,elementary-s,6.617245
02,geo,6.529408
02,informatics,6.501233
02,sie,6.495184
02,kansei,6.487052
02,sugadaira,6.484495
02,dac,6.483983
02,logos,6.468995
02,anzenkanri,6.437682
02,hokekan,6.434976
02,ilc,6.424615
02,nourin,6.410235
02,gene,6.404641
02,otsuka-s,6.402956
02,kurihama,6.398445
02,chs,6.393343
02,kokusai,6.382473
02,osi,6.370298
02,intersc,6.359726
02,neurosci,6.359135
02,hibun,6.313617
02,histanth,6.274106
02,diversity,6.258318
02,edu,6.235450
02,kc,6.221713
02,tech,6.214762
02,icrhs,6.209161
02,emp,6.198561
02,coi-sec,6.161527
02,ccr,6.160785
02,mast,6.154078
02,scs,6.118964
02,hcs,6.115060
02,suiri,6.115060
02,gfest,6.080749
02,jinbun,6.079120
02,oiso,6.077488
02,t-act,6.046726
02,jp-ex,6.035655
02,sse,6.027907
02,oyoriko,5.989005
02,modernlc,5.979916
02,bpgi,5.979002
02,mountain-studies,5.957708
02,chemistry,5.951122
02,japanese,5.946388
02,ri-center,5.928158
02,gip,5.916446
02,oii,5.911518
02,opop,5.904573
02,tgsw,5.900579
02,tias,5.893546
02,vbl,5.887472
02,imis,5.850111
02,shakai,5.839442
02,tomonaga,5.838368
02,projects,5.834059
02,f-mirai,5.824283
02,ut-jinzai-bank,5.822096
02,skip,5.818805
02,conservation,5.804397
02,fair,5.781757
02,art,5.737048
02,soc-int,5.733419
02,ipp,5.717515
02,inf,5.692467
02,hbp,5.689922
02,earth,5.667985
02,press,5.661426
02,trems,5.600067
02,archives,5.585825
02,kiso,5.515579
02,scpj,5.512460
02,butsuri,5.506190
02,physics,5.485492
02,nature,5.472507
02,utvpn,5.440869
02,eme,5.435767
02,koudai,5.428917
02,hcph,5.416799
02,sports,5.334595
02,rdcpm,5.332678
02,ide,5.313264
02,mics,5.307355
02,nc-bsys,5.301405
02,souki,5.301405
02,radd,5.266901
02,rcdh,5.262751
02,tc,5.188987
02,person,5.093371
02,emc,5.065127
02,13,5.035938
02,kokuren,5.016840
02,opera,4.945002
02,are,4.926843
02,humcul,4.923779
02,kou-c,4.902026
02,riryou,4.902026
02,cryo,4.840090
02,namagaku,4.812635
02,chiiki,4.805634
02,kyoikusuishin,4.747505
02,geosci,4.705166
02,atmnb,4.643902
02,centers,4.613769
02,kkss,4.613769
02,rcus,4.450462
02,materials,4.395968
02,glc-net,4.384648
02,qils,4.378933
02,ryudou,4.378933
02,moodle,4.373179
02,ronbun-juri,4.367388
02,engsci,4.331806
02,flang,4.313456
02,anpi,4.255965
02,237,4.215417
02,arena,4.135795
02,ttft,4.120503
02,tessa,4.120503
02,e-nihongo,4.089089
02,sohosai,4.022648
02,tems,3.996366
02,cybernics,3.774769
02,sleepymouse,3.554078
02,ies,3.524019
02,law,3.508591
02,md,3.508591
02,imri,3.476892
02,megaquake,3.476892
02,ticonfms,3.257841
02,ole,3.098925
02,hq,2.964564
02,241,2.770067
02,corpus,2.694225
02,244,2.653677
02,191,2.416654
02,robotics,1.915153
02,i-sangaku,1.812490
02,fair-meta,1.812490
02,entrance-exam,1.208327
02,sustain,1.208327
02,air,0.957576
02,tlsi,0.604163
02,eprofs,0.000000
02,mcast,0.000000
02,sipc,0.000000
02,srn,0.000000
02,t-anzen,0.000000
02,zdk,0.000000
