day,domain,dnsmagnitude
21,cc,9.756946313366575
21,cs,8.61431678967952
21,slis,8.513857595356438
21,u,8.505643786535908
21,taiiku,8.411013259836777
21,sec,8.363710088459065
21,tulips,8.161291903050587
21,sk,8.111226424966283
21,ccs,8.104343362239009
21,www,8.038875715533257
21,ims,8.037895972566611
21,hosp,7.9709149844855025
21,biol,7.9694331524213915
21,bk,7.89417313435976
21,esys,7.838462251648434
21,trios,7.774120443152994
21,human,7.771473122763345
21,kz,7.7259079461724385
21,coins,7.724930295846055
21,iit,7.7240914472029525
21,criced,7.7126882722714125
21,otsuka,7.6949411129259255
21,s,7.694796530447126
21,alumni,7.692044954414936
21,envr,7.650164093311122
21,geijutsu,7.610025184739973
21,px,7.512159221496387
21,jinsha,7.4992616951467275
21,un,7.495101619541831
21,manaba,7.493831608377069
21,risk,7.487271103448302
21,cegloc,7.469160915080187
21,chem,7.468413772993833
21,account,7.453716663141379
21,tsa,7.446849960495021
21,stb,7.412289215003418
21,math,7.33513604713684
21,pmrc,7.327058412456515
21,geoenv,7.321779064616245
21,tara,7.317798729765776
21,ph,7.307320220278135
21,high-s,7.228061034668546
21,klis,7.227324695138298
21,hass,7.208964456036751
21,ecloud,7.180428692264822
21,pas,7.157607898556625
21,ied,7.140706259521762
21,sakado-s,7.1388081668671575
21,dpipe,7.137721707256375
21,msc,7.109555311294528
21,ap-graduate,7.0928430678715815
21,global,7.086241440155841
21,twins,7.076099791997331
21,life,7.069371271794376
21,t-pirc,7.048571796418271
21,komaba-s,7.044654490727048
21,sapec,7.044352438261371
21,utos,7.035242467601957
21,lawschool,7.028501559076177
21,prc,7.0278861890112925
21,wpi-iiis,7.0278861890112925
21,geol,7.006704196738096
21,ocw,6.999740925389393
21,shimoda,6.999423104207803
21,gsbs,6.990156158887495
21,hokekan,6.961093204503797
21,is,6.956099329282582
21,sanrenhonbu,6.935152921342912
21,kdb,6.929321650291825
21,tac,6.887748005281204
21,heritage,6.851291486044943
21,nsfb,6.8407014048685735
21,ac,6.83113740749825
21,phd-humanics,6.816789765526321
21,kiri-s,6.807751978406636
21,education,6.762784668800959
21,lingua,6.754013499042294
21,elementary-s,6.7531735862079225
21,bres,6.6841601003856415
21,deaf-s,6.676402634344922
21,sie,6.636558543148364
21,logos,6.584718895442266
21,anzenkanri,6.578083577592057
21,geo,6.56362043777564
21,japan,6.535577527588553
21,neurosci,6.500482289144913
21,kansei,6.493179843307808
21,sugadaira,6.465099145339982
21,osi,6.443883878850445
21,kokusai,6.430057779790113
21,dac,6.425806489663164
21,informatics,6.416627048309522
21,nourin,6.397348227829151
21,otsuka-s,6.375708036028711
21,ilc,6.363379854677618
21,edu,6.351539535733633
21,hibun,6.340879803818668
21,icrhs,6.336848982557803
21,emp,6.328051877794195
21,t-act,6.326009266032838
21,intersc,6.317102921028965
21,gene,6.291959655176855
21,mast,6.281268184286496
21,chs,6.239416975278288
21,rccp,6.225013720473565
21,kurihama,6.219647452748275
21,histanth,6.211148278518924
21,diversity,6.206477641578728
21,sse,6.1994250209302395
21,coi-sec,6.185947685520574
21,jinbun,6.1746920899400735
21,kc,6.170637198463258
21,scs,6.150078553335656
21,tech,6.145072405765588
21,cj,6.139195790380637
21,hcs,6.1239023666724295
21,japanese,6.094271309419102
21,soc-int,6.082673640637676
21,suiri,6.075460131060449
21,ipp,6.068187189220782
21,oii,6.062692887319879
21,conservation,6.0525303140162805
21,oyoriko,6.051600615855222
21,gfest,6.015526309998056
21,jp-ex,5.988968089959329
21,vbl,5.984964689345575
21,ut-jinzai-bank,5.983960995863562
21,tias,5.973860790455523
21,imis,5.957456168352899
21,ri-center,5.952266568912799
21,opop,5.937571251528255
21,ccr,5.926922771111184
21,utvpn,5.908520238973061
21,projects,5.9052325319238115
21,tomonaga,5.890842585451189
21,skip,5.885244923559578
21,chemistry,5.84385851676258
21,kiso,5.84385851676258
21,f-mirai,5.8272248126183195
21,modernlc,5.8272248126183195
21,bpgi,5.819999001557354
21,shakai,5.81393197889651
21,butsuri,5.7954766379467895
21,scpj,5.794232454058892
21,art,5.789238107936984
21,ide,5.772808531050499
21,earth,5.771531960586046
21,tgsw,5.753463381657932
21,oiso,5.7456050360912245
21,mics,5.709350199800711
21,hbp,5.699702581123799
21,atmnb,5.69831570209174
21,inf,5.651281665102752
21,eme,5.592258512375738
21,press,5.592258512375738
21,koudai,5.544008890406749
21,fair,5.494718510684241
21,gip,5.487698606315468
21,souki,5.459047058510373
21,are,5.4425122672826065
21,nature,5.438795426750035
21,cryo,5.4275500731168975
21,mountain-studies,5.418068259910484
21,trems,5.3527962199349055
21,radd,5.346615926389188
21,physics,5.310752639593818
21,hcph,5.299921235943567
21,tc,5.268866585051976
21,kokuren,5.220134857317134
21,centers,5.208124490790698
21,kou-c,5.145491964894805
21,riryou,5.129774962369871
21,archives,5.121810261820771
21,nc-bsys,5.066792563744484
21,opera,5.058235970200066
21,chiiki,5.055365241418586
21,sports,4.941997591997971
21,namagaku,4.894996086133244
21,emc,4.884590287969437
21,person,4.866969975959907
21,rdcpm,4.863403311219592
21,13,4.728517547379488
21,geosci,4.724343788671031
21,humcul,4.711702785225704
21,engsci,4.707448568209545
21,ronbun-juri,4.627143383619117
21,qils,4.538794878485015
21,flang,4.496499444127289
21,kkss,4.496499444127289
21,tessa,4.44061063569144
21,rcus,4.423129899668023
21,sleepymouse,4.423129899668023
21,kyoikusuishin,4.411280750989231
21,ryudou,4.380942771343477
21,e-nihongo,4.3301230812313145
21,cybernics,4.31028520542996
21,glc-net,4.296807870020295
21,rcdh,4.240741517673484
21,ttft,4.240741517673484
21,materials,4.233476058368792
21,237,4.226150304106777
21,moodle,4.141279472501429
21,arena,4.116643036612833
21,ole,3.991601280318352
21,anpi,3.9320676028403483
21,sohosai,3.921742943361493
21,md,3.7503520473435725
21,tems,3.7247633478002466
21,ies,3.6712470645999336
21,entrance-exam,3.4533317449557703
21,megaquake,3.398711336130174
21,law,3.3797267695516964
21,corpus,3.278149511732605
21,imri,3.2563521493945244
21,hq,3.059372553833278
21,241,2.9093944641367573
21,244,2.9093944641367573
21,ticonfms,2.9093944641367573
21,fair-meta,2.8760792529257375
21,191,2.6444776386278686
21,i-sangaku,2.5010143262669353
21,sustain,2.447498043066622
21,robotics,2.39052677180681
21,sipc,1.8356235322999668
21,eprofs,0.0
21,t-anzen,0.0
21,mcast,0.0
21,srn,0.0
21,tlsi,0.0
21,zdk,0.0
