day,domain,dnsmagnitude
19,cc,9.750133305932044
19,cs,8.583159362200867
19,slis,8.529142064779744
19,u,8.477989860989924
19,taiiku,8.418727299454304
19,sec,8.275299779937688
19,ccs,8.161956650001017
19,tulips,8.11128319007296
19,sk,8.082389123880214
19,ims,7.967832267782416
19,www,7.932382981980578
19,bk,7.876768410485343
19,biol,7.829024319319548
19,hosp,7.8269510479151565
19,esys,7.781980269089269
19,coins,7.767948601897837
19,kz,7.688810596792987
19,human,7.679360702031745
19,criced,7.676444484127793
19,iit,7.670273538909457
19,s,7.666550245928127
19,trios,7.653078537230684
19,otsuka,7.645150987519062
19,alumni,7.630862116994747
19,envr,7.570246387000493
19,geijutsu,7.5271001908256165
19,px,7.462190410276969
19,cegloc,7.460230531740937
19,tsa,7.452347396634318
19,risk,7.449968720696955
19,jinsha,7.418450673926991
19,chem,7.387689049124593
19,account,7.358466255280713
19,ph,7.320241474853947
19,math,7.3179407917541575
19,high-s,7.285804974835892
19,stb,7.24848284041824
19,pmrc,7.241981324611457
19,tara,7.238964466223402
19,manaba,7.236695065380227
19,geoenv,7.178255136991625
19,klis,7.173116266363773
19,dpipe,7.164119437137318
19,global,7.127475853189038
19,pas,7.116845763100312
19,un,7.0841685617529695
19,hass,7.069351166670015
19,prc,7.063845231572978
19,msc,7.056759733512966
19,lawschool,7.05459198783697
19,life,7.0436730236266945
19,is,7.0395829063048305
19,ecloud,7.0367401907716465
19,sapec,7.029433784198679
19,twins,7.017552153709089
19,t-pirc,6.985290009811996
19,shimoda,6.976529858619411
19,ocw,6.961160422742358
19,komaba-s,6.957362566998015
19,ied,6.926379334692459
19,wpi-iiis,6.895758680580186
19,gsbs,6.895016568606536
19,ap-graduate,6.885687365464017
19,ac,6.873981110691395
19,lingua,6.826348680259684
19,geol,6.806473135985472
19,sakado-s,6.806473135985472
19,heritage,6.787399984742616
19,nsfb,6.778554339133386
19,hokekan,6.76404299349626
19,kiri-s,6.746222064446612
19,tac,6.744024065054292
19,sanrenhonbu,6.741820602073474
19,utos,6.7067178885447065
19,education,6.706258705576267
19,geo,6.704879727801546
19,bres,6.703959216087726
19,kdb,6.6905032506661914
19,elementary-s,6.6692103285925635
19,deaf-s,6.665851640457989
19,phd-humanics,6.637025342239661
19,logos,6.470325933741325
19,kokusai,6.456432353173126
19,sugadaira,6.452160283696278
19,sie,6.436109865952102
19,kansei,6.410835090375
19,anzenkanri,6.410193894903461
19,japan,6.3854782787803686
19,gene,6.363441031557779
19,intersc,6.358695193143562
19,informatics,6.353923809916671
19,otsuka-s,6.351871043192887
19,mast,6.342228105982212
19,dac,6.338758619358517
19,neurosci,6.331077610522762
19,osi,6.32262171778042
19,kurihama,6.296029736020106
19,hibun,6.2775997020962295
19,t-act,6.2746150100483895
19,nourin,6.270869957157602
19,chs,6.258778343240493
19,edu,6.236432850352757
19,tech,6.2340887695666005
19,icrhs,6.226230094863218
19,ilc,6.2198926044149445
19,diversity,6.195715122988607
19,histanth,6.153036670752514
19,sse,6.151320401676697
19,kc,6.1444219022642015
19,emp,6.1348479459628695
19,japanese,6.126053700217082
19,jp-ex,6.093651821804097
19,rccp,6.081653840510648
19,kiso,6.064768516634412
19,gfest,6.057159433856611
19,suiri,6.048520411169998
19,jinbun,6.045621925642376
19,vbl,6.04465365389045
19,scs,6.036869167414555
19,coi-sec,5.999949087491631
19,shakai,5.996887071663782
19,ri-center,5.9948398358791275
19,skip,5.9845321301939
19,tias,5.962487765413325
19,oyoriko,5.949640399947937
19,hcs,5.935509033722897
19,imis,5.933314842749259
19,ipp,5.904284830141106
19,tomonaga,5.902011873252831
19,bpgi,5.899733073281294
19,soc-int,5.892861312506935
19,scpj,5.874271845947051
19,cj,5.866014741793836
19,modernlc,5.866014741793836
19,oii,5.8576800008686485
19,hbp,5.856482900483138
19,conservation,5.837106113672854
19,tgsw,5.812273882052552
19,earth,5.809751966551423
19,chemistry,5.776296950883739
19,inf,5.7749846594512535
19,art,5.765743817904816
19,f-mirai,5.759083736232266
19,oiso,5.753719406998271
19,kokuren,5.740164820264147
19,ccr,5.731931454257675
19,ide,5.71523169442779
19,koudai,5.7067623366834
19,butsuri,5.689576931876505
19,eme,5.645096730238555
19,opop,5.642050498028592
19,projects,5.625106490050469
19,ut-jinzai-bank,5.618863839597709
19,press,5.585348584542909
19,gip,5.526510225414086
19,nature,5.524770376571454
19,utvpn,5.478292453326427
19,mics,5.448430170175375
19,fair,5.42730028633246
19,sports,5.415559019307823
19,souki,5.413586932397122
19,atmnb,5.3022407818865736
19,physics,5.293241184783251
19,mountain-studies,5.279568121405417
19,radd,5.261002988387969
19,cryo,5.25865476793996
19,tc,5.25865476793996
19,nc-bsys,5.24443329659652
19,hcph,5.239641648709186
19,archives,5.073687471613088
19,emc,5.073687471613088
19,kou-c,5.038224634700262
19,trems,5.0260812571217794
19,centers,4.975772569578086
19,are,4.966013358705835
19,rdcpm,4.959447012379408
19,13,4.905088056598611
19,arena,4.872979619802588
19,chiiki,4.85090911792538
19,geosci,4.816737545189536
19,namagaku,4.816737545189536
19,riryou,4.7852159058624135
19,opera,4.781195705317722
19,engsci,4.705528236679134
19,rcus,4.665125931178996
19,humcul,4.573258503320781
19,kkss,4.5368594374519775
19,flang,4.526179155234732
19,ronbun-juri,4.441691188937971
19,moodle,4.429792316312287
19,materials,4.4177315493019425
19,ryudou,4.405504421645383
19,person,4.374177744817052
19,237,4.328372951516722
19,glc-net,4.328372951516722
19,rcdh,4.228986269796537
19,ttft,4.182726067957676
19,cybernics,4.150487871562394
19,e-nihongo,4.142241740463425
19,anpi,4.1084680288725695
19,law,4.0910860464527135
19,sohosai,4.055264902056936
19,tems,3.9588163130943603
19,qils,3.9063481781959033
19,tessa,3.88445934507653
19,sleepymouse,3.7910622314189633
19,ies,3.672692967791698
19,megaquake,3.6440952393497477
19,md,3.5839737156531988
19,kyoikusuishin,3.5360456813359744
19,191,3.5025906656682904
19,ole,3.4129737398320636
19,imri,3.374426244910552
19,244,3.1766200411925425
19,241,3.151647891222845
19,corpus,3.0994885710638824
19,hq,3.0440672317657613
19,ticonfms,2.9538416875048354
19,fair-meta,2.6101058852833474
19,i-sangaku,2.4005584145407015
19,sustain,2.2737062852154493
19,entrance-exam,1.9477356607397027
19,robotics,0.9738678303698514
19,mcast,0.0
19,srn,0.0
19,t-anzen,0.0
19,eprofs,0.0
19,sipc,0.0
