day,domain,dnsmagnitude
28,cc,9.75730950399878
28,sec,8.470657704410852
28,cs,8.464034149969464
28,u,8.430898453798624
28,slis,8.393861256308035
28,taiiku,8.3144657883699
28,tulips,8.152930029762764
28,sk,8.09034346683945
28,www,8.035330319320455
28,ims,7.962879920724289
28,ccs,7.9612946309055355
28,hosp,7.929999531770815
28,biol,7.860844375483211
28,bk,7.855377710807533
28,esys,7.830289064300174
28,s,7.773066481357808
28,iit,7.745467322474256
28,trios,7.742671709977923
28,human,7.698694172636776
28,otsuka,7.668746047015721
28,criced,7.649848773280359
28,kz,7.649848773280359
28,alumni,7.640459627508389
28,coins,7.618738891275102
28,geijutsu,7.552837286835467
28,risk,7.4901041627471105
28,tsa,7.4619801278072
28,chem,7.450685941980137
28,cegloc,7.412198718517222
28,un,7.411456044492951
28,jinsha,7.400427843849944
28,px,7.394577254861007
28,envr,7.381797368971942
28,math,7.372913933191541
28,manaba,7.347909755106352
28,account,7.32073009190583
28,geoenv,7.297982002332288
28,ph,7.2761462027759585
28,pmrc,7.2414353102965
28,tara,7.23008580409176
28,high-s,7.2257341488449045
28,stb,7.211615141093037
28,hass,7.187725651374149
28,pas,7.1829168049026055
28,klis,7.15822056067597
28,shimoda,7.156234343610755
28,sapec,7.116314881408093
28,ied,7.10479305858405
28,ecloud,7.093384784165572
28,msc,7.083988053384619
28,prc,7.056849705877418
28,dpipe,7.051543801877222
28,lawschool,7.049019219804293
28,global,7.027693253146517
28,wpi-iiis,7.02452133396583
28,life,7.001693980362816
28,ap-graduate,7.000804016215527
28,utos,6.999615989419709
28,sakado-s,6.963824229984016
28,sanrenhonbu,6.959790149841857
28,t-pirc,6.949780248719762
28,komaba-s,6.942831498596283
28,twins,6.940926781264257
28,is,6.938380699915228
28,ocw,6.927799199771574
28,geol,6.903927455279111
28,education,6.899274039641302
28,ac,6.892583135589247
28,nsfb,6.890229195430807
28,kdb,6.883468593773502
28,phd-humanics,6.848153935356997
28,gsbs,6.839276760860467
28,heritage,6.812092482304548
28,kiri-s,6.8039557704679225
28,tac,6.771403176339323
28,elementary-s,6.668398055648268
28,logos,6.6446569343669175
28,hokekan,6.620254552615528
28,bres,6.603133185933619
28,lingua,6.60032494754343
28,sie,6.593737174946683
28,deaf-s,6.59279200805063
28,neurosci,6.579451484110952
28,intersc,6.56395222528016
28,japan,6.546181415200083
28,anzenkanri,6.512116570681673
28,edu,6.494309760934811
28,histanth,6.4459083172389695
28,sugadaira,6.43917283529758
28,kokusai,6.438045203703482
28,geo,6.435219759050279
28,ilc,6.4226784051670744
28,chs,6.403523221765205
28,osi,6.368196258306738
28,informatics,6.367585048217303
28,dac,6.360217075202924
28,kansei,6.342780288234442
28,emp,6.3364677996349705
28,kurihama,6.319839263804014
28,otsuka-s,6.314658644851531
28,hibun,6.277510386662543
28,nourin,6.270024620036446
28,gene,6.261094550447171
28,diversity,6.2415457318897785
28,icrhs,6.235168407617451
28,coi-sec,6.22515493145286
28,oyoriko,6.215025689994093
28,t-act,6.175582095437926
28,japanese,6.168704147646348
28,rccp,6.150094535624433
28,jp-ex,6.138259556567497
28,ri-center,6.132681377295033
28,mast,6.131081067027903
28,sse,6.122226728096107
28,projects,6.106718896218925
28,vbl,6.099276164679122
28,hcs,6.095113830828891
28,suiri,6.0782638956088535
28,jinbun,6.074000288033991
28,scs,6.0549899448418945
28,kc,6.053241102689065
28,oii,6.010186236127165
28,gfest,6.007423744208614
28,tomonaga,5.985004534863282
28,ut-jinzai-bank,5.976447194296697
28,tias,5.974534159415142
28,tech,5.971656752468858
28,imis,5.96587343359871
28,bpgi,5.9639371463406645
28,ipp,5.962967395685304
28,soc-int,5.955170506612085
28,shakai,5.93436731094956
28,skip,5.927321681491272
28,mics,5.918178958939
28,tgsw,5.8752773090650265
28,ccr,5.853561956465023
28,utvpn,5.8447228436410805
28,inf,5.826772517934321
28,modernlc,5.814214822965797
28,opop,5.808446733485245
28,conservation,5.797967503385966
28,f-mirai,5.747335640324354
28,cj,5.734836574896544
28,scpj,5.733576805265173
28,earth,5.72978659188084
28,kokuren,5.727250643286523
28,kiso,5.7195984581600685
28,chemistry,5.684311690947368
28,fair,5.681640440013384
28,art,5.67222640103028
28,butsuri,5.6419632171143155
28,nature,5.637754227622141
28,ide,5.630693999027062
28,gip,5.620713114215075
28,oiso,5.616400539662609
28,trems,5.616400539662609
28,atmnb,5.604795474272575
28,hbp,5.601870030393926
28,press,5.5675060327532755
28,souki,5.556774162109243
28,archives,5.5285587484921
28,qils,5.482778280587754
28,mountain-studies,5.460681658163575
28,cryo,5.427349865190913
28,eme,5.409283871999572
28,rdcpm,5.3681766918574905
28,physics,5.350787969754572
28,namagaku,5.321017168295191
28,radd,5.306770193777164
28,hcph,5.296450055291079
