day,domain,dnsmagnitude
12,cc,9.733778738728802
12,cs,8.635159810503646
12,slis,8.479812326811846
12,u,8.457722989253462
12,taiiku,8.334680596050177
12,sec,8.268670991650364
12,tulips,8.18713499096811
12,biol,8.06519202109421
12,www,8.055578887607979
12,ccs,8.02991760572097
12,sk,7.981750742884504
12,hosp,7.951291211726245
12,ims,7.86311400468928
12,bk,7.783974774890553
12,esys,7.782438086101531
12,human,7.757338853024818
12,coins,7.739910057557596
12,trios,7.726014678759994
12,iit,7.715524061300765
12,kz,7.7007792776775625
12,otsuka,7.695244136181518
12,s,7.669106470018797
12,criced,7.665924032078757
12,alumni,7.627650909455686
12,geijutsu,7.517405960066931
12,cegloc,7.4869334372246685
12,px,7.459208978931324
12,jinsha,7.443174081718885
12,tsa,7.438038883996664
12,chem,7.434529922901833
12,math,7.3923897418818685
12,risk,7.374205532421903
12,high-s,7.343581144550233
12,account,7.328796173940367
12,envr,7.319193632590615
12,stb,7.284376062710191
12,klis,7.275763418926408
12,tara,7.275516112720536
12,ph,7.2673161580292245
12,geoenv,7.2653168436987805
12,pmrc,7.240453076711149
12,manaba,7.207961792656178
12,hass,7.173960138041529
12,pas,7.1731278968272285
12,msc,7.121710900707046
12,sapec,7.110167324929289
12,ocw,7.109571285440109
12,komaba-s,7.090283831188203
12,lawschool,7.087537647507493
12,wpi-iiis,7.0829417321874555
12,twins,7.067135408944468
12,prc,7.05548951561205
12,t-pirc,7.0472136442108315
12,ecloud,7.045613256879252
12,shimoda,7.036597434748423
12,un,7.034329114860464
12,dpipe,7.016964202276695
12,life,6.999253209341208
12,gsbs,6.9917965345527655
12,global,6.962384053755697
12,kdb,6.961680137009938
12,ied,6.948913351441586
12,sakado-s,6.942460516632283
12,sanrenhonbu,6.918021236088107
12,nsfb,6.880632765151475
12,hokekan,6.880246963172306
12,heritage,6.874439744653352
12,geol,6.8674206176813914
12,ac,6.8575789352060195
12,kiri-s,6.854406437967883
12,ap-graduate,6.85361154091573
12,education,6.844016901484918
12,phd-humanics,6.837562439376596
12,is,6.8220425577668085
12,utos,6.78373625808963
12,tac,6.726438558848864
12,deaf-s,6.713032764720117
12,bres,6.702726225064249
12,lingua,6.698948557972926
12,elementary-s,6.6903896329563475
12,geo,6.63112135222957
12,dac,6.592499056862682
12,osi,6.571447906199752
12,intersc,6.568164547126065
12,kokusai,6.558795274381347
12,sie,6.542016396266085
12,hibun,6.536352292675224
12,kansei,6.534076504376338
12,japan,6.530079797405308
12,sugadaira,6.527787868746049
12,neurosci,6.527213961819382
12,informatics,6.521454415768545
12,anzenkanri,6.504537495040134
12,chs,6.502178648678327
12,diversity,6.437272640693289
12,logos,6.436001260154478
12,kurihama,6.432176168832913
12,edu,6.420601108518568
12,nourin,6.39299150377193
12,gene,6.391655120294451
12,icrhs,6.332917025211731
12,otsuka-s,6.31487550335203
12,histanth,6.303872124917534
12,japanese,6.298690216095392
12,hcs,6.256888396425591
12,scs,6.251424291451537
12,mast,6.235624855858255
12,t-act,6.224395710222425
12,jinbun,6.217914771052653
12,oyoriko,6.199014399473318
12,ilc,6.170317105763684
12,emp,6.154740750627969
12,tech,6.1529930709200675
12,gfest,6.134431887271852
12,suiri,6.11273327499397
12,kc,6.111817566674871
12,tias,6.10260821125595
12,soc-int,6.0961044039579955
12,sse,6.090491575752613
12,oiso,6.081057359287326
12,shakai,6.078207453547108
12,jp-ex,6.064785701314325
12,coi-sec,6.0412946020197715
12,art,6.036321478549242
12,hbp,6.028306138126268
12,ipp,6.023259589385949
12,conservation,5.983939550977169
12,modernlc,5.9754352291890855
12,cj,5.958178476386992
12,butsuri,5.941690158431791
12,vbl,5.926020070036231
12,skip,5.919218800781495
12,rccp,5.899660972797929
12,imis,5.892654144029664
12,tgsw,5.886772621271276
12,ri-center,5.883224932547677
12,scpj,5.874891497183551
12,oii,5.8604212478582935
12,tomonaga,5.856766568910305
12,earth,5.809124126510931
12,f-mirai,5.809124126510931
12,ut-jinzai-bank,5.797456192887351
12,mics,5.786954506783382
12,ccr,5.780327370591339
12,chemistry,5.765571343590057
12,inf,5.746429483826578
12,opop,5.7380979086315245
12,bpgi,5.722617480316609
12,gip,5.672989439812609
12,projects,5.6699820093788444
12,eme,5.656321187690956
12,ide,5.656321187690956
12,fair,5.596208591389661
12,kiso,5.581355407005329
12,souki,5.479175064681752
12,trems,5.4545663933372035
12,utvpn,5.4410277987178555
12,nature,5.4371214414608895
12,archives,5.429256833983492
12,hcph,5.405236592163597
12,nc-bsys,5.40320528877623
12,koudai,5.3909189892375995
12,mountain-studies,5.37846044625226
12,press,5.370056649869525
12,cryo,5.3615726251008216
12,radd,5.340001302817164
12,sports,5.311152245348567
12,are,5.299802220765891
12,riryou,5.2766578177998085
12,physics,5.240770242680449
12,tc,5.233415484743945
12,kokuren,5.205914997081645
12,emc,5.1905481327366045
12,atmnb,5.1345698361832275
12,humcul,5.056993113582753
12,namagaku,5.017079555982148
12,kou-c,4.968681308364334
12,chiiki,4.941749100490166
12,13,4.93143531147897
12,geosci,4.825031472488
12,person,4.809301949560062
12,opera,4.805325679637754
12,materials,4.743442576729374
12,rdcpm,4.739159701716891
12,flang,4.672309035035449
12,centers,4.639303311113689
12,kkss,4.548334718131629
12,rcus,4.542997195510027
12,ronbun-juri,4.510280807369777
12,arena,4.5047090346040894
12,anpi,4.404217959087374
12,glc-net,4.391612147090998
12,rcdh,4.391612147090998
12,moodle,4.385241547444505
12,ryudou,4.359292409189451
12,engsci,4.283759379079529
12,sohosai,4.283759379079529
12,237,4.254619232566384
12,qils,4.254619232566384
12,ttft,4.232119427122587
12,e-nihongo,4.209035146258144
12,tessa,4.135950572287603
12,cybernics,4.047006918592475
12,sleepymouse,4.047006918592475
12,law,4.03760265258059
12,kyoikusuishin,4.028097804276135
12,tems,3.883105782235584
12,ies,3.848700394831683
12,md,3.6677630528496743
12,ticonfms,3.561296344144479
12,241,3.4765946786708586
12,imri,3.4403163825757375
12,megaquake,3.421606326350735
12,corpus,3.3829613315331346
12,191,3.209004134893188
12,ole,3.133858420041111
12,fair-meta,2.9613129708704964
12,244,2.9613129708704964
12,i-sangaku,2.517862093811255
12,hq,2.208323730116027
12,sustain,2.208323730116027
12,entrance-exam,2.208323730116027
12,robotics,1.7293203184107855
12,air,0.9763310776563167
12,mcast,0.0
12,srn,0.0
12,t-anzen,0.0
12,eprofs,0.0
12,sipc,0.0
12,tlsi,0.0
12,zdk,0.0
12,athletics,0.0
